state,district,stage,sex,date,teachers
Selangor,Petaling,primary,both,2021-01-01,9344
Selangor,Petaling,primary,both,2022-01-01,9235
Selangor,Petaling,primary,female,2017-01-01,6983
Selangor,Petaling,primary,female,2018-01-01,7301
Selangor,Petaling,primary,female,2019-01-01,7107
Selangor,Petaling,primary,female,2020-01-01,7238
Selangor,Petaling,primary,female,2021-01-01,7259
Selangor,Petaling,primary,female,2022-01-01,7166
Selangor,Petaling,primary,male,2017-01-01,1812
Selangor,Petaling,primary,male,2018-01-01,1950
Selangor,Petaling,primary,male,2019-01-01,1918
Selangor,Petaling,primary,male,2020-01-01,2057
Selangor,Petaling,primary,male,2021-01-01,2085
Selangor,Petaling,primary,male,2022-01-01,2069
Selangor,Petaling,secondary,both,2017-01-01,7000
Selangor,Petaling,secondary,both,2018-01-01,7080
Selangor,Petaling,secondary,both,2019-01-01,7014
Selangor,Petaling,secondary,both,2020-01-01,6923
Selangor,Petaling,secondary,both,2021-01-01,6806
Selangor,Petaling,secondary,both,2022-01-01,7144
Selangor,Petaling,secondary,female,2017-01-01,6042
Selangor,Petaling,secondary,female,2018-01-01,6074
Selangor,Petaling,secondary,female,2019-01-01,5993
Selangor,Petaling,secondary,female,2020-01-01,5900
Selangor,Petaling,secondary,female,2021-01-01,5791
Selangor,Petaling,secondary,female,2022-01-01,6004
Selangor,Petaling,secondary,male,2017-01-01,958
Selangor,Petaling,secondary,male,2018-01-01,1006
Selangor,Petaling,secondary,male,2019-01-01,1021
Selangor,Petaling,secondary,male,2020-01-01,1023
Selangor,Petaling,secondary,male,2021-01-01,1015
Selangor,Petaling,secondary,male,2022-01-01,1140
Selangor,Sabak Bernam,primary,both,2017-01-01,1267
Selangor,Sabak Bernam,primary,both,2018-01-01,1231
Selangor,Sabak Bernam,primary,both,2019-01-01,1201
Selangor,Sabak Bernam,primary,both,2020-01-01,1175
Selangor,Sabak Bernam,primary,both,2021-01-01,1142
Selangor,Sabak Bernam,primary,both,2022-01-01,1138
Selangor,Sabak Bernam,primary,both,2023-06-30,1117
Selangor,Sabak Bernam,primary,both,2024-06-30,1100
Selangor,Sabak Bernam,primary,both,2025-06-30,1110
Selangor,Sabak Bernam,primary,female,2017-01-01,812
Selangor,Sabak Bernam,primary,female,2018-01-01,813
Selangor,Sabak Bernam,primary,female,2019-01-01,792
Selangor,Sabak Bernam,primary,female,2020-01-01,784
Selangor,Sabak Bernam,primary,female,2021-01-01,771
Selangor,Sabak Bernam,primary,female,2022-01-01,768
Selangor,Sabak Bernam,primary,female,2023-06-30,759
Selangor,Sabak Bernam,primary,female,2024-06-30,746
Selangor,Sabak Bernam,primary,female,2025-06-30,757
Selangor,Sabak Bernam,primary,male,2017-01-01,455
Selangor,Sabak Bernam,primary,male,2018-01-01,418
Selangor,Sabak Bernam,primary,male,2019-01-01,409
Selangor,Sabak Bernam,primary,male,2020-01-01,391
Selangor,Sabak Bernam,primary,male,2021-01-01,371
Selangor,Sabak Bernam,primary,male,2022-01-01,370
Selangor,Sabak Bernam,primary,male,2023-06-30,358
Selangor,Sabak Bernam,primary,male,2024-06-30,354
Selangor,Sabak Bernam,primary,male,2025-06-30,353
Selangor,Sabak Bernam,secondary,both,2017-01-01,1284
Selangor,Sabak Bernam,secondary,both,2018-01-01,1273
Selangor,Sabak Bernam,secondary,both,2019-01-01,1242
Selangor,Sabak Bernam,secondary,both,2020-01-01,1189
Selangor,Sabak Bernam,secondary,both,2021-01-01,1158
Selangor,Sabak Bernam,secondary,both,2022-01-01,1195
Selangor,Sabak Bernam,secondary,both,2023-06-30,1191
Selangor,Sabak Bernam,secondary,both,2024-06-30,1184
Selangor,Sabak Bernam,secondary,both,2025-06-30,1154
Selangor,Sabak Bernam,secondary,female,2017-01-01,761
Selangor,Sabak Bernam,secondary,female,2018-01-01,771
Selangor,Sabak Bernam,secondary,female,2019-01-01,750
Selangor,Sabak Bernam,secondary,female,2020-01-01,728
Selangor,Sabak Bernam,secondary,female,2021-01-01,717
Selangor,Sabak Bernam,secondary,female,2022-01-01,748
Selangor,Sabak Bernam,secondary,female,2023-06-30,754
Selangor,Sabak Bernam,secondary,female,2024-06-30,763
Selangor,Sabak Bernam,secondary,female,2025-06-30,753
Selangor,Sabak Bernam,secondary,male,2017-01-01,523
Selangor,Sabak Bernam,secondary,male,2018-01-01,502
Selangor,Sabak Bernam,secondary,male,2019-01-01,492
Selangor,Sabak Bernam,secondary,male,2020-01-01,461
Selangor,Sabak Bernam,secondary,male,2021-01-01,441
Selangor,Sabak Bernam,secondary,male,2022-01-01,447
Selangor,Sabak Bernam,secondary,male,2023-06-30,437
Selangor,Sabak Bernam,secondary,male,2024-06-30,421
Selangor,Sabak Bernam,secondary,male,2025-06-30,401
Selangor,Sepang,primary,both,2017-01-01,1626
Selangor,Sepang,primary,both,2018-01-01,1720
Selangor,Sepang,primary,both,2019-01-01,1746
Selangor,Sepang,primary,both,2020-01-01,1792
Selangor,Sepang,primary,both,2021-01-01,1850
Selangor,Sepang,primary,both,2022-01-01,1911
Selangor,Sepang,primary,both,2023-06-30,1932
Selangor,Sepang,primary,both,2024-06-30,1996
Selangor,Sepang,primary,both,2025-06-30,2029
Selangor,Sepang,primary,female,2017-01-01,1321
Selangor,Sepang,primary,female,2018-01-01,1405
Selangor,Sepang,primary,female,2019-01-01,1414
Selangor,Sepang,primary,female,2020-01-01,1443
Selangor,Sepang,primary,female,2021-01-01,1492
Selangor,Sepang,primary,female,2022-01-01,1534
Selangor,Sepang,primary,female,2023-06-30,1544
Selangor,Sepang,primary,female,2024-06-30,1586
Selangor,Sepang,primary,female,2025-06-30,1621
Selangor,Sepang,primary,male,2017-01-01,305
Selangor,Sepang,primary,male,2018-01-01,315
Selangor,Sepang,primary,male,2019-01-01,332
Selangor,Sepang,primary,male,2020-01-01,349
Selangor,Sepang,primary,male,2021-01-01,358
Selangor,Sepang,primary,male,2022-01-01,377
Selangor,Sepang,primary,male,2023-06-30,388
Selangor,Sepang,primary,male,2024-06-30,410
Selangor,Sepang,primary,male,2025-06-30,408
Selangor,Sepang,secondary,both,2017-01-01,1187
Selangor,Sepang,secondary,both,2018-01-01,1236
Selangor,Sepang,secondary,both,2019-01-01,1265
Selangor,Sepang,secondary,both,2020-01-01,1263
Selangor,Sepang,secondary,both,2021-01-01,1258
Selangor,Sepang,secondary,both,2022-01-01,1319
Selangor,Sepang,secondary,both,2023-06-30,1319
Selangor,Sepang,secondary,both,2024-06-30,1352
Selangor,Sepang,secondary,both,2025-06-30,1371
Selangor,Sepang,secondary,female,2017-01-01,998
Selangor,Sepang,secondary,female,2018-01-01,1036
Selangor,Sepang,secondary,female,2019-01-01,1056
Selangor,Sepang,secondary,female,2020-01-01,1055
Selangor,Sepang,secondary,female,2021-01-01,1049
Selangor,Sepang,secondary,female,2022-01-01,1096
Selangor,Sepang,secondary,female,2023-06-30,1099
Selangor,Sepang,secondary,female,2024-06-30,1130
Selangor,Sepang,secondary,female,2025-06-30,1153
Selangor,Sepang,secondary,male,2017-01-01,189
Selangor,Sepang,secondary,male,2018-01-01,200
Selangor,Sepang,secondary,male,2019-01-01,209
Selangor,Sepang,secondary,male,2020-01-01,208
Selangor,Sepang,secondary,male,2021-01-01,209
Selangor,Sepang,secondary,male,2022-01-01,223
Selangor,Sepang,secondary,male,2023-06-30,220
Selangor,Sepang,secondary,male,2024-06-30,222
Selangor,Sepang,secondary,male,2025-06-30,218
Selangor,Petaling Perdana,primary,both,2023-06-30,6490
Selangor,Petaling Perdana,primary,both,2024-06-30,6573
Selangor,Petaling Perdana,primary,both,2025-06-30,6593
Selangor,Petaling Perdana,primary,female,2023-06-30,5139
Selangor,Petaling Perdana,primary,female,2024-06-30,5179
Selangor,Petaling Perdana,primary,female,2025-06-30,5201
Selangor,Petaling Perdana,primary,male,2023-06-30,1351
Selangor,Petaling Perdana,primary,male,2024-06-30,1394
Selangor,Petaling Perdana,primary,male,2025-06-30,1392
Selangor,Petaling Perdana,secondary,both,2023-06-30,4779
Selangor,Petaling Perdana,secondary,both,2024-06-30,4756
Selangor,Petaling Perdana,secondary,both,2025-06-30,4727
Selangor,Petaling Perdana,secondary,female,2023-06-30,4045
Selangor,Petaling Perdana,secondary,female,2024-06-30,4020
Selangor,Petaling Perdana,secondary,female,2025-06-30,3986
Selangor,Petaling Perdana,secondary,male,2023-06-30,734
Selangor,Petaling Perdana,secondary,male,2024-06-30,736
Selangor,Petaling Perdana,secondary,male,2025-06-30,741
Selangor,Petaling Utama,primary,both,2023-06-30,2770
Selangor,Petaling Utama,primary,both,2024-06-30,2817
Selangor,Petaling Utama,primary,both,2025-06-30,2815
Selangor,Petaling Utama,primary,female,2023-06-30,2034
Selangor,Petaling Utama,primary,female,2024-06-30,2062
Selangor,Petaling Utama,primary,female,2025-06-30,2066
Selangor,Petaling Utama,primary,male,2023-06-30,736
Selangor,Petaling Utama,primary,male,2024-06-30,755
Selangor,Petaling Utama,primary,male,2025-06-30,749
Selangor,Petaling Utama,secondary,both,2023-06-30,2152
Selangor,Petaling Utama,secondary,both,2024-06-30,2145
Selangor,Petaling Utama,secondary,both,2025-06-30,2116
Selangor,Petaling Utama,secondary,female,2023-06-30,1751
Selangor,Petaling Utama,secondary,female,2024-06-30,1730
Selangor,Petaling Utama,secondary,female,2025-06-30,1702
Selangor,Petaling Utama,secondary,male,2023-06-30,401
Selangor,Petaling Utama,secondary,male,2024-06-30,415
Selangor,Petaling Utama,secondary,male,2025-06-30,414
Terengganu,All Districts,primary,both,2017-01-01,11569
Terengganu,All Districts,primary,both,2018-01-01,12002
Terengganu,All Districts,primary,both,2019-01-01,11964
Terengganu,All Districts,primary,both,2020-01-01,11961
Terengganu,All Districts,primary,both,2021-01-01,11732
Terengganu,All Districts,primary,both,2022-01-01,11968
Terengganu,All Districts,primary,both,2023-06-30,11733
Terengganu,All Districts,primary,both,2024-06-30,11693
Terengganu,All Districts,primary,both,2025-06-30,11767
Terengganu,All Districts,primary,female,2017-01-01,7821
Terengganu,All Districts,primary,female,2018-01-01,8297
Terengganu,All Districts,primary,female,2019-01-01,8278
Terengganu,All Districts,primary,female,2020-01-01,8266
Terengganu,All Districts,primary,female,2021-01-01,8119
Terengganu,All Districts,primary,female,2022-01-01,8244
Terengganu,All Districts,primary,female,2023-06-30,8096
Terengganu,All Districts,primary,female,2024-06-30,8064
Terengganu,All Districts,primary,female,2025-06-30,8104
Terengganu,All Districts,primary,male,2017-01-01,3748
Terengganu,All Districts,primary,male,2018-01-01,3705
Terengganu,All Districts,primary,male,2019-01-01,3686
Terengganu,All Districts,primary,male,2020-01-01,3695
Terengganu,All Districts,primary,male,2021-01-01,3613
Terengganu,All Districts,primary,male,2022-01-01,3724
Terengganu,All Districts,primary,male,2023-06-30,3637
Terengganu,All Districts,primary,male,2024-06-30,3629
Terengganu,All Districts,primary,male,2025-06-30,3663
Terengganu,All Districts,secondary,both,2017-01-01,10245
Terengganu,All Districts,secondary,both,2018-01-01,10438
Terengganu,All Districts,secondary,both,2019-01-01,10420
Terengganu,All Districts,secondary,both,2020-01-01,10385
Terengganu,All Districts,secondary,both,2021-01-01,10161
Terengganu,All Districts,secondary,both,2022-01-01,10468
Terengganu,All Districts,secondary,both,2023-06-30,10366
Terengganu,All Districts,secondary,both,2024-06-30,10488
Terengganu,All Districts,secondary,both,2025-06-30,10570
Terengganu,All Districts,secondary,female,2017-01-01,7006
Terengganu,All Districts,secondary,female,2018-01-01,7218
Terengganu,All Districts,secondary,female,2019-01-01,7253
Terengganu,All Districts,secondary,female,2020-01-01,7290
Terengganu,All Districts,secondary,female,2021-01-01,7177
Terengganu,All Districts,secondary,female,2022-01-01,7494
Terengganu,All Districts,secondary,female,2023-06-30,7467
Terengganu,All Districts,secondary,female,2024-06-30,7606
Terengganu,All Districts,secondary,female,2025-06-30,7727
Terengganu,All Districts,secondary,male,2017-01-01,3239
Terengganu,All Districts,secondary,male,2018-01-01,3220
Terengganu,All Districts,secondary,male,2019-01-01,3167
Terengganu,All Districts,secondary,male,2020-01-01,3095
Terengganu,All Districts,secondary,male,2021-01-01,2984
Terengganu,All Districts,secondary,male,2022-01-01,2974
Terengganu,All Districts,secondary,male,2023-06-30,2899
Terengganu,All Districts,secondary,male,2024-06-30,2882
Terengganu,All Districts,secondary,male,2025-06-30,2843
Terengganu,Besut,primary,both,2017-01-01,1815
Terengganu,Besut,primary,both,2018-01-01,1878
Terengganu,Besut,primary,both,2019-01-01,1855
Terengganu,Besut,primary,both,2020-01-01,1867
Terengganu,Besut,primary,both,2021-01-01,1815
Terengganu,Besut,primary,both,2022-01-01,1829
Terengganu,Besut,primary,both,2023-06-30,1789
Terengganu,Besut,primary,both,2024-06-30,1743
Terengganu,Besut,primary,both,2025-06-30,1754
Terengganu,Besut,primary,female,2017-01-01,1207
Terengganu,Besut,primary,female,2018-01-01,1271
Terengganu,Besut,primary,female,2019-01-01,1260
Terengganu,Besut,primary,female,2020-01-01,1261
Terengganu,Besut,primary,female,2021-01-01,1231
Terengganu,Besut,primary,female,2022-01-01,1235
Terengganu,Besut,primary,female,2023-06-30,1217
Terengganu,Besut,primary,female,2024-06-30,1188
Terengganu,Besut,primary,female,2025-06-30,1186
Terengganu,Besut,primary,male,2017-01-01,608
Terengganu,Besut,primary,male,2018-01-01,607
Terengganu,Besut,primary,male,2019-01-01,595
Terengganu,Besut,primary,male,2020-01-01,606
Terengganu,Besut,primary,male,2021-01-01,584
Terengganu,Besut,primary,male,2022-01-01,594
Terengganu,Besut,primary,male,2023-06-30,572
Terengganu,Besut,primary,male,2024-06-30,555
Terengganu,Besut,primary,male,2025-06-30,568
Terengganu,Besut,secondary,both,2017-01-01,1585
Terengganu,Besut,secondary,both,2018-01-01,1650
Terengganu,Besut,secondary,both,2019-01-01,1643
Terengganu,Besut,secondary,both,2020-01-01,1640
Terengganu,Besut,secondary,both,2021-01-01,1615
Terengganu,Besut,secondary,both,2022-01-01,1674
Terengganu,Besut,secondary,both,2023-06-30,1668
Terengganu,Besut,secondary,both,2024-06-30,1664
Terengganu,Besut,secondary,both,2025-06-30,1666
Terengganu,Besut,secondary,female,2017-01-01,987
Terengganu,Besut,secondary,female,2018-01-01,1041
Terengganu,Besut,secondary,female,2019-01-01,1043
Terengganu,Besut,secondary,female,2020-01-01,1050
Terengganu,Besut,secondary,female,2021-01-01,1041
Terengganu,Besut,secondary,female,2022-01-01,1108
Terengganu,Besut,secondary,female,2023-06-30,1113
Terengganu,Besut,secondary,female,2024-06-30,1120
Terengganu,Besut,secondary,female,2025-06-30,1140
Terengganu,Besut,secondary,male,2017-01-01,598
Terengganu,Besut,secondary,male,2018-01-01,609
Terengganu,Besut,secondary,male,2019-01-01,600
Terengganu,Besut,secondary,male,2020-01-01,590
Terengganu,Besut,secondary,male,2021-01-01,574
Terengganu,Besut,secondary,male,2022-01-01,566
Terengganu,Besut,secondary,male,2023-06-30,555
Terengganu,Besut,secondary,male,2024-06-30,544
Terengganu,Besut,secondary,male,2025-06-30,526
Terengganu,Dungun,primary,both,2017-01-01,1551
Terengganu,Dungun,primary,both,2018-01-01,1612
Terengganu,Dungun,primary,both,2019-01-01,1615
Terengganu,Dungun,primary,both,2020-01-01,1608
Terengganu,Dungun,primary,both,2021-01-01,1592
Terengganu,Dungun,primary,both,2022-01-01,1617
Terengganu,Dungun,primary,both,2023-06-30,1594
Terengganu,Dungun,primary,both,2024-06-30,1588
Terengganu,Dungun,primary,both,2025-06-30,1599
Terengganu,Dungun,primary,female,2017-01-01,1078
Terengganu,Dungun,primary,female,2018-01-01,1140
Terengganu,Dungun,primary,female,2019-01-01,1137
Terengganu,Dungun,primary,female,2020-01-01,1146
Terengganu,Dungun,primary,female,2021-01-01,1136
Terengganu,Dungun,primary,female,2022-01-01,1146
Terengganu,Dungun,primary,female,2023-06-30,1131
Terengganu,Dungun,primary,female,2024-06-30,1135
Terengganu,Dungun,primary,female,2025-06-30,1133
Terengganu,Dungun,primary,male,2017-01-01,473
Terengganu,Dungun,primary,male,2018-01-01,472
Terengganu,Dungun,primary,male,2019-01-01,478
Terengganu,Dungun,primary,male,2020-01-01,462
Terengganu,Dungun,primary,male,2021-01-01,456
Terengganu,Dungun,primary,male,2022-01-01,471
Terengganu,Dungun,primary,male,2023-06-30,463
Terengganu,Dungun,primary,male,2024-06-30,453
Terengganu,Dungun,primary,male,2025-06-30,466
Terengganu,Dungun,secondary,both,2017-01-01,1317
Terengganu,Dungun,secondary,both,2018-01-01,1329
Terengganu,Dungun,secondary,both,2019-01-01,1343
Terengganu,Dungun,secondary,both,2020-01-01,1326
Terengganu,Dungun,secondary,both,2021-01-01,1289
Terengganu,Dungun,secondary,both,2022-01-01,1348
Terengganu,Dungun,secondary,both,2023-06-30,1316
Terengganu,Dungun,secondary,both,2024-06-30,1342
Terengganu,Dungun,secondary,both,2025-06-30,1337
Terengganu,Dungun,secondary,female,2017-01-01,972
Terengganu,Dungun,secondary,female,2018-01-01,984
Terengganu,Dungun,secondary,female,2019-01-01,997
Terengganu,Dungun,secondary,female,2020-01-01,993
Terengganu,Dungun,secondary,female,2021-01-01,978
Terengganu,Dungun,secondary,female,2022-01-01,1025
Terengganu,Dungun,secondary,female,2023-06-30,997
Terengganu,Dungun,secondary,female,2024-06-30,1023
Terengganu,Dungun,secondary,female,2025-06-30,1017
Terengganu,Dungun,secondary,male,2017-01-01,345
Terengganu,Dungun,secondary,male,2018-01-01,345
Terengganu,Dungun,secondary,male,2019-01-01,346
Terengganu,Dungun,secondary,male,2020-01-01,333
Terengganu,Dungun,secondary,male,2021-01-01,311
Terengganu,Dungun,secondary,male,2022-01-01,323
Terengganu,Dungun,secondary,male,2023-06-30,319
Terengganu,Dungun,secondary,male,2024-06-30,319
Terengganu,Dungun,secondary,male,2025-06-30,320
Terengganu,Hulu Terengganu,primary,both,2017-01-01,994
Terengganu,Hulu Terengganu,primary,both,2018-01-01,1030
Terengganu,Hulu Terengganu,primary,both,2019-01-01,1039
Terengganu,Hulu Terengganu,primary,both,2020-01-01,1037
Terengganu,Hulu Terengganu,primary,both,2021-01-01,1018
Terengganu,Hulu Terengganu,primary,both,2022-01-01,1050
Terengganu,Hulu Terengganu,primary,both,2023-06-30,1033
Terengganu,Hulu Terengganu,primary,both,2024-06-30,1023
Terengganu,Hulu Terengganu,primary,both,2025-06-30,1029
Terengganu,Hulu Terengganu,primary,female,2017-01-01,614
Terengganu,Hulu Terengganu,primary,female,2018-01-01,660
Terengganu,Hulu Terengganu,primary,female,2019-01-01,669
Terengganu,Hulu Terengganu,primary,female,2020-01-01,665
Terengganu,Hulu Terengganu,primary,female,2021-01-01,656
Terengganu,Hulu Terengganu,primary,female,2022-01-01,677
Terengganu,Hulu Terengganu,primary,female,2023-06-30,676
Terengganu,Hulu Terengganu,primary,female,2024-06-30,673
Terengganu,Hulu Terengganu,primary,female,2025-06-30,682
Terengganu,Hulu Terengganu,primary,male,2017-01-01,380
Terengganu,Hulu Terengganu,primary,male,2018-01-01,370
Terengganu,Hulu Terengganu,primary,male,2019-01-01,370
Terengganu,Hulu Terengganu,primary,male,2020-01-01,372
Terengganu,Hulu Terengganu,primary,male,2021-01-01,362
Terengganu,Hulu Terengganu,primary,male,2022-01-01,373
Terengganu,Hulu Terengganu,primary,male,2023-06-30,357
Terengganu,Hulu Terengganu,primary,male,2024-06-30,350
Terengganu,Hulu Terengganu,primary,male,2025-06-30,347
Terengganu,Hulu Terengganu,secondary,both,2017-01-01,826
Terengganu,Hulu Terengganu,secondary,both,2018-01-01,833
Terengganu,Hulu Terengganu,secondary,both,2019-01-01,821
Terengganu,Hulu Terengganu,secondary,both,2020-01-01,826
Terengganu,Hulu Terengganu,secondary,both,2021-01-01,815
Terengganu,Hulu Terengganu,secondary,both,2022-01-01,872
Terengganu,Hulu Terengganu,secondary,both,2023-06-30,857
Terengganu,Hulu Terengganu,secondary,both,2024-06-30,876
Terengganu,Hulu Terengganu,secondary,both,2025-06-30,893
Terengganu,Hulu Terengganu,secondary,female,2017-01-01,534
Terengganu,Hulu Terengganu,secondary,female,2018-01-01,554
Terengganu,Hulu Terengganu,secondary,female,2019-01-01,550
Terengganu,Hulu Terengganu,secondary,female,2020-01-01,557
Terengganu,Hulu Terengganu,secondary,female,2021-01-01,555
Terengganu,Hulu Terengganu,secondary,female,2022-01-01,600
Terengganu,Hulu Terengganu,secondary,female,2023-06-30,591
Terengganu,Hulu Terengganu,secondary,female,2024-06-30,611
Terengganu,Hulu Terengganu,secondary,female,2025-06-30,634
Terengganu,Hulu Terengganu,secondary,male,2017-01-01,292
Terengganu,Hulu Terengganu,secondary,male,2018-01-01,279
Terengganu,Hulu Terengganu,secondary,male,2019-01-01,271
Terengganu,Hulu Terengganu,secondary,male,2020-01-01,269
Terengganu,Hulu Terengganu,secondary,male,2021-01-01,260
Terengganu,Hulu Terengganu,secondary,male,2022-01-01,272
Terengganu,Hulu Terengganu,secondary,male,2023-06-30,266
Terengganu,Hulu Terengganu,secondary,male,2024-06-30,265
Terengganu,Hulu Terengganu,secondary,male,2025-06-30,259
Terengganu,Kemaman,primary,both,2017-01-01,1818
Terengganu,Kemaman,primary,both,2018-01-01,1910
Terengganu,Kemaman,primary,both,2019-01-01,1914
Terengganu,Kemaman,primary,both,2020-01-01,1932
Terengganu,Kemaman,primary,both,2021-01-01,1920
Terengganu,Kemaman,primary,both,2022-01-01,1959
Terengganu,Kemaman,primary,both,2023-06-30,1928
Terengganu,Kemaman,primary,both,2024-06-30,1940
Terengganu,Kemaman,primary,both,2025-06-30,1958
Terengganu,Kemaman,primary,female,2017-01-01,1313
Terengganu,Kemaman,primary,female,2018-01-01,1403
Terengganu,Kemaman,primary,female,2019-01-01,1409
Terengganu,Kemaman,primary,female,2020-01-01,1421
Terengganu,Kemaman,primary,female,2021-01-01,1410
Terengganu,Kemaman,primary,female,2022-01-01,1424
Terengganu,Kemaman,primary,female,2023-06-30,1386
Terengganu,Kemaman,primary,female,2024-06-30,1391
Terengganu,Kemaman,primary,female,2025-06-30,1404
Terengganu,Kemaman,primary,male,2017-01-01,505
Terengganu,Kemaman,primary,male,2018-01-01,507
Terengganu,Kemaman,primary,male,2019-01-01,505
Terengganu,Kemaman,primary,male,2020-01-01,511
Terengganu,Kemaman,primary,male,2021-01-01,510
Terengganu,Kemaman,primary,male,2022-01-01,535
Terengganu,Kemaman,primary,male,2023-06-30,542
Terengganu,Kemaman,primary,male,2024-06-30,549
Terengganu,Kemaman,primary,male,2025-06-30,554
Terengganu,Kemaman,secondary,both,2017-01-01,1500
Terengganu,Kemaman,secondary,both,2018-01-01,1567
Terengganu,Kemaman,secondary,both,2019-01-01,1592
Terengganu,Kemaman,secondary,both,2020-01-01,1584
Terengganu,Kemaman,secondary,both,2021-01-01,1532
Terengganu,Kemaman,secondary,both,2022-01-01,1575
Terengganu,Kemaman,secondary,both,2023-06-30,1574
Terengganu,Kemaman,secondary,both,2024-06-30,1607
Terengganu,Kemaman,secondary,both,2025-06-30,1630
Terengganu,Kemaman,secondary,female,2017-01-01,1133
Terengganu,Kemaman,secondary,female,2018-01-01,1182
Terengganu,Kemaman,secondary,female,2019-01-01,1196
Terengganu,Kemaman,secondary,female,2020-01-01,1202
Terengganu,Kemaman,secondary,female,2021-01-01,1174
Terengganu,Kemaman,secondary,female,2022-01-01,1228
Terengganu,Kemaman,secondary,female,2023-06-30,1230
Terengganu,Kemaman,secondary,female,2024-06-30,1253
Terengganu,Kemaman,secondary,female,2025-06-30,1278
Terengganu,Kemaman,secondary,male,2017-01-01,367
Terengganu,Kemaman,secondary,male,2018-01-01,385
Terengganu,Kemaman,secondary,male,2019-01-01,396
Terengganu,Kemaman,secondary,male,2020-01-01,382
Terengganu,Kemaman,secondary,male,2021-01-01,358
Terengganu,Kemaman,secondary,male,2022-01-01,347
Terengganu,Kemaman,secondary,male,2023-06-30,344
Terengganu,Kemaman,secondary,male,2024-06-30,354
Terengganu,Kemaman,secondary,male,2025-06-30,352
Terengganu,Kuala Nerus,primary,both,2017-01-01,1165
Terengganu,Kuala Nerus,primary,both,2018-01-01,1209
Terengganu,Kuala Nerus,primary,both,2019-01-01,1210
Terengganu,Kuala Nerus,primary,both,2020-01-01,1205
Terengganu,Kuala Nerus,primary,both,2021-01-01,1166
Terengganu,Kuala Nerus,primary,both,2022-01-01,1207
Terengganu,Kuala Nerus,primary,both,2023-06-30,1178
Terengganu,Kuala Nerus,primary,both,2024-06-30,1188
Terengganu,Kuala Nerus,primary,both,2025-06-30,1204
Terengganu,Kuala Nerus,primary,female,2017-01-01,812
Terengganu,Kuala Nerus,primary,female,2018-01-01,871
Terengganu,Kuala Nerus,primary,female,2019-01-01,865
Terengganu,Kuala Nerus,primary,female,2020-01-01,857
Terengganu,Kuala Nerus,primary,female,2021-01-01,823
Terengganu,Kuala Nerus,primary,female,2022-01-01,845
Terengganu,Kuala Nerus,primary,female,2023-06-30,823
Terengganu,Kuala Nerus,primary,female,2024-06-30,827
Terengganu,Kuala Nerus,primary,female,2025-06-30,844
Terengganu,Kuala Nerus,primary,male,2017-01-01,353
Terengganu,Kuala Nerus,primary,male,2018-01-01,338
Terengganu,Kuala Nerus,primary,male,2019-01-01,345
Terengganu,Kuala Nerus,primary,male,2020-01-01,348
Terengganu,Kuala Nerus,primary,male,2021-01-01,343
Terengganu,Kuala Nerus,primary,male,2022-01-01,362
Terengganu,Kuala Nerus,primary,male,2023-06-30,355
Terengganu,Kuala Nerus,primary,male,2024-06-30,361
Terengganu,Kuala Nerus,primary,male,2025-06-30,360
Terengganu,Kuala Nerus,secondary,both,2017-01-01,1277
Terengganu,Kuala Nerus,secondary,both,2018-01-01,1315
Terengganu,Kuala Nerus,secondary,both,2019-01-01,1328
Terengganu,Kuala Nerus,secondary,both,2020-01-01,1323
Terengganu,Kuala Nerus,secondary,both,2021-01-01,1286
Terengganu,Kuala Nerus,secondary,both,2022-01-01,1302
Terengganu,Kuala Nerus,secondary,both,2023-06-30,1298
Terengganu,Kuala Nerus,secondary,both,2024-06-30,1316
Terengganu,Kuala Nerus,secondary,both,2025-06-30,1314
Terengganu,Kuala Nerus,secondary,female,2017-01-01,858
Terengganu,Kuala Nerus,secondary,female,2018-01-01,882
Terengganu,Kuala Nerus,secondary,female,2019-01-01,895
Terengganu,Kuala Nerus,secondary,female,2020-01-01,891
Terengganu,Kuala Nerus,secondary,female,2021-01-01,863
Terengganu,Kuala Nerus,secondary,female,2022-01-01,891
Terengganu,Kuala Nerus,secondary,female,2023-06-30,899
Terengganu,Kuala Nerus,secondary,female,2024-06-30,919
Terengganu,Kuala Nerus,secondary,female,2025-06-30,930
Terengganu,Kuala Nerus,secondary,male,2017-01-01,419
Terengganu,Kuala Nerus,secondary,male,2018-01-01,433
Terengganu,Kuala Nerus,secondary,male,2019-01-01,433
Terengganu,Kuala Nerus,secondary,male,2020-01-01,432
Terengganu,Kuala Nerus,secondary,male,2021-01-01,423
Terengganu,Kuala Nerus,secondary,male,2022-01-01,411
Terengganu,Kuala Nerus,secondary,male,2023-06-30,399
Terengganu,Kuala Nerus,secondary,male,2024-06-30,397
Terengganu,Kuala Nerus,secondary,male,2025-06-30,384
Terengganu,Kuala Terengganu,primary,both,2017-01-01,2249
Terengganu,Kuala Terengganu,primary,both,2018-01-01,2311
Terengganu,Kuala Terengganu,primary,both,2019-01-01,2284
Terengganu,Kuala Terengganu,primary,both,2020-01-01,2264
Terengganu,Kuala Terengganu,primary,both,2021-01-01,2237
Terengganu,Kuala Terengganu,primary,both,2022-01-01,2280
Terengganu,Kuala Terengganu,primary,both,2023-06-30,2224
Terengganu,Kuala Terengganu,primary,both,2024-06-30,2217
Terengganu,Kuala Terengganu,primary,both,2025-06-30,2227
