state,type,date,abs,rate
Negeri Sembilan,toddler,2015-01-01,26,0.4
Negeri Sembilan,toddler,2016-01-01,19,0.3
Negeri Sembilan,toddler,2017-01-01,31,0.4
Negeri Sembilan,toddler,2018-01-01,27,0.4
Negeri Sembilan,toddler,2019-01-01,26,0.4
Negeri Sembilan,toddler,2020-01-01,24,0.3
Negeri Sembilan,toddler,2021-01-01,14,0.2
Negeri Sembilan,toddler,2022-01-01,28,0.4
Negeri Sembilan,toddler,2023-01-01,33,0.5
Negeri Sembilan,toddler,2024-01-01,21,0.3
Pahang,total,2000-01-01,336,11.4
Pahang,total,2001-01-01,325,11.8
Pahang,total,2002-01-01,345,12.9
Pahang,total,2003-01-01,319,12.2
Pahang,total,2004-01-01,334,12.9
Pahang,total,2005-01-01,325,12.6
Pahang,total,2006-01-01,303,12.2
Pahang,total,2007-01-01,277,11.1
Pahang,total,2008-01-01,268,10.4
Pahang,total,2009-01-01,307,11.8
Pahang,total,2010-01-01,263,10.1
Pahang,total,2011-01-01,318,11.7
Pahang,total,2012-01-01,292,10.7
Pahang,total,2013-01-01,310,11.5
Pahang,total,2014-01-01,270,9.4
Pahang,total,2015-01-01,273,9.7
Pahang,total,2016-01-01,254,9.2
Pahang,total,2017-01-01,257,9.3
Pahang,total,2018-01-01,244,9.0
Pahang,total,2019-01-01,238,9.2
Pahang,total,2020-01-01,179,7.1
Pahang,total,2021-01-01,173,7.1
Pahang,total,2022-01-01,227,9.6
Pahang,total,2023-01-01,233,9.6
Pahang,total,2024-01-01,173,8.0
Pahang,perinatal,2000-01-01,220,7.4
Pahang,perinatal,2001-01-01,246,8.9
Pahang,perinatal,2002-01-01,253,9.4
Pahang,perinatal,2003-01-01,227,8.6
Pahang,perinatal,2004-01-01,254,9.7
Pahang,perinatal,2005-01-01,234,9.1
Pahang,perinatal,2006-01-01,225,9.0
Pahang,perinatal,2007-01-01,221,8.8
Pahang,perinatal,2008-01-01,204,7.9
Pahang,perinatal,2009-01-01,214,8.2
Pahang,perinatal,2010-01-01,198,7.6
Pahang,perinatal,2011-01-01,255,9.4
Pahang,perinatal,2012-01-01,233,8.5
Pahang,perinatal,2013-01-01,247,9.1
Pahang,perinatal,2014-01-01,255,8.8
Pahang,perinatal,2015-01-01,253,9.0
Pahang,perinatal,2016-01-01,239,8.6
Pahang,perinatal,2017-01-01,254,9.2
Pahang,perinatal,2018-01-01,258,9.5
Pahang,perinatal,2019-01-01,228,8.8
Pahang,perinatal,2020-01-01,175,6.9
Pahang,perinatal,2021-01-01,192,7.8
Pahang,perinatal,2022-01-01,193,8.1
Pahang,perinatal,2023-01-01,208,8.6
Pahang,perinatal,2024-01-01,194,9.0
Pahang,neonatal,2000-01-01,142,4.8
Pahang,neonatal,2001-01-01,116,4.2
Pahang,neonatal,2002-01-01,132,4.9
Pahang,neonatal,2003-01-01,112,4.3
Pahang,neonatal,2004-01-01,126,4.9
Pahang,neonatal,2005-01-01,141,5.5
Pahang,neonatal,2006-01-01,120,4.8
Pahang,neonatal,2007-01-01,96,3.8
Pahang,neonatal,2008-01-01,112,4.4
Pahang,neonatal,2009-01-01,127,4.9
Pahang,neonatal,2010-01-01,111,4.3
Pahang,neonatal,2011-01-01,152,5.6
Pahang,neonatal,2012-01-01,130,4.7
Pahang,neonatal,2013-01-01,165,6.1
Pahang,neonatal,2014-01-01,118,4.1
Pahang,neonatal,2015-01-01,131,4.7
Pahang,neonatal,2016-01-01,119,4.3
Pahang,neonatal,2017-01-01,130,4.7
Pahang,neonatal,2018-01-01,125,4.6
Pahang,neonatal,2019-01-01,119,4.6
Pahang,neonatal,2020-01-01,88,3.5
Pahang,neonatal,2021-01-01,109,4.4
Pahang,neonatal,2022-01-01,94,4.0
Pahang,neonatal,2023-01-01,125,5.2
Pahang,neonatal,2024-01-01,89,4.1
Pahang,infant,2000-01-01,256,8.7
Pahang,infant,2001-01-01,221,8.0
Pahang,infant,2002-01-01,247,9.2
Pahang,infant,2003-01-01,228,8.7
Pahang,infant,2004-01-01,247,9.5
Pahang,infant,2005-01-01,245,9.5
Pahang,infant,2006-01-01,217,8.7
Pahang,infant,2007-01-01,201,8.1
Pahang,infant,2008-01-01,197,7.7
Pahang,infant,2009-01-01,229,8.8
Pahang,infant,2010-01-01,197,7.6
Pahang,infant,2011-01-01,256,9.5
Pahang,infant,2012-01-01,219,8.0
Pahang,infant,2013-01-01,253,9.4
Pahang,infant,2014-01-01,213,7.4
Pahang,infant,2015-01-01,216,7.7
Pahang,infant,2016-01-01,204,7.4
Pahang,infant,2017-01-01,205,7.4
Pahang,infant,2018-01-01,197,7.3
Pahang,infant,2019-01-01,187,7.2
Pahang,infant,2020-01-01,148,5.8
Pahang,infant,2021-01-01,148,6.0
Pahang,infant,2022-01-01,164,7.0
Pahang,infant,2023-01-01,198,8.2
Pahang,infant,2024-01-01,138,6.4
Pahang,toddler,2000-01-01,80,0.7
Pahang,toddler,2001-01-01,104,0.9
Pahang,toddler,2002-01-01,98,0.8
Pahang,toddler,2003-01-01,91,0.8
Pahang,toddler,2004-01-01,87,0.8
Pahang,toddler,2005-01-01,80,0.7
Pahang,toddler,2006-01-01,86,0.8
Pahang,toddler,2007-01-01,76,0.7
Pahang,toddler,2008-01-01,71,0.6
Pahang,toddler,2009-01-01,78,0.7
Pahang,toddler,2010-01-01,66,0.6
Pahang,toddler,2011-01-01,62,0.5
Pahang,toddler,2012-01-01,73,0.6
Pahang,toddler,2013-01-01,57,0.5
Pahang,toddler,2014-01-01,57,0.5
Pahang,toddler,2015-01-01,57,0.5
Pahang,toddler,2016-01-01,50,0.4
Pahang,toddler,2017-01-01,52,0.5
Pahang,toddler,2018-01-01,47,0.4
Pahang,toddler,2019-01-01,51,0.5
Pahang,toddler,2020-01-01,31,0.3
Pahang,toddler,2021-01-01,25,0.2
Pahang,toddler,2022-01-01,63,0.6
Pahang,toddler,2023-01-01,35,0.4
Pahang,toddler,2024-01-01,35,0.4
Perak,total,2000-01-01,463,9.5
Perak,total,2001-01-01,393,9.0
Perak,total,2002-01-01,448,10.6
Perak,total,2003-01-01,391,9.8
Perak,total,2004-01-01,411,10.5
Perak,total,2005-01-01,386,10.3
Perak,total,2006-01-01,315,8.6
Perak,total,2007-01-01,347,9.5
Perak,total,2008-01-01,306,8.2
Perak,total,2009-01-01,387,10.4
Perak,total,2010-01-01,381,10.6
Perak,total,2011-01-01,306,8.2
Perak,total,2012-01-01,316,8.4
Perak,total,2013-01-01,320,9.0
Perak,total,2014-01-01,284,7.8
Perak,total,2015-01-01,295,8.1
Perak,total,2016-01-01,308,8.6
Perak,total,2017-01-01,296,8.5
Perak,total,2018-01-01,284,8.4
Perak,total,2019-01-01,294,8.9
Perak,total,2020-01-01,246,7.8
Perak,total,2021-01-01,220,7.1
Perak,total,2022-01-01,265,9.0
Perak,total,2023-01-01,260,8.5
Perak,total,2024-01-01,248,9.0
Perak,perinatal,2000-01-01,134,2.8
Perak,perinatal,2001-01-01,332,7.6
Perak,perinatal,2002-01-01,327,7.7
Perak,perinatal,2003-01-01,316,7.9
Perak,perinatal,2004-01-01,306,7.8
Perak,perinatal,2005-01-01,277,7.4
Perak,perinatal,2006-01-01,278,7.5
Perak,perinatal,2007-01-01,281,7.6
Perak,perinatal,2008-01-01,285,7.6
Perak,perinatal,2009-01-01,287,7.7
Perak,perinatal,2010-01-01,305,8.4
Perak,perinatal,2011-01-01,300,8.0
Perak,perinatal,2012-01-01,256,6.8
Perak,perinatal,2013-01-01,286,8.0
Perak,perinatal,2014-01-01,250,6.8
Perak,perinatal,2015-01-01,260,7.1
Perak,perinatal,2016-01-01,331,9.2
Perak,perinatal,2017-01-01,297,8.5
Perak,perinatal,2018-01-01,265,7.8
Perak,perinatal,2019-01-01,309,9.3
Perak,perinatal,2020-01-01,275,8.7
Perak,perinatal,2021-01-01,244,7.9
Perak,perinatal,2022-01-01,227,7.7
Perak,perinatal,2023-01-01,268,8.7
Perak,perinatal,2024-01-01,241,8.7
Perak,neonatal,2000-01-01,157,3.2
Perak,neonatal,2001-01-01,151,3.5
Perak,neonatal,2002-01-01,161,3.8
Perak,neonatal,2003-01-01,139,3.5
Perak,neonatal,2004-01-01,159,4.1
Perak,neonatal,2005-01-01,143,3.8
Perak,neonatal,2006-01-01,132,3.6
Perak,neonatal,2007-01-01,148,4.0
Perak,neonatal,2008-01-01,134,3.6
Perak,neonatal,2009-01-01,165,4.4
Perak,neonatal,2010-01-01,177,4.9
Perak,neonatal,2011-01-01,149,4.0
Perak,neonatal,2012-01-01,158,4.2
Perak,neonatal,2013-01-01,159,4.5
Perak,neonatal,2014-01-01,143,3.9
Perak,neonatal,2015-01-01,143,3.9
Perak,neonatal,2016-01-01,157,4.4
Perak,neonatal,2017-01-01,161,4.6
Perak,neonatal,2018-01-01,150,4.4
Perak,neonatal,2019-01-01,147,4.5
Perak,neonatal,2020-01-01,145,4.6
Perak,neonatal,2021-01-01,130,4.2
Perak,neonatal,2022-01-01,139,4.7
Perak,neonatal,2023-01-01,141,4.6
Perak,neonatal,2024-01-01,139,5.0
Perak,infant,2000-01-01,347,7.1
Perak,infant,2001-01-01,282,6.5
Perak,infant,2002-01-01,302,7.1
Perak,infant,2003-01-01,270,6.8
Perak,infant,2004-01-01,301,7.7
Perak,infant,2005-01-01,277,7.4
Perak,infant,2006-01-01,216,5.9
Perak,infant,2007-01-01,253,6.9
Perak,infant,2008-01-01,232,6.2
Perak,infant,2009-01-01,269,7.2
Perak,infant,2010-01-01,289,8.0
Perak,infant,2011-01-01,233,6.2
Perak,infant,2012-01-01,249,6.6
Perak,infant,2013-01-01,237,6.7
Perak,infant,2014-01-01,227,6.2
Perak,infant,2015-01-01,234,6.4
Perak,infant,2016-01-01,245,6.9
Perak,infant,2017-01-01,242,6.9
Perak,infant,2018-01-01,223,6.6
Perak,infant,2019-01-01,231,7.0
Perak,infant,2020-01-01,203,6.4
Perak,infant,2021-01-01,192,6.2
Perak,infant,2022-01-01,216,7.3
Perak,infant,2023-01-01,220,7.2
Perak,infant,2024-01-01,210,7.6
Perak,toddler,2000-01-01,116,0.6
Perak,toddler,2001-01-01,111,0.6
Perak,toddler,2002-01-01,146,0.7
Perak,toddler,2003-01-01,121,0.6
Perak,toddler,2004-01-01,110,0.6
Perak,toddler,2005-01-01,109,0.6
Perak,toddler,2006-01-01,99,0.6
Perak,toddler,2007-01-01,94,0.6
Perak,toddler,2008-01-01,74,0.5
Perak,toddler,2009-01-01,118,0.8
Perak,toddler,2010-01-01,92,0.6
Perak,toddler,2011-01-01,73,0.5
Perak,toddler,2012-01-01,67,0.5
Perak,toddler,2013-01-01,83,0.6
Perak,toddler,2014-01-01,57,0.4
Perak,toddler,2015-01-01,61,0.4
Perak,toddler,2016-01-01,63,0.4
Perak,toddler,2017-01-01,54,0.4
Perak,toddler,2018-01-01,61,0.4
Perak,toddler,2019-01-01,63,0.5
Perak,toddler,2020-01-01,43,0.3
Perak,toddler,2021-01-01,28,0.2
Perak,toddler,2022-01-01,49,0.4
Perak,toddler,2023-01-01,40,0.3
Perak,toddler,2024-01-01,38,0.3
Perlis,total,2000-01-01,51,11.0
Perlis,total,2001-01-01,41,9.4
Perlis,total,2002-01-01,43,10.2
Perlis,total,2003-01-01,38,9.4
Perlis,total,2004-01-01,33,8.3
Perlis,total,2005-01-01,41,10.4
Perlis,total,2006-01-01,39,10.0
Perlis,total,2007-01-01,38,9.6
Perlis,total,2008-01-01,45,10.8
Perlis,total,2009-01-01,40,9.4
Perlis,total,2010-01-01,41,10.0
Perlis,total,2011-01-01,53,12.7
Perlis,total,2012-01-01,37,8.9
Perlis,total,2013-01-01,41,10.1
Perlis,total,2014-01-01,36,8.0
Perlis,total,2015-01-01,38,8.8
Perlis,total,2016-01-01,30,6.8
Perlis,total,2017-01-01,30,6.7
Perlis,total,2018-01-01,45,10.3
Perlis,total,2019-01-01,30,7.4
Perlis,total,2020-01-01,43,10.5
Perlis,total,2021-01-01,39,9.6
Perlis,total,2022-01-01,44,11.7
Perlis,total,2023-01-01,28,7.2
Perlis,total,2024-01-01,36,10.1
Perlis,perinatal,2000-01-01,52,11.1
Perlis,perinatal,2001-01-01,42,9.6
Perlis,perinatal,2002-01-01,48,11.3
Perlis,perinatal,2003-01-01,42,10.3
Perlis,perinatal,2004-01-01,44,11.0
Perlis,perinatal,2005-01-01,37,9.3
Perlis,perinatal,2006-01-01,43,11.0
Perlis,perinatal,2007-01-01,36,9.1
Perlis,perinatal,2008-01-01,37,8.8
Perlis,perinatal,2009-01-01,31,7.3
Perlis,perinatal,2010-01-01,44,10.6
Perlis,perinatal,2011-01-01,43,10.3
Perlis,perinatal,2012-01-01,34,8.2
Perlis,perinatal,2013-01-01,36,8.9
Perlis,perinatal,2014-01-01,40,8.8
Perlis,perinatal,2015-01-01,42,9.7
Perlis,perinatal,2016-01-01,33,7.5
Perlis,perinatal,2017-01-01,36,8.1
Perlis,perinatal,2018-01-01,40,9.1
Perlis,perinatal,2019-01-01,45,11.0
Perlis,perinatal,2020-01-01,43,10.4
Perlis,perinatal,2021-01-01,29,7.1
Perlis,perinatal,2022-01-01,35,9.3
Perlis,perinatal,2023-01-01,41,10.5
Perlis,perinatal,2024-01-01,31,8.7
Perlis,neonatal,2000-01-01,26,5.6
Perlis,neonatal,2001-01-01,23,5.3
Perlis,neonatal,2002-01-01,22,5.2
Perlis,neonatal,2003-01-01,20,4.9
Perlis,neonatal,2004-01-01,17,4.3
Perlis,neonatal,2005-01-01,13,3.3
Perlis,neonatal,2006-01-01,21,5.4
Perlis,neonatal,2007-01-01,23,5.8
Perlis,neonatal,2008-01-01,25,6.0
Perlis,neonatal,2009-01-01,20,4.7
Perlis,neonatal,2010-01-01,24,5.8
Perlis,neonatal,2011-01-01,26,6.2
Perlis,neonatal,2012-01-01,17,4.1
Perlis,neonatal,2013-01-01,31,7.7
Perlis,neonatal,2014-01-01,22,4.9
Perlis,neonatal,2015-01-01,23,5.3
Perlis,neonatal,2016-01-01,17,3.9
Perlis,neonatal,2017-01-01,11,2.5
Perlis,neonatal,2018-01-01,28,6.4
Perlis,neonatal,2019-01-01,18,4.4
Perlis,neonatal,2020-01-01,27,6.6
Perlis,neonatal,2021-01-01,21,5.2
Perlis,neonatal,2022-01-01,24,6.4
Perlis,neonatal,2023-01-01,20,5.2
Perlis,neonatal,2024-01-01,23,6.4
Perlis,infant,2000-01-01,41,8.8
Perlis,infant,2001-01-01,34,7.8
Perlis,infant,2002-01-01,34,8.0
Perlis,infant,2003-01-01,32,7.9
Perlis,infant,2004-01-01,27,6.8
Perlis,infant,2005-01-01,31,7.9
Perlis,infant,2006-01-01,31,8.0
Perlis,infant,2007-01-01,29,7.3
Perlis,infant,2008-01-01,34,8.1
Perlis,infant,2009-01-01,32,7.6
Perlis,infant,2010-01-01,33,8.0
Perlis,infant,2011-01-01,40,9.6
Perlis,infant,2012-01-01,27,6.5
Perlis,infant,2013-01-01,36,8.9
Perlis,infant,2014-01-01,34,7.5
Perlis,infant,2015-01-01,35,8.1
Perlis,infant,2016-01-01,26,5.9
Perlis,infant,2017-01-01,25,5.6
Perlis,infant,2018-01-01,39,8.9
Perlis,infant,2019-01-01,24,5.9
Perlis,infant,2020-01-01,35,8.5
Perlis,infant,2021-01-01,31,7.6
Perlis,infant,2022-01-01,35,9.3
Perlis,infant,2023-01-01,24,6.2
Perlis,infant,2024-01-01,31,8.7
Perlis,toddler,2000-01-01,10,0.5
Perlis,toddler,2001-01-01,7,0.4
Perlis,toddler,2002-01-01,9,0.5
Perlis,toddler,2003-01-01,6,0.3
Perlis,toddler,2004-01-01,6,0.3
Perlis,toddler,2005-01-01,10,0.6
Perlis,toddler,2006-01-01,8,0.5
Perlis,toddler,2007-01-01,9,0.6
Perlis,toddler,2008-01-01,11,0.7
Perlis,toddler,2009-01-01,8,0.5
Perlis,toddler,2010-01-01,8,0.5
Perlis,toddler,2011-01-01,13,0.8
Perlis,toddler,2012-01-01,10,0.6
Perlis,toddler,2013-01-01,5,0.3
Perlis,toddler,2014-01-01,2,0.1
Perlis,toddler,2015-01-01,3,0.2
Perlis,toddler,2016-01-01,4,0.2
Perlis,toddler,2017-01-01,5,0.3
Perlis,toddler,2018-01-01,6,0.3
Perlis,toddler,2019-01-01,6,0.3
Perlis,toddler,2020-01-01,8,0.5
Perlis,toddler,2021-01-01,8,0.5
Perlis,toddler,2022-01-01,9,0.6
Perlis,toddler,2023-01-01,4,0.2
Perlis,toddler,2024-01-01,5,0.3
Pulau Pinang,total,2000-01-01,230,8.4
Pulau Pinang,total,2001-01-01,188,7.6
Pulau Pinang,total,2002-01-01,236,9.5
Pulau Pinang,total,2003-01-01,199,8.5
Pulau Pinang,total,2004-01-01,231,10.1
Pulau Pinang,total,2005-01-01,179,7.9
Pulau Pinang,total,2006-01-01,195,8.9
Pulau Pinang,total,2007-01-01,169,7.5
Pulau Pinang,total,2008-01-01,164,7.1
Pulau Pinang,total,2009-01-01,170,7.5
Pulau Pinang,total,2010-01-01,179,8.5
Pulau Pinang,total,2011-01-01,189,8.5
Pulau Pinang,total,2012-01-01,184,7.7
Pulau Pinang,total,2013-01-01,157,7.3
Pulau Pinang,total,2014-01-01,160,7.0
Pulau Pinang,total,2015-01-01,166,7.5
Pulau Pinang,total,2016-01-01,174,8.0
Pulau Pinang,total,2017-01-01,150,7.0
Pulau Pinang,total,2018-01-01,158,7.6
Pulau Pinang,total,2019-01-01,132,6.5
Pulau Pinang,total,2020-01-01,122,6.2
Pulau Pinang,total,2021-01-01,115,6.2
Pulau Pinang,total,2022-01-01,125,7.0
Pulau Pinang,total,2023-01-01,134,6.8
Pulau Pinang,total,2024-01-01,130,7.2
Pulau Pinang,perinatal,2000-01-01,122,4.5
Pulau Pinang,perinatal,2001-01-01,159,6.4
Pulau Pinang,perinatal,2002-01-01,193,7.8
Pulau Pinang,perinatal,2003-01-01,176,7.5
Pulau Pinang,perinatal,2004-01-01,200,8.7
Pulau Pinang,perinatal,2005-01-01,166,7.3
Pulau Pinang,perinatal,2006-01-01,198,8.9
Pulau Pinang,perinatal,2007-01-01,168,7.5
Pulau Pinang,perinatal,2008-01-01,170,7.4
Pulau Pinang,perinatal,2009-01-01,171,7.5
Pulau Pinang,perinatal,2010-01-01,159,7.5
Pulau Pinang,perinatal,2011-01-01,187,8.3
Pulau Pinang,perinatal,2012-01-01,172,7.2
Pulau Pinang,perinatal,2013-01-01,150,6.9
Pulau Pinang,perinatal,2014-01-01,144,6.3
Pulau Pinang,perinatal,2015-01-01,182,8.1
Pulau Pinang,perinatal,2016-01-01,205,9.4
Pulau Pinang,perinatal,2017-01-01,169,7.8
Pulau Pinang,perinatal,2018-01-01,191,9.2
Pulau Pinang,perinatal,2019-01-01,175,8.6
Pulau Pinang,perinatal,2020-01-01,154,7.8
Pulau Pinang,perinatal,2021-01-01,149,8.0
Pulau Pinang,perinatal,2022-01-01,144,8.1
Pulau Pinang,perinatal,2023-01-01,132,6.7
Pulau Pinang,perinatal,2024-01-01,130,7.1
Pulau Pinang,neonatal,2000-01-01,122,4.5
Pulau Pinang,neonatal,2001-01-01,99,4.0
Pulau Pinang,neonatal,2002-01-01,116,4.7
Pulau Pinang,neonatal,2003-01-01,102,4.3
Pulau Pinang,neonatal,2004-01-01,112,4.9
Pulau Pinang,neonatal,2005-01-01,92,4.1
Pulau Pinang,neonatal,2006-01-01,101,4.6
Pulau Pinang,neonatal,2007-01-01,86,3.8
Pulau Pinang,neonatal,2008-01-01,84,3.7
Pulau Pinang,neonatal,2009-01-01,99,4.3
Pulau Pinang,neonatal,2010-01-01,98,4.6
Pulau Pinang,neonatal,2011-01-01,110,4.9
Pulau Pinang,neonatal,2012-01-01,105,4.4
Pulau Pinang,neonatal,2013-01-01,85,4.0
Pulau Pinang,neonatal,2014-01-01,80,3.5
Pulau Pinang,neonatal,2015-01-01,103,4.6
Pulau Pinang,neonatal,2016-01-01,101,4.6
Pulau Pinang,neonatal,2017-01-01,83,3.9
Pulau Pinang,neonatal,2018-01-01,89,4.3
Pulau Pinang,neonatal,2019-01-01,80,4.0
Pulau Pinang,neonatal,2020-01-01,70,3.6
Pulau Pinang,neonatal,2021-01-01,66,3.6
Pulau Pinang,neonatal,2022-01-01,63,3.6
Pulau Pinang,neonatal,2023-01-01,70,3.6
Pulau Pinang,neonatal,2024-01-01,67,3.7
Pulau Pinang,infant,2000-01-01,192,7.0
Pulau Pinang,infant,2001-01-01,160,6.5
Pulau Pinang,infant,2002-01-01,200,8.1
Pulau Pinang,infant,2003-01-01,149,6.3
Pulau Pinang,infant,2004-01-01,185,8.1
Pulau Pinang,infant,2005-01-01,144,6.4
Pulau Pinang,infant,2006-01-01,163,7.4
Pulau Pinang,infant,2007-01-01,129,5.8
Pulau Pinang,infant,2008-01-01,137,6.0
Pulau Pinang,infant,2009-01-01,145,6.4
Pulau Pinang,infant,2010-01-01,145,6.8
Pulau Pinang,infant,2011-01-01,161,7.2
Pulau Pinang,infant,2012-01-01,156,6.6
Pulau Pinang,infant,2013-01-01,130,6.0
Pulau Pinang,infant,2014-01-01,128,5.6
Pulau Pinang,infant,2015-01-01,140,6.3
Pulau Pinang,infant,2016-01-01,141,6.5
Pulau Pinang,infant,2017-01-01,125,5.8
Pulau Pinang,infant,2018-01-01,133,6.4
Pulau Pinang,infant,2019-01-01,112,5.5
Pulau Pinang,infant,2020-01-01,102,5.2
Pulau Pinang,infant,2021-01-01,100,5.4
Pulau Pinang,infant,2022-01-01,102,5.8
Pulau Pinang,infant,2023-01-01,110,5.6
Pulau Pinang,infant,2024-01-01,111,6.1
Pulau Pinang,toddler,2000-01-01,38,0.3
Pulau Pinang,toddler,2001-01-01,28,0.2
Pulau Pinang,toddler,2002-01-01,36,0.3
Pulau Pinang,toddler,2003-01-01,50,0.5
Pulau Pinang,toddler,2004-01-01,46,0.4
Pulau Pinang,toddler,2005-01-01,35,0.4
Pulau Pinang,toddler,2006-01-01,32,0.3
Pulau Pinang,toddler,2007-01-01,40,0.4
Pulau Pinang,toddler,2008-01-01,27,0.3
Pulau Pinang,toddler,2009-01-01,25,0.3
Pulau Pinang,toddler,2010-01-01,34,0.4
Pulau Pinang,toddler,2011-01-01,28,0.3
Pulau Pinang,toddler,2012-01-01,28,0.3
Pulau Pinang,toddler,2013-01-01,27,0.3
Pulau Pinang,toddler,2014-01-01,32,0.4
Pulau Pinang,toddler,2015-01-01,26,0.3
Pulau Pinang,toddler,2016-01-01,33,0.4
Pulau Pinang,toddler,2017-01-01,25,0.3
Pulau Pinang,toddler,2018-01-01,25,0.3
Pulau Pinang,toddler,2019-01-01,20,0.2
Pulau Pinang,toddler,2020-01-01,20,0.2
Pulau Pinang,toddler,2021-01-01,15,0.2
Pulau Pinang,toddler,2022-01-01,23,0.3
Pulau Pinang,toddler,2023-01-01,24,0.3
Pulau Pinang,toddler,2024-01-01,19,0.2
Sabah,total,2000-01-01,57,1.2
Sabah,total,2001-01-01,121,2.5
Sabah,total,2002-01-01,160,3.5
Sabah,total,2003-01-01,149,3.4
Sabah,total,2004-01-01,147,3.2
Sabah,total,2005-01-01,177,3.8
Sabah,total,2006-01-01,165,3.6
Sabah,total,2007-01-01,184,3.9
Sabah,total,2008-01-01,230,4.6
Sabah,total,2009-01-01,251,4.8
Sabah,total,2010-01-01,273,5.0
Sabah,total,2011-01-01,255,4.6
Sabah,total,2012-01-01,244,4.2
Sabah,total,2013-01-01,267,4.7
Sabah,total,2014-01-01,740,12.9
Sabah,total,2015-01-01,766,14.0
Sabah,total,2016-01-01,377,7.2
Sabah,total,2017-01-01,652,12.4
Sabah,total,2018-01-01,671,12.7
Sabah,total,2019-01-01,516,9.7
Sabah,total,2020-01-01,610,12.3
Sabah,total,2021-01-01,499,12.0
Sabah,total,2022-01-01,522,12.0
Sabah,total,2023-01-01,494,10.6
Sabah,total,2024-01-01,509,12.1
Sabah,perinatal,2000-01-01,39,0.8
Sabah,perinatal,2001-01-01,106,2.2
Sabah,perinatal,2002-01-01,117,2.5
Sabah,perinatal,2003-01-01,98,2.2
Sabah,perinatal,2004-01-01,118,2.6
Sabah,perinatal,2005-01-01,145,3.1
Sabah,perinatal,2006-01-01,113,2.4
Sabah,perinatal,2007-01-01,145,3.1
Sabah,perinatal,2008-01-01,191,3.8
Sabah,perinatal,2009-01-01,237,4.5
Sabah,perinatal,2010-01-01,287,5.3
Sabah,perinatal,2011-01-01,272,4.9
Sabah,perinatal,2012-01-01,311,5.3
Sabah,perinatal,2013-01-01,263,4.6
Sabah,perinatal,2014-01-01,438,7.6
Sabah,perinatal,2015-01-01,478,8.7
Sabah,perinatal,2016-01-01,464,8.9
Sabah,perinatal,2017-01-01,630,11.9
Sabah,perinatal,2018-01-01,714,13.4
Sabah,perinatal,2019-01-01,450,8.4
Sabah,perinatal,2020-01-01,572,11.5
Sabah,perinatal,2021-01-01,510,12.2
Sabah,perinatal,2022-01-01,471,10.7
Sabah,perinatal,2023-01-01,466,10.0
Sabah,perinatal,2024-01-01,383,9.1
Sabah,neonatal,2000-01-01,11,0.2
Sabah,neonatal,2001-01-01,40,0.8
Sabah,neonatal,2002-01-01,53,1.1
Sabah,neonatal,2003-01-01,53,1.2
Sabah,neonatal,2004-01-01,50,1.1
Sabah,neonatal,2005-01-01,70,1.5
Sabah,neonatal,2006-01-01,64,1.4
Sabah,neonatal,2007-01-01,71,1.5
Sabah,neonatal,2008-01-01,104,2.1
Sabah,neonatal,2009-01-01,132,2.5
Sabah,neonatal,2010-01-01,142,2.6
Sabah,neonatal,2011-01-01,112,2.0
Sabah,neonatal,2012-01-01,125,2.1
Sabah,neonatal,2013-01-01,113,2.0
Sabah,neonatal,2014-01-01,308,5.4
Sabah,neonatal,2015-01-01,391,7.1
Sabah,neonatal,2016-01-01,171,3.3
Sabah,neonatal,2017-01-01,322,6.1
Sabah,neonatal,2018-01-01,335,6.3
Sabah,neonatal,2019-01-01,213,4.0
Sabah,neonatal,2020-01-01,282,5.7
Sabah,neonatal,2021-01-01,232,5.6
Sabah,neonatal,2022-01-01,227,5.2
Sabah,neonatal,2023-01-01,221,4.8
Sabah,neonatal,2024-01-01,224,5.3
Sabah,infant,2000-01-01,34,0.7
Sabah,infant,2001-01-01,85,1.7
Sabah,infant,2002-01-01,114,2.5
Sabah,infant,2003-01-01,105,2.4
Sabah,infant,2004-01-01,105,2.3
Sabah,infant,2005-01-01,128,2.7
Sabah,infant,2006-01-01,111,2.4
Sabah,infant,2007-01-01,135,2.9
Sabah,infant,2008-01-01,189,3.8
Sabah,infant,2009-01-01,211,4.0
Sabah,infant,2010-01-01,225,4.2
Sabah,infant,2011-01-01,209,3.8
Sabah,infant,2012-01-01,191,3.3
Sabah,infant,2013-01-01,206,3.6
Sabah,infant,2014-01-01,576,10.0
Sabah,infant,2015-01-01,614,11.2
Sabah,infant,2016-01-01,298,5.7
Sabah,infant,2017-01-01,502,9.6
Sabah,infant,2018-01-01,534,10.1
Sabah,infant,2019-01-01,401,7.6
Sabah,infant,2020-01-01,471,9.5
Sabah,infant,2021-01-01,374,9.0
Sabah,infant,2022-01-01,392,9.0
Sabah,infant,2023-01-01,382,8.2
Sabah,infant,2024-01-01,405,9.6
Sabah,toddler,2000-01-01,23,0.1
Sabah,toddler,2001-01-01,36,0.1
Sabah,toddler,2002-01-01,46,0.2
Sabah,toddler,2003-01-01,44,0.2
Sabah,toddler,2004-01-01,42,0.2
Sabah,toddler,2005-01-01,49,0.2
Sabah,toddler,2006-01-01,54,0.2
Sabah,toddler,2007-01-01,49,0.2
Sabah,toddler,2008-01-01,41,0.2
Sabah,toddler,2009-01-01,40,0.2
Sabah,toddler,2010-01-01,48,0.2
Sabah,toddler,2011-01-01,46,0.2
