date,state,parlimen,dun,poverty_absolute
2024-01-01,Pahang,P.082 Indera Mahkota,N.12 Beserah,3.2
2019-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,2.2
2022-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,2.3
2024-01-01,Pahang,P.082 Indera Mahkota,N.13 Semambu,4.6
2019-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,0.0
2022-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,1.5
2024-01-01,Pahang,P.083 Kuantan,N.14 Teruntum,5.7
2019-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,2.3
2022-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,8.9
2024-01-01,Pahang,P.083 Kuantan,N.15 Tanjung Lumpur,1.9
2019-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,0.6
2022-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,9.3
2024-01-01,Pahang,P.083 Kuantan,N.16 Inderapura,5.5
2019-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,7.0
2022-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,1.4
2024-01-01,Pahang,P.084 Paya Besar,N.17 Sungai Lembing,0.0
2019-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,0.0
2022-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,5.6
2024-01-01,Pahang,P.084 Paya Besar,N.18 Lepar,1.5
2019-01-01,Pahang,P.084 Paya Besar,N.19 Panching,0.0
2022-01-01,Pahang,P.084 Paya Besar,N.19 Panching,2.1
2024-01-01,Pahang,P.084 Paya Besar,N.19 Panching,5.2
2019-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,6.5
2022-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,2.9
2024-01-01,Pahang,P.085 Pekan,N.20 Pulau Manis,7.1
2019-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,5.2
2022-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,11.1
2024-01-01,Pahang,P.085 Pekan,N.21 Peramu Jaya,9.7
2019-01-01,Pahang,P.085 Pekan,N.22 Bebar,12.6
2022-01-01,Pahang,P.085 Pekan,N.22 Bebar,16.7
2024-01-01,Pahang,P.085 Pekan,N.22 Bebar,14.8
2019-01-01,Pahang,P.085 Pekan,N.23 Chini,4.5
2022-01-01,Pahang,P.085 Pekan,N.23 Chini,10.9
2024-01-01,Pahang,P.085 Pekan,N.23 Chini,6.5
2019-01-01,Pahang,P.086 Maran,N.24 Luit,10.4
2022-01-01,Pahang,P.086 Maran,N.24 Luit,4.3
2024-01-01,Pahang,P.086 Maran,N.24 Luit,9.7
2019-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,3.9
2022-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,15.3
2024-01-01,Pahang,P.086 Maran,N.25 Kuala Sentul,12.5
2019-01-01,Pahang,P.086 Maran,N.26 Chenor,10.9
2022-01-01,Pahang,P.086 Maran,N.26 Chenor,12.5
2024-01-01,Pahang,P.086 Maran,N.26 Chenor,2.1
2019-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,2.2
2022-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,13.3
2024-01-01,Pahang,P.087 Kuala Krau,N.27 Jenderak,20.8
2019-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,25.0
2022-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,3.3
2024-01-01,Pahang,P.087 Kuala Krau,N.28 Kerdau,0.0
2019-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,4.0
2022-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,5.6
2024-01-01,Pahang,P.087 Kuala Krau,N.29 Jengka,7.1
2019-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,5.9
2022-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,8.8
2024-01-01,Pahang,P.088 Temerloh,N.30 Mentakab,5.4
2019-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,7.2
2022-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,4.4
2024-01-01,Pahang,P.088 Temerloh,N.31 Lanchang,7.2
2019-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,5.6
2022-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,5.6
2024-01-01,Pahang,P.088 Temerloh,N.32 Kuala Semantan,3.3
2019-01-01,Pahang,P.089 Bentong,N.33 Bilut,2.1
2022-01-01,Pahang,P.089 Bentong,N.33 Bilut,6.4
2024-01-01,Pahang,P.089 Bentong,N.33 Bilut,1.2
2019-01-01,Pahang,P.089 Bentong,N.34 Ketari,4.9
2022-01-01,Pahang,P.089 Bentong,N.34 Ketari,0.0
2024-01-01,Pahang,P.089 Bentong,N.34 Ketari,0.0
2019-01-01,Pahang,P.089 Bentong,N.35 Sabai,1.9
2022-01-01,Pahang,P.089 Bentong,N.35 Sabai,5.4
2024-01-01,Pahang,P.089 Bentong,N.35 Sabai,3.2
2019-01-01,Pahang,P.089 Bentong,N.36 Pelangai,0.0
2022-01-01,Pahang,P.089 Bentong,N.36 Pelangai,0.0
2024-01-01,Pahang,P.089 Bentong,N.36 Pelangai,6.5
2019-01-01,Pahang,P.090 Bera,N.37 Guai,2.4
2022-01-01,Pahang,P.090 Bera,N.37 Guai,13.9
2024-01-01,Pahang,P.090 Bera,N.37 Guai,7.3
2019-01-01,Pahang,P.090 Bera,N.38 Triang,3.6
2022-01-01,Pahang,P.090 Bera,N.38 Triang,9.1
2024-01-01,Pahang,P.090 Bera,N.38 Triang,6.5
2019-01-01,Pahang,P.090 Bera,N.39 Kemayan,1.4
2022-01-01,Pahang,P.090 Bera,N.39 Kemayan,1.1
2024-01-01,Pahang,P.090 Bera,N.39 Kemayan,15.2
2019-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,7.3
2022-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,8.2
2024-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,6.4
2019-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,8.5
2022-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,12.6
2024-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,8.4
2019-01-01,Pahang,P.091 Rompin,N.42 Tioman,4.8
2022-01-01,Pahang,P.091 Rompin,N.42 Tioman,14.1
2024-01-01,Pahang,P.091 Rompin,N.42 Tioman,9.2
2019-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,2.3
2022-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,3.1
2024-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,0.0
2019-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,11.5
2022-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,8.8
2024-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,0.0
2019-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,1.9
2022-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,4.7
2024-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,5.0
2019-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,4.1
2022-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,2.3
2024-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,4.7
2019-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,0.0
2022-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,0.0
2024-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,0.0
2019-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,0.0
2022-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,3.5
2024-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,0.0
2019-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,2.3
2022-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,0.9
2024-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,0.6
2019-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,4.9
2022-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,3.1
2024-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,2.9
2019-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,9.6
2022-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,3.4
2024-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,0.0
2019-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,8.7
2022-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,4.9
2024-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,3.3
2019-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,0.9
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,2.7
2024-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,1.3
2019-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,0.0
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,2.0
2024-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,2.0
2019-01-01,Selangor,P.097 Selayang,N.13 Kuang,0.8
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,2.6
2024-01-01,Selangor,P.097 Selayang,N.13 Kuang,0.0
2019-01-01,Selangor,P.097 Selayang,N.14 Rawang,0.6
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,3.8
2024-01-01,Selangor,P.097 Selayang,N.14 Rawang,4.2
2019-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,0.6
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,4.5
2024-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,3.2
2019-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,1.7
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,0.0
2024-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,1.9
2019-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,0.0
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,3.4
2024-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,1.4
2019-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,0.0
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,0.0
2024-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,0.0
2019-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,0.6
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,0.0
2024-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,0.0
2019-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,1.5
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,0.7
2024-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,0.0
2019-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,0.0
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,0.6
2024-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,0.0
2019-01-01,Selangor,P.100 Pandan,N.22 Teratai,0.5
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,0.7
2024-01-01,Selangor,P.100 Pandan,N.22 Teratai,0.0
2019-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,0.1
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,0.0
2024-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,0.1
2019-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,1.4
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,0.4
2024-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,0.0
2019-01-01,Selangor,P.102 Bangi,N.25 Kajang,0.4
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,0.3
2024-01-01,Selangor,P.102 Bangi,N.25 Kajang,0.0
2019-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,0.3
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,2.1
2024-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,0.0
2019-01-01,Selangor,P.102 Bangi,N.27 Balakong,0.4
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,0.3
2024-01-01,Selangor,P.102 Bangi,N.27 Balakong,0.0
2019-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,0.0
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,0.6
2024-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,1.1
2019-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,3.1
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,3.0
2024-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,0.5
2019-01-01,Selangor,P.104 Subang,N.30 Kinrara,0.3
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,1.1
2024-01-01,Selangor,P.104 Subang,N.30 Kinrara,0.0
2019-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,0.4
2022-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,1.5
2024-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,0.6
2019-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,1.5
2022-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,1.0
2024-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,0.0
2019-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,1.0
2022-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,0.0
2024-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,0.0
2019-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,0.0
2022-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,2.2
2024-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,0.0
2019-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,0.0
2022-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,0.0
2024-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,4.7
2019-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,0.6
2022-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,0.8
2024-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,0.0
2019-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,0.6
2022-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,1.0
2024-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,2.0
2019-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,1.8
2022-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,5.0
2024-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,2.6
2019-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,1.5
2022-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,1.5
2024-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,1.5
2019-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,0.4
2022-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,1.7
2024-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,1.5
2019-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,0.0
2022-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,2.2
2024-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,0.0
2019-01-01,Selangor,P.109 Kapar,N.42 Meru,2.0
2022-01-01,Selangor,P.109 Kapar,N.42 Meru,3.0
2024-01-01,Selangor,P.109 Kapar,N.42 Meru,0.0
2019-01-01,Selangor,P.109 Kapar,N.43 Sementa,4.6
2022-01-01,Selangor,P.109 Kapar,N.43 Sementa,3.3
2024-01-01,Selangor,P.109 Kapar,N.43 Sementa,1.2
2019-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,1.3
2022-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,0.3
2024-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,2.9
2019-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,0.9
2022-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,1.3
2024-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,0.0
2019-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,2.2
2022-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,2.7
2024-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,0.0
2019-01-01,Selangor,P.110 Klang,N.47 Pandamaran,0.8
2022-01-01,Selangor,P.110 Klang,N.47 Pandamaran,1.0
2024-01-01,Selangor,P.110 Klang,N.47 Pandamaran,0.0
2019-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,0.8
2022-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,3.1
2024-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,3.3
2019-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,0.0
2022-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,1.6
2024-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,0.8
2019-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,3.6
2022-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,2.8
2024-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,2.2
2019-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,3.2
2022-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,0.6
2024-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,0.9
2019-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,3.9
2022-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,0.0
2024-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,0.0
2019-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,0.6
2022-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,0.0
2024-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,0.0
2019-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,0.0
2022-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,0.0
2024-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,0.0
2019-01-01,Selangor,P.113 Sepang,N.55 Dengkil,0.7
2022-01-01,Selangor,P.113 Sepang,N.55 Dengkil,0.0
2024-01-01,Selangor,P.113 Sepang,N.55 Dengkil,0.1
2019-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,1.0
2022-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,0.0
2024-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,0.0
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,4.4
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,12.7
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,6.3
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,4.3
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,6.3
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,8.7
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,10.3
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,3.5
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,3.4
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,6.3
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,2.6
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,5.6
2019-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,6.7
2022-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,6.5
2024-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,8.0
2019-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,6.1
2022-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,4.4
2024-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,8.3
2019-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,11.2
2022-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,18.6
2024-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,11.9
2019-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,2.6
2022-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,8.3
2024-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,6.1
2019-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,2.0
2022-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,1.3
2024-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,2.8
2019-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,4.3
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,5.0
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,3.5
2019-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,8.5
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,2.8
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,3.6
2019-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,0.0
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,6.3
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,0.0
2019-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,3.4
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,1.5
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,0.0
2019-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,4.5
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,1.8
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,0.0
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,11.7
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,10.2
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,8.0
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,7.1
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,7.3
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,0.0
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,12.9
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,3.5
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,4.0
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,4.2
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,4.5
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,6.1
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,7.3
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,7.3
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,9.4
2019-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,0.6
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,1.4
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,4.2
2019-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,1.8
2022-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,1.9
2024-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,2.0
2019-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,0.0
2022-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,0.0
2024-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,2.8
2019-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,1.8
2022-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,5.1
2024-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,2.5
2019-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,3.7
2022-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,0.0
2024-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,3.8
2019-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,2.3
2022-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,2.0
2024-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,4.3
2019-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,5.8
2022-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,0.8
2024-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,2.3
2019-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,6.6
2022-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,8.1
2024-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,3.1
2019-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,5.5
2022-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,7.4
2024-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,3.2
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,2.2
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,2.2
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,7.1
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,4.8
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,4.1
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,4.2
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,1.9
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,4.7
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,4.1
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,3.9
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,4.3
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,3.4
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,7.1
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,8.9
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,4.9
2019-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,5.5
2022-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,5.1
2024-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,4.3
2019-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,5.8
2022-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,7.8
2024-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,6.5
