date,state,parlimen,dun,poverty_absolute
2024-01-01,Sabah,P.181 Tenom,N.42 Melalap,10.3
2019-01-01,Sabah,P.181 Tenom,N.43 Kemabong,28.6
2022-01-01,Sabah,P.181 Tenom,N.43 Kemabong,18.8
2024-01-01,Sabah,P.181 Tenom,N.43 Kemabong,14.3
2019-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,28.4
2022-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,21.5
2024-01-01,Sabah,P.182 Pensiangan,N.44 Tulid,8.5
2019-01-01,Sabah,P.182 Pensiangan,N.45 Sook,25.0
2022-01-01,Sabah,P.182 Pensiangan,N.45 Sook,40.0
2024-01-01,Sabah,P.182 Pensiangan,N.45 Sook,14.0
2019-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,36.6
2022-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,27.0
2024-01-01,Sabah,P.182 Pensiangan,N.46 Nabawan,25.3
2019-01-01,Sabah,P.183 Beluran,N.47 Telupid,39.8
2022-01-01,Sabah,P.183 Beluran,N.47 Telupid,26.4
2024-01-01,Sabah,P.183 Beluran,N.47 Telupid,19.8
2019-01-01,Sabah,P.183 Beluran,N.48 Sugut,49.2
2022-01-01,Sabah,P.183 Beluran,N.48 Sugut,48.0
2024-01-01,Sabah,P.183 Beluran,N.48 Sugut,44.1
2019-01-01,Sabah,P.183 Beluran,N.49 Labuk,41.7
2022-01-01,Sabah,P.183 Beluran,N.49 Labuk,26.7
2024-01-01,Sabah,P.183 Beluran,N.49 Labuk,30.0
2019-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,25.7
2022-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,16.7
2024-01-01,Sabah,P.184 Libaran,N.50 Gum-Gum,24.9
2019-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,26.0
2022-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,26.1
2024-01-01,Sabah,P.184 Libaran,N.51 Sungai Manila,15.6
2019-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,16.1
2022-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,15.0
2024-01-01,Sabah,P.184 Libaran,N.52 Sungai Sibuga,9.0
2019-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,7.6
2022-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,9.8
2024-01-01,Sabah,P.185 Batu Sapi,N.53 Sekong,3.4
2019-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,22.6
2022-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,35.4
2024-01-01,Sabah,P.185 Batu Sapi,N.54 Karamunting,29.2
2019-01-01,Sabah,P.186 Sandakan,N.55 Elopura,14.2
2022-01-01,Sabah,P.186 Sandakan,N.55 Elopura,19.5
2024-01-01,Sabah,P.186 Sandakan,N.55 Elopura,13.5
2019-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,32.3
2022-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,24.3
2024-01-01,Sabah,P.186 Sandakan,N.56 Tanjong Papat,47.8
2019-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,56.6
2022-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,52.0
2024-01-01,Sabah,P.187 Kinabatangan,N.57 Kuamut,43.7
2019-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,41.2
2022-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,25.5
2024-01-01,Sabah,P.187 Kinabatangan,N.58 Lamag,25.8
2019-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,24.8
2022-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,27.6
2024-01-01,Sabah,P.187 Kinabatangan,N.59 Sukau,23.5
2019-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,18.5
2022-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,12.9
2024-01-01,Sabah,P.188 Lahad Datu,N.60 Tungku,10.3
2019-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,17.3
2022-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,25.5
2024-01-01,Sabah,P.188 Lahad Datu,N.61 Segama,16.4
2019-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,25.0
2022-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,34.6
2024-01-01,Sabah,P.188 Lahad Datu,N.62 Silam,12.0
2019-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,23.8
2022-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,25.4
2024-01-01,Sabah,P.188 Lahad Datu,N.63 Kunak,29.2
2019-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,69.8
2022-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,54.5
2024-01-01,Sabah,P.189 Semporna,N.64 Sulabayan,44.6
2019-01-01,Sabah,P.189 Semporna,N.65 Senallang,20.9
2022-01-01,Sabah,P.189 Semporna,N.65 Senallang,21.8
2024-01-01,Sabah,P.189 Semporna,N.65 Senallang,23.3
2019-01-01,Sabah,P.189 Semporna,N.66 Bugaya,31.6
2022-01-01,Sabah,P.189 Semporna,N.66 Bugaya,23.1
2024-01-01,Sabah,P.189 Semporna,N.66 Bugaya,29.4
2019-01-01,Sabah,P.190 Tawau,N.67 Balung,15.0
2022-01-01,Sabah,P.190 Tawau,N.67 Balung,14.2
2024-01-01,Sabah,P.190 Tawau,N.67 Balung,16.0
2019-01-01,Sabah,P.190 Tawau,N.68 Apas,30.0
2022-01-01,Sabah,P.190 Tawau,N.68 Apas,18.6
2024-01-01,Sabah,P.190 Tawau,N.68 Apas,20.8
2019-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,4.3
2022-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,11.3
2024-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,3.6
2019-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,10.5
2022-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,10.6
2024-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,4.9
2019-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,18.8
2022-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,15.2
2024-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,22.6
2019-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,9.0
2022-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,13.8
2024-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,9.9
2019-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,26.6
2022-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,33.0
2024-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,29.5
2019-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,8.8
2022-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,16.5
2024-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,12.2
2019-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,10.1
2022-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,7.1
2024-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,5.6
2019-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,9.3
2022-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,8.7
2024-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,7.8
2019-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,10.4
2022-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,11.1
2024-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,10.3
2019-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,14.4
2022-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,17.3
2024-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,18.5
2019-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,5.0
2022-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,12.1
2024-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,9.8
2019-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,7.5
2022-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,12.8
2024-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,9.8
2019-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,9.2
2022-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,11.5
2024-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,11.1
2019-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,4.1
2022-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,2.7
2024-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,0.0
2019-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,5.7
2022-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,9.3
2024-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,11.6
2019-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,3.5
2022-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,7.9
2024-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,4.5
2019-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,1.4
2022-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,4.5
2024-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,5.3
2019-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,4.3
2022-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,6.5
2024-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,5.1
2019-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,2.9
2022-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,5.6
2024-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,5.2
2019-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,21.4
2022-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,16.6
2024-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,20.0
2019-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,11.6
2022-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,8.9
2024-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,3.5
2019-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,3.5
2022-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,7.1
2024-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,5.4
2019-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,10.0
2022-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,8.2
2024-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,7.2
2019-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,8.1
2022-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,16.5
2024-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,6.5
2019-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,16.5
2022-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,10.8
2024-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,8.8
2019-01-01,Sarawak,P.199 Serian,N.21 Tebedu,28.6
2022-01-01,Sarawak,P.199 Serian,N.21 Tebedu,27.2
2024-01-01,Sarawak,P.199 Serian,N.21 Tebedu,20.4
2019-01-01,Sarawak,P.199 Serian,N.22 Kedup,21.7
2022-01-01,Sarawak,P.199 Serian,N.22 Kedup,20.3
2024-01-01,Sarawak,P.199 Serian,N.22 Kedup,22.1
2019-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,11.8
2022-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,15.0
2024-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,17.2
2019-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,12.8
2022-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,18.9
2024-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,2.7
2019-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,21.6
2022-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,13.6
2024-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,16.2
2019-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,16.0
2022-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,22.6
2024-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,17.6
2019-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,20.6
2022-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,20.3
2024-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,20.9
2019-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,22.4
2022-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,12.9
2024-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,10.9
2019-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,40.7
2022-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,14.9
2024-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,12.5
2019-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,19.9
2022-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,17.7
2024-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,8.5
2019-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,11.3
2022-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,7.6
2024-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,12.5
2019-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,5.3
2022-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,11.1
2024-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,5.6
2019-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,6.2
2022-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,15.9
2024-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,10.3
2019-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,10.6
2022-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,14.5
2024-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,15.0
2019-01-01,Sarawak,P.204 Betong,N.35 Saribas,33.2
2022-01-01,Sarawak,P.204 Betong,N.35 Saribas,9.0
2024-01-01,Sarawak,P.204 Betong,N.35 Saribas,21.4
2019-01-01,Sarawak,P.204 Betong,N.36 Layar,11.7
2022-01-01,Sarawak,P.204 Betong,N.36 Layar,7.3
2024-01-01,Sarawak,P.204 Betong,N.36 Layar,1.4
2019-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,20.4
2022-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,8.4
2024-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,4.7
2019-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,7.5
2022-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,5.8
2024-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,5.0
2019-01-01,Sarawak,P.205 Saratok,N.39 Krian,17.7
2022-01-01,Sarawak,P.205 Saratok,N.39 Krian,6.5
2024-01-01,Sarawak,P.205 Saratok,N.39 Krian,3.2
2019-01-01,Sarawak,P.205 Saratok,N.40 Kabong,26.8
2022-01-01,Sarawak,P.205 Saratok,N.40 Kabong,11.6
2024-01-01,Sarawak,P.205 Saratok,N.40 Kabong,6.3
2019-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,12.9
2022-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,22.7
2024-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,18.2
2019-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,17.6
2022-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,39.0
2024-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,25.2
2019-01-01,Sarawak,P.207 Igan,N.43 Daro,19.5
2022-01-01,Sarawak,P.207 Igan,N.43 Daro,24.6
2024-01-01,Sarawak,P.207 Igan,N.43 Daro,27.0
2019-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,23.8
2022-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,22.8
2024-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,8.3
2019-01-01,Sarawak,P.208 Sarikei,N.45 Repok,6.3
2022-01-01,Sarawak,P.208 Sarikei,N.45 Repok,17.6
2024-01-01,Sarawak,P.208 Sarikei,N.45 Repok,16.3
2019-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,13.5
2022-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,16.5
2024-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,17.0
2019-01-01,Sarawak,P.209 Julau,N.47 Pakan,20.2
2022-01-01,Sarawak,P.209 Julau,N.47 Pakan,18.8
2024-01-01,Sarawak,P.209 Julau,N.47 Pakan,16.6
2019-01-01,Sarawak,P.209 Julau,N.48 Meluan,13.8
2022-01-01,Sarawak,P.209 Julau,N.48 Meluan,27.7
2024-01-01,Sarawak,P.209 Julau,N.48 Meluan,26.6
2019-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,32.9
2022-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,23.4
2024-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,50.0
2019-01-01,Sarawak,P.210 Kanowit,N.50 Machan,15.1
2022-01-01,Sarawak,P.210 Kanowit,N.50 Machan,26.4
2024-01-01,Sarawak,P.210 Kanowit,N.50 Machan,18.6
2019-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,13.5
2022-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,13.4
2024-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,11.9
2019-01-01,Sarawak,P.211 Lanang,N.52 Dudong,8.8
2022-01-01,Sarawak,P.211 Lanang,N.52 Dudong,14.2
2024-01-01,Sarawak,P.211 Lanang,N.52 Dudong,10.7
2019-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,15.6
2022-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,17.0
2024-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,0.0
2019-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,0.5
2022-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,2.0
2024-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,2.5
2019-01-01,Sarawak,P.212 Sibu,N.55 Nangka,3.9
2022-01-01,Sarawak,P.212 Sibu,N.55 Nangka,7.4
2024-01-01,Sarawak,P.212 Sibu,N.55 Nangka,2.7
2019-01-01,Sarawak,P.213 Mukah,N.56 Dalat,11.6
2022-01-01,Sarawak,P.213 Mukah,N.56 Dalat,6.7
2024-01-01,Sarawak,P.213 Mukah,N.56 Dalat,11.5
2019-01-01,Sarawak,P.213 Mukah,N.57 Tellian,7.9
2022-01-01,Sarawak,P.213 Mukah,N.57 Tellian,15.2
2024-01-01,Sarawak,P.213 Mukah,N.57 Tellian,6.8
2019-01-01,Sarawak,P.213 Mukah,N.58 Balingian,15.3
2022-01-01,Sarawak,P.213 Mukah,N.58 Balingian,15.1
2024-01-01,Sarawak,P.213 Mukah,N.58 Balingian,18.2
2019-01-01,Sarawak,P.214 Selangau,N.59 Tamin,17.4
2022-01-01,Sarawak,P.214 Selangau,N.59 Tamin,19.3
2024-01-01,Sarawak,P.214 Selangau,N.59 Tamin,13.6
2019-01-01,Sarawak,P.214 Selangau,N.60 Kakus,6.5
2022-01-01,Sarawak,P.214 Selangau,N.60 Kakus,7.7
2024-01-01,Sarawak,P.214 Selangau,N.60 Kakus,2.8
2019-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,4.1
2022-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,13.5
2024-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,18.7
2019-01-01,Sarawak,P.215 Kapit,N.62 Katibas,6.0
2022-01-01,Sarawak,P.215 Kapit,N.62 Katibas,15.8
2024-01-01,Sarawak,P.215 Kapit,N.62 Katibas,9.5
2019-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3.8
2022-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,24.1
2024-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,15.1
2019-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,8.4
2022-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,8.0
2024-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,5.0
2019-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,5.6
2022-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,27.6
2024-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,17.3
2019-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,5.5
2022-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,9.2
2024-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,5.6
2019-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,10.9
2022-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,7.7
2024-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,7.6
2019-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,0.0
2022-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,1.8
2024-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,0.5
2019-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,4.3
2022-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,4.1
2024-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,3.2
2019-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,0.2
2022-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,3.7
2024-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,4.5
2019-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,3.4
2022-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,7.3
2024-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,3.0
2019-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,9.0
2022-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,6.7
2024-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,6.1
2019-01-01,Sarawak,P.219 Miri,N.73 Piasau,3.1
2022-01-01,Sarawak,P.219 Miri,N.73 Piasau,5.3
2024-01-01,Sarawak,P.219 Miri,N.73 Piasau,2.7
2019-01-01,Sarawak,P.219 Miri,N.74 Pujut,2.7
2022-01-01,Sarawak,P.219 Miri,N.74 Pujut,6.9
2024-01-01,Sarawak,P.219 Miri,N.74 Pujut,4.8
2019-01-01,Sarawak,P.219 Miri,N.75 Senadin,4.8
2022-01-01,Sarawak,P.219 Miri,N.75 Senadin,6.7
2024-01-01,Sarawak,P.219 Miri,N.75 Senadin,3.2
2019-01-01,Sarawak,P.220 Baram,N.76 Marudi,12.1
2022-01-01,Sarawak,P.220 Baram,N.76 Marudi,11.7
2024-01-01,Sarawak,P.220 Baram,N.76 Marudi,5.4
2019-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,14.3
2022-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,6.3
2024-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,1.3
2019-01-01,Sarawak,P.220 Baram,N.78 Mulu,22.7
2022-01-01,Sarawak,P.220 Baram,N.78 Mulu,12.7
2024-01-01,Sarawak,P.220 Baram,N.78 Mulu,7.1
2019-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,10.4
2022-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,9.6
2024-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,14.5
2019-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,14.8
2022-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,23.9
2024-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,14.3
2019-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,23.1
2022-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,25.5
2024-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,28.8
2019-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,12.2
2022-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,13.4
2024-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,8.7
