date,state,branch,category,cases
2022-01-01,Kedah,Langkawi,Sivil,6
2022-01-01,Kedah,Langkawi,Syariah,30
2022-01-01,Kelantan,Gua Musang,Jenayah,2
2022-01-01,Kelantan,Gua Musang,Syariah,21
2022-01-01,Kelantan,Kelantan,Jenayah,12
2022-01-01,Kelantan,Kelantan,Sivil,43
2022-01-01,Kelantan,Kelantan,Syariah,179
2022-01-01,Melaka,Melaka,Jenayah,1
2022-01-01,Melaka,Melaka,Sivil,43
2022-01-01,Melaka,Melaka,Syariah,66
2022-01-01,Negeri Sembilan,Negeri Sembilan,Jenayah,1
2022-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,35
2022-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,39
2022-01-01,Pahang,Pahang,Jenayah,1
2022-01-01,Pahang,Pahang,Sivil,18
2022-01-01,Pahang,Pahang,Syariah,58
2022-01-01,Pahang,Raub,Jenayah,3
2022-01-01,Pahang,Raub,Sivil,7
2022-01-01,Pahang,Raub,Syariah,19
2022-01-01,Perak,Perak,Jenayah,1
2022-01-01,Perak,Perak,Sivil,126
2022-01-01,Perak,Perak,Syariah,53
2022-01-01,Perak,Taiping,Sivil,43
2022-01-01,Perak,Taiping,Syariah,21
2022-01-01,Perlis,Perlis,Jenayah,3
2022-01-01,Perlis,Perlis,Sivil,20
2022-01-01,Perlis,Perlis,Syariah,30
2022-01-01,Pulau Pinang,Pulau Pinang,Jenayah,26
2022-01-01,Pulau Pinang,Pulau Pinang,Sivil,69
2022-01-01,Pulau Pinang,Pulau Pinang,Syariah,40
2022-01-01,Sarawak,Miri,Jenayah,1
2022-01-01,Sarawak,Miri,Sivil,42
2022-01-01,Sarawak,Miri,Syariah,25
2022-01-01,Sarawak,Sarawak,Jenayah,5
2022-01-01,Sarawak,Sarawak,Sivil,113
2022-01-01,Sarawak,Sarawak,Syariah,65
2022-01-01,Sarawak,Sibu,Sivil,36
2022-01-01,Sarawak,Sibu,Syariah,11
2022-01-01,Selangor,Selangor,Jenayah,18
2022-01-01,Selangor,Selangor,Sivil,178
2022-01-01,Selangor,Selangor,Syariah,180
2022-01-01,Terengganu,Terengganu,Jenayah,2
2022-01-01,Terengganu,Terengganu,Sivil,6
2022-01-01,Terengganu,Terengganu,Syariah,98
2022-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,18
2022-01-01,W.P. Labuan,Labuan,Syariah,31
2022-01-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,1
2022-01-01,W.P. Putrajaya,Ibu Pejabat,Sivil,33
2022-02-01,Johor,Johor,Jenayah,16
2022-02-01,Johor,Johor,Sivil,106
2022-02-01,Johor,Johor,Syariah,254
2022-02-01,Johor,Muar,Jenayah,4
2022-02-01,Johor,Muar,Sivil,20
2022-02-01,Johor,Muar,Syariah,59
2022-02-01,Kedah,Kedah,Jenayah,3
2022-02-01,Kedah,Kedah,Sivil,10
2022-02-01,Kedah,Kedah,Syariah,77
2022-02-01,Kedah,Langkawi,Jenayah,1
2022-02-01,Kedah,Langkawi,Sivil,6
2022-02-01,Kedah,Langkawi,Syariah,20
2022-02-01,Kelantan,Gua Musang,Sivil,2
2022-02-01,Kelantan,Gua Musang,Syariah,21
2022-02-01,Kelantan,Kelantan,Jenayah,14
2022-02-01,Kelantan,Kelantan,Sivil,25
2022-02-01,Kelantan,Kelantan,Syariah,157
2022-02-01,Melaka,Melaka,Jenayah,2
2022-02-01,Melaka,Melaka,Sivil,20
2022-02-01,Melaka,Melaka,Syariah,55
2022-02-01,Negeri Sembilan,Negeri Sembilan,Jenayah,4
2022-02-01,Negeri Sembilan,Negeri Sembilan,Sivil,35
2022-02-01,Negeri Sembilan,Negeri Sembilan,Syariah,26
2022-02-01,Pahang,Pahang,Sivil,13
2022-02-01,Pahang,Pahang,Syariah,48
2022-02-01,Pahang,Raub,Sivil,4
2022-02-01,Pahang,Raub,Syariah,20
2022-02-01,Perak,Perak,Jenayah,1
2022-02-01,Perak,Perak,Sivil,106
2022-02-01,Perak,Perak,Syariah,90
2022-02-01,Perak,Taiping,Jenayah,1
2022-02-01,Perak,Taiping,Sivil,19
2022-02-01,Perak,Taiping,Syariah,20
2022-02-01,Perlis,Perlis,Jenayah,3
2022-02-01,Perlis,Perlis,Sivil,21
2022-02-01,Perlis,Perlis,Syariah,32
2022-02-01,Pulau Pinang,Pulau Pinang,Jenayah,17
2022-02-01,Pulau Pinang,Pulau Pinang,Sivil,68
2022-02-01,Pulau Pinang,Pulau Pinang,Syariah,53
2022-02-01,Sarawak,Miri,Sivil,25
2022-02-01,Sarawak,Miri,Syariah,1
2022-02-01,Sarawak,Sarawak,Jenayah,6
2022-02-01,Sarawak,Sarawak,Sivil,98
2022-02-01,Sarawak,Sarawak,Syariah,55
2022-02-01,Sarawak,Sibu,Sivil,41
2022-02-01,Sarawak,Sibu,Syariah,20
2022-02-01,Selangor,Selangor,Jenayah,10
2022-02-01,Selangor,Selangor,Sivil,138
2022-02-01,Selangor,Selangor,Syariah,113
2022-02-01,Terengganu,Terengganu,Sivil,11
2022-02-01,Terengganu,Terengganu,Syariah,86
2022-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,2
2022-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,5
2022-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,14
2022-02-01,W.P. Labuan,Labuan,Syariah,31
2022-02-01,W.P. Putrajaya,Ibu Pejabat,Sivil,22
2022-02-01,W.P. Putrajaya,Ibu Pejabat,Syariah,1
2022-03-01,Johor,Johor,Jenayah,8
2022-03-01,Johor,Johor,Sivil,187
2022-03-01,Johor,Johor,Syariah,299
2022-03-01,Johor,Muar,Jenayah,1
2022-03-01,Johor,Muar,Sivil,41
2022-03-01,Johor,Muar,Syariah,41
2022-03-01,Kedah,Kedah,Jenayah,4
2022-03-01,Kedah,Kedah,Sivil,35
2022-03-01,Kedah,Kedah,Syariah,113
2022-03-01,Kedah,Langkawi,Jenayah,1
2022-03-01,Kedah,Langkawi,Sivil,5
2022-03-01,Kedah,Langkawi,Syariah,23
2022-03-01,Kelantan,Gua Musang,Sivil,1
2022-03-01,Kelantan,Gua Musang,Syariah,20
2022-03-01,Kelantan,Kelantan,Jenayah,7
2022-03-01,Kelantan,Kelantan,Sivil,25
2022-03-01,Kelantan,Kelantan,Syariah,187
2022-03-01,Melaka,Melaka,Jenayah,3
2022-03-01,Melaka,Melaka,Sivil,32
2022-03-01,Melaka,Melaka,Syariah,45
2022-03-01,Negeri Sembilan,Negeri Sembilan,Jenayah,4
2022-03-01,Negeri Sembilan,Negeri Sembilan,Sivil,37
2022-03-01,Negeri Sembilan,Negeri Sembilan,Syariah,45
2022-03-01,Pahang,Pahang,Jenayah,4
2022-03-01,Pahang,Pahang,Sivil,20
2022-03-01,Pahang,Pahang,Syariah,101
2022-03-01,Pahang,Raub,Sivil,6
2022-03-01,Pahang,Raub,Syariah,33
2022-03-01,Perak,Perak,Sivil,147
2022-03-01,Perak,Perak,Syariah,120
2022-03-01,Perak,Taiping,Jenayah,1
2022-03-01,Perak,Taiping,Sivil,37
2022-03-01,Perak,Taiping,Syariah,21
2022-03-01,Perlis,Perlis,Jenayah,39
2022-03-01,Perlis,Perlis,Sivil,16
2022-03-01,Perlis,Perlis,Syariah,15
2022-03-01,Pulau Pinang,Pulau Pinang,Jenayah,39
2022-03-01,Pulau Pinang,Pulau Pinang,Sivil,93
2022-03-01,Pulau Pinang,Pulau Pinang,Syariah,65
2022-03-01,Sarawak,Miri,Jenayah,2
2022-03-01,Sarawak,Miri,Sivil,29
2022-03-01,Sarawak,Miri,Syariah,14
2022-03-01,Sarawak,Sarawak,Jenayah,6
2022-03-01,Sarawak,Sarawak,Sivil,123
2022-03-01,Sarawak,Sarawak,Syariah,54
2022-03-01,Sarawak,Sibu,Sivil,37
2022-03-01,Sarawak,Sibu,Syariah,16
2022-03-01,Selangor,Selangor,Jenayah,15
2022-03-01,Selangor,Selangor,Sivil,228
2022-03-01,Selangor,Selangor,Syariah,190
2022-03-01,Terengganu,Terengganu,Jenayah,6
2022-03-01,Terengganu,Terengganu,Sivil,11
2022-03-01,Terengganu,Terengganu,Syariah,101
2022-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,13
2022-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,25
2022-03-01,W.P. Labuan,Labuan,Syariah,36
2022-03-01,W.P. Putrajaya,Ibu Pejabat,Sivil,32
2022-03-01,W.P. Putrajaya,Ibu Pejabat,Syariah,1
2022-04-01,Johor,Johor,Jenayah,3
2022-04-01,Johor,Johor,Sivil,162
2022-04-01,Johor,Johor,Syariah,230
2022-04-01,Johor,Muar,Jenayah,4
2022-04-01,Johor,Muar,Sivil,39
2022-04-01,Johor,Muar,Syariah,53
2022-04-01,Kedah,Kedah,Jenayah,3
2022-04-01,Kedah,Kedah,Sivil,37
2022-04-01,Kedah,Kedah,Syariah,98
2022-04-01,Kedah,Langkawi,Sivil,6
2022-04-01,Kedah,Langkawi,Syariah,16
2022-04-01,Kelantan,Gua Musang,Jenayah,4
2022-04-01,Kelantan,Gua Musang,Sivil,1
2022-04-01,Kelantan,Gua Musang,Syariah,15
2022-04-01,Kelantan,Kelantan,Jenayah,11
2022-04-01,Kelantan,Kelantan,Sivil,30
2022-04-01,Kelantan,Kelantan,Syariah,102
2022-04-01,Melaka,Melaka,Jenayah,2
2022-04-01,Melaka,Melaka,Sivil,36
2022-04-01,Melaka,Melaka,Syariah,46
2022-04-01,Negeri Sembilan,Negeri Sembilan,Jenayah,2
2022-04-01,Negeri Sembilan,Negeri Sembilan,Sivil,54
2022-04-01,Negeri Sembilan,Negeri Sembilan,Syariah,45
2022-04-01,Pahang,Pahang,Jenayah,72
2022-04-01,Pahang,Pahang,Sivil,13
2022-04-01,Pahang,Pahang,Syariah,44
2022-04-01,Pahang,Raub,Sivil,4
2022-04-01,Pahang,Raub,Syariah,20
2022-04-01,Perak,Perak,Jenayah,3
2022-04-01,Perak,Perak,Sivil,134
2022-04-01,Perak,Perak,Syariah,68
2022-04-01,Perak,Taiping,Jenayah,1
2022-04-01,Perak,Taiping,Sivil,39
2022-04-01,Perak,Taiping,Syariah,28
2022-04-01,Perlis,Perlis,Jenayah,9
2022-04-01,Perlis,Perlis,Sivil,22
2022-04-01,Perlis,Perlis,Syariah,35
2022-04-01,Pulau Pinang,Pulau Pinang,Jenayah,22
2022-04-01,Pulau Pinang,Pulau Pinang,Sivil,138
2022-04-01,Pulau Pinang,Pulau Pinang,Syariah,61
2022-04-01,Sarawak,Miri,Sivil,67
2022-04-01,Sarawak,Miri,Syariah,8
2022-04-01,Sarawak,Sarawak,Jenayah,2
2022-04-01,Sarawak,Sarawak,Sivil,100
2022-04-01,Sarawak,Sarawak,Syariah,30
2022-04-01,Sarawak,Sibu,Sivil,40
2022-04-01,Sarawak,Sibu,Syariah,11
2022-04-01,Selangor,Selangor,Jenayah,4
2022-04-01,Selangor,Selangor,Sivil,176
2022-04-01,Selangor,Selangor,Syariah,142
2022-04-01,Terengganu,Terengganu,Jenayah,2
2022-04-01,Terengganu,Terengganu,Sivil,7
2022-04-01,Terengganu,Terengganu,Syariah,73
2022-04-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,1
2022-04-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,129
2022-04-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,68
2022-04-01,W.P. Labuan,Labuan,Jenayah,3
2022-04-01,W.P. Labuan,Labuan,Sivil,97
2022-04-01,W.P. Labuan,Labuan,Syariah,62
2022-04-01,W.P. Putrajaya,Ibu Pejabat,Sivil,25
2022-04-01,W.P. Putrajaya,Ibu Pejabat,Syariah,4
2022-05-01,Johor,Johor,Jenayah,53
2022-05-01,Johor,Johor,Sivil,123
2022-05-01,Johor,Johor,Syariah,180
2022-05-01,Johor,Muar,Jenayah,1
2022-05-01,Johor,Muar,Sivil,11
2022-05-01,Johor,Muar,Syariah,46
2022-05-01,Kedah,Kedah,Jenayah,32
2022-05-01,Kedah,Kedah,Sivil,20
2022-05-01,Kedah,Kedah,Syariah,125
2022-05-01,Kedah,Langkawi,Jenayah,1
2022-05-01,Kedah,Langkawi,Sivil,2
2022-05-01,Kedah,Langkawi,Syariah,22
2022-05-01,Kelantan,Gua Musang,Jenayah,1
2022-05-01,Kelantan,Gua Musang,Sivil,3
2022-05-01,Kelantan,Gua Musang,Syariah,10
2022-05-01,Kelantan,Kelantan,Jenayah,6
2022-05-01,Kelantan,Kelantan,Sivil,150
2022-05-01,Kelantan,Kelantan,Syariah,66
2022-05-01,Melaka,Melaka,Jenayah,8
2022-05-01,Melaka,Melaka,Sivil,25
2022-05-01,Melaka,Melaka,Syariah,41
2022-05-01,Negeri Sembilan,Negeri Sembilan,Jenayah,53
2022-05-01,Negeri Sembilan,Negeri Sembilan,Sivil,36
2022-05-01,Negeri Sembilan,Negeri Sembilan,Syariah,42
2022-05-01,Pahang,Pahang,Sivil,13
2022-05-01,Pahang,Pahang,Syariah,45
2022-05-01,Pahang,Raub,Jenayah,1
2022-05-01,Pahang,Raub,Sivil,5
2022-05-01,Pahang,Raub,Syariah,21
2022-05-01,Perak,Perak,Jenayah,4
2022-05-01,Perak,Perak,Sivil,103
2022-05-01,Perak,Perak,Syariah,63
2022-05-01,Perak,Taiping,Sivil,13
2022-05-01,Perak,Taiping,Syariah,2
2022-05-01,Perlis,Perlis,Jenayah,23
2022-05-01,Perlis,Perlis,Sivil,15
2022-05-01,Perlis,Perlis,Syariah,2
2022-05-01,Pulau Pinang,Pulau Pinang,Jenayah,24
2022-05-01,Pulau Pinang,Pulau Pinang,Sivil,60
2022-05-01,Pulau Pinang,Pulau Pinang,Syariah,79
2022-05-01,Sarawak,Miri,Sivil,41
2022-05-01,Sarawak,Miri,Syariah,16
2022-05-01,Sarawak,Sarawak,Jenayah,4
2022-05-01,Sarawak,Sarawak,Sivil,69
2022-05-01,Sarawak,Sarawak,Syariah,44
2022-05-01,Sarawak,Sibu,Sivil,32
2022-05-01,Sarawak,Sibu,Syariah,3
2022-05-01,Selangor,Selangor,Jenayah,14
2022-05-01,Selangor,Selangor,Sivil,204
2022-05-01,Selangor,Selangor,Syariah,137
2022-05-01,Terengganu,Terengganu,Jenayah,4
2022-05-01,Terengganu,Terengganu,Sivil,14
2022-05-01,Terengganu,Terengganu,Syariah,70
2022-05-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,10
2022-05-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,135
2022-05-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,94
2022-05-01,W.P. Labuan,Labuan,Jenayah,1
2022-05-01,W.P. Labuan,Labuan,Sivil,61
2022-05-01,W.P. Labuan,Labuan,Syariah,66
2022-05-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,3
2022-05-01,W.P. Putrajaya,Ibu Pejabat,Sivil,22
2022-05-01,W.P. Putrajaya,Ibu Pejabat,Syariah,3
2022-06-01,Johor,Johor,Jenayah,36
2022-06-01,Johor,Johor,Sivil,188
2022-06-01,Johor,Johor,Syariah,203
2022-06-01,Johor,Muar,Sivil,46
2022-06-01,Johor,Muar,Syariah,61
2022-06-01,Kedah,Kedah,Jenayah,41
2022-06-01,Kedah,Kedah,Sivil,37
2022-06-01,Kedah,Kedah,Syariah,137
2022-06-01,Kedah,Langkawi,Sivil,9
2022-06-01,Kedah,Langkawi,Syariah,16
2022-06-01,Kelantan,Gua Musang,Jenayah,6
2022-06-01,Kelantan,Gua Musang,Sivil,4
2022-06-01,Kelantan,Gua Musang,Syariah,13
2022-06-01,Kelantan,Kelantan,Jenayah,144
2022-06-01,Kelantan,Kelantan,Sivil,34
2022-06-01,Kelantan,Kelantan,Syariah,223
2022-06-01,Melaka,Melaka,Jenayah,13
2022-06-01,Melaka,Melaka,Sivil,42
2022-06-01,Melaka,Melaka,Syariah,39
2022-06-01,Negeri Sembilan,Negeri Sembilan,Jenayah,2
2022-06-01,Negeri Sembilan,Negeri Sembilan,Sivil,47
2022-06-01,Negeri Sembilan,Negeri Sembilan,Syariah,40
2022-06-01,Pahang,Pahang,Jenayah,20
2022-06-01,Pahang,Pahang,Sivil,29
2022-06-01,Pahang,Pahang,Syariah,75
2022-06-01,Pahang,Raub,Jenayah,15
2022-06-01,Pahang,Raub,Sivil,15
2022-06-01,Pahang,Raub,Syariah,64
2022-06-01,Perak,Perak,Jenayah,56
2022-06-01,Perak,Perak,Sivil,144
2022-06-01,Perak,Perak,Syariah,129
2022-06-01,Perak,Taiping,Jenayah,1
2022-06-01,Perak,Taiping,Sivil,24
2022-06-01,Perak,Taiping,Syariah,15
2022-06-01,Perlis,Perlis,Jenayah,25
2022-06-01,Perlis,Perlis,Sivil,24
2022-06-01,Perlis,Perlis,Syariah,33
2022-06-01,Pulau Pinang,Pulau Pinang,Jenayah,31
2022-06-01,Pulau Pinang,Pulau Pinang,Sivil,128
2022-06-01,Pulau Pinang,Pulau Pinang,Syariah,81
2022-06-01,Sarawak,Miri,Jenayah,1
2022-06-01,Sarawak,Miri,Sivil,80
2022-06-01,Sarawak,Miri,Syariah,52
2022-06-01,Sarawak,Sarawak,Jenayah,3
2022-06-01,Sarawak,Sarawak,Sivil,121
2022-06-01,Sarawak,Sarawak,Syariah,61
2022-06-01,Sarawak,Sibu,Sivil,34
2022-06-01,Sarawak,Sibu,Syariah,27
2022-06-01,Selangor,Selangor,Jenayah,8
2022-06-01,Selangor,Selangor,Sivil,245
2022-06-01,Selangor,Selangor,Syariah,118
2022-06-01,Terengganu,Terengganu,Jenayah,15
2022-06-01,Terengganu,Terengganu,Sivil,20
2022-06-01,Terengganu,Terengganu,Syariah,121
2022-06-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,139
2022-06-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,128
2022-06-01,W.P. Labuan,Labuan,Jenayah,2
2022-06-01,W.P. Labuan,Labuan,Sivil,137
2022-06-01,W.P. Labuan,Labuan,Syariah,107
2022-06-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,2
2022-06-01,W.P. Putrajaya,Ibu Pejabat,Sivil,21
2022-07-01,Johor,Johor,Jenayah,1
2022-07-01,Johor,Johor,Sivil,153
2022-07-01,Johor,Johor,Syariah,166
2022-07-01,Johor,Muar,Jenayah,3
2022-07-01,Johor,Muar,Sivil,32
2022-07-01,Johor,Muar,Syariah,48
2022-07-01,Kedah,Kedah,Jenayah,15
2022-07-01,Kedah,Kedah,Sivil,22
2022-07-01,Kedah,Kedah,Syariah,87
2022-07-01,Kedah,Langkawi,Jenayah,30
2022-07-01,Kedah,Langkawi,Sivil,2
2022-07-01,Kedah,Langkawi,Syariah,15
2022-07-01,Kelantan,Gua Musang,Jenayah,4
2022-07-01,Kelantan,Gua Musang,Sivil,1
2022-07-01,Kelantan,Gua Musang,Syariah,16
2022-07-01,Kelantan,Kelantan,Jenayah,42
2022-07-01,Kelantan,Kelantan,Sivil,22
2022-07-01,Kelantan,Kelantan,Syariah,133
2022-07-01,Melaka,Melaka,Jenayah,14
2022-07-01,Melaka,Melaka,Sivil,36
2022-07-01,Melaka,Melaka,Syariah,35
2022-07-01,Negeri Sembilan,Negeri Sembilan,Jenayah,4
2022-07-01,Negeri Sembilan,Negeri Sembilan,Sivil,60
2022-07-01,Negeri Sembilan,Negeri Sembilan,Syariah,31
2022-07-01,Pahang,Pahang,Jenayah,22
2022-07-01,Pahang,Pahang,Sivil,12
2022-07-01,Pahang,Pahang,Syariah,93
2022-07-01,Pahang,Raub,Jenayah,1
2022-07-01,Pahang,Raub,Sivil,4
2022-07-01,Pahang,Raub,Syariah,25
2022-07-01,Perak,Perak,Jenayah,2
2022-07-01,Perak,Perak,Sivil,172
2022-07-01,Perak,Perak,Syariah,122
2022-07-01,Perak,Taiping,Jenayah,22
2022-07-01,Perak,Taiping,Sivil,38
2022-07-01,Perak,Taiping,Syariah,16
2022-07-01,Perlis,Perlis,Jenayah,45
2022-07-01,Perlis,Perlis,Sivil,21
2022-07-01,Perlis,Perlis,Syariah,37
2022-07-01,Pulau Pinang,Pulau Pinang,Jenayah,33
2022-07-01,Pulau Pinang,Pulau Pinang,Sivil,61
2022-07-01,Pulau Pinang,Pulau Pinang,Syariah,63
2022-07-01,Sarawak,Miri,Jenayah,1
2022-07-01,Sarawak,Miri,Sivil,52
2022-07-01,Sarawak,Miri,Syariah,32
2022-07-01,Sarawak,Sarawak,Jenayah,21
2022-07-01,Sarawak,Sarawak,Sivil,103
2022-07-01,Sarawak,Sarawak,Syariah,35
2022-07-01,Sarawak,Sibu,Sivil,68
2022-07-01,Sarawak,Sibu,Syariah,24
2022-07-01,Selangor,Selangor,Jenayah,34
2022-07-01,Selangor,Selangor,Sivil,272
2022-07-01,Selangor,Selangor,Syariah,116
2022-07-01,Terengganu,Terengganu,Jenayah,7
2022-07-01,Terengganu,Terengganu,Sivil,8
2022-07-01,Terengganu,Terengganu,Syariah,64
2022-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,23
2022-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,130
2022-07-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,110
2022-07-01,W.P. Labuan,Labuan,Jenayah,1
2022-07-01,W.P. Labuan,Labuan,Sivil,93
2022-07-01,W.P. Labuan,Labuan,Syariah,62
2022-07-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,8
2022-07-01,W.P. Putrajaya,Ibu Pejabat,Sivil,20
2022-07-01,W.P. Putrajaya,Ibu Pejabat,Syariah,1
2022-08-01,Johor,Johor,Jenayah,49
2022-08-01,Johor,Johor,Sivil,181
2022-08-01,Johor,Johor,Syariah,210
2022-08-01,Johor,Muar,Jenayah,2
2022-08-01,Johor,Muar,Sivil,35
2022-08-01,Johor,Muar,Syariah,50
2022-08-01,Kedah,Kedah,Jenayah,39
2022-08-01,Kedah,Kedah,Sivil,47
2022-08-01,Kedah,Kedah,Syariah,126
2022-08-01,Kedah,Langkawi,Jenayah,9
2022-08-01,Kedah,Langkawi,Sivil,11
2022-08-01,Kedah,Langkawi,Syariah,18
2022-08-01,Kelantan,Gua Musang,Jenayah,8
2022-08-01,Kelantan,Gua Musang,Sivil,4
2022-08-01,Kelantan,Gua Musang,Syariah,23
2022-08-01,Kelantan,Kelantan,Jenayah,115
2022-08-01,Kelantan,Kelantan,Sivil,37
2022-08-01,Kelantan,Kelantan,Syariah,175
2022-08-01,Melaka,Melaka,Jenayah,7
2022-08-01,Melaka,Melaka,Sivil,32
2022-08-01,Melaka,Melaka,Syariah,48
2022-08-01,Negeri Sembilan,Negeri Sembilan,Jenayah,40
2022-08-01,Negeri Sembilan,Negeri Sembilan,Sivil,46
2022-08-01,Negeri Sembilan,Negeri Sembilan,Syariah,53
2022-08-01,Pahang,Pahang,Jenayah,23
2022-08-01,Pahang,Pahang,Sivil,17
2022-08-01,Pahang,Pahang,Syariah,97
2022-08-01,Pahang,Raub,Jenayah,38
2022-08-01,Pahang,Raub,Sivil,7
2022-08-01,Pahang,Raub,Syariah,39
2022-08-01,Perak,Perak,Jenayah,7
2022-08-01,Perak,Perak,Sivil,169
2022-08-01,Perak,Perak,Syariah,160
2022-08-01,Perak,Taiping,Jenayah,34
2022-08-01,Perak,Taiping,Sivil,15
2022-08-01,Perak,Taiping,Syariah,20
2022-08-01,Perlis,Perlis,Jenayah,14
2022-08-01,Perlis,Perlis,Sivil,13
2022-08-01,Perlis,Perlis,Syariah,47
2022-08-01,Pulau Pinang,Pulau Pinang,Jenayah,30
2022-08-01,Pulau Pinang,Pulau Pinang,Sivil,67
2022-08-01,Pulau Pinang,Pulau Pinang,Syariah,67
2022-08-01,Sarawak,Miri,Sivil,65
2022-08-01,Sarawak,Miri,Syariah,22
2022-08-01,Sarawak,Sarawak,Jenayah,4
2022-08-01,Sarawak,Sarawak,Sivil,107
2022-08-01,Sarawak,Sarawak,Syariah,58
2022-08-01,Sarawak,Sibu,Sivil,30
2022-08-01,Sarawak,Sibu,Syariah,8
2022-08-01,Selangor,Selangor,Jenayah,31
2022-08-01,Selangor,Selangor,Sivil,352
2022-08-01,Selangor,Selangor,Syariah,189
2022-08-01,Terengganu,Terengganu,Jenayah,7
2022-08-01,Terengganu,Terengganu,Sivil,22
2022-08-01,Terengganu,Terengganu,Syariah,164
2022-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,33
2022-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,153
2022-08-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,95
2022-08-01,W.P. Labuan,Labuan,Jenayah,7
2022-08-01,W.P. Labuan,Labuan,Sivil,95
2022-08-01,W.P. Labuan,Labuan,Syariah,141
2022-08-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,4
2022-08-01,W.P. Putrajaya,Ibu Pejabat,Sivil,33
2022-08-01,W.P. Putrajaya,Ibu Pejabat,Syariah,4
2022-09-01,Johor,Johor,Jenayah,14
2022-09-01,Johor,Johor,Sivil,125
2022-09-01,Johor,Johor,Syariah,135
2022-09-01,Johor,Muar,Jenayah,7
2022-09-01,Johor,Muar,Sivil,38
2022-09-01,Johor,Muar,Syariah,46
2022-09-01,Kedah,Kedah,Jenayah,29
2022-09-01,Kedah,Kedah,Sivil,35
2022-09-01,Kedah,Kedah,Syariah,105
2022-09-01,Kedah,Langkawi,Jenayah,18
2022-09-01,Kedah,Langkawi,Sivil,3
2022-09-01,Kedah,Langkawi,Syariah,13
2022-09-01,Kelantan,Gua Musang,Jenayah,13
2022-09-01,Kelantan,Gua Musang,Sivil,1
2022-09-01,Kelantan,Gua Musang,Syariah,14
2022-09-01,Kelantan,Kelantan,Jenayah,6
2022-09-01,Kelantan,Kelantan,Sivil,35
2022-09-01,Kelantan,Kelantan,Syariah,175
2022-09-01,Melaka,Melaka,Jenayah,15
2022-09-01,Melaka,Melaka,Sivil,30
2022-09-01,Melaka,Melaka,Syariah,62
2022-09-01,Negeri Sembilan,Negeri Sembilan,Jenayah,36
2022-09-01,Negeri Sembilan,Negeri Sembilan,Sivil,45
2022-09-01,Negeri Sembilan,Negeri Sembilan,Syariah,30
2022-09-01,Pahang,Pahang,Jenayah,16
2022-09-01,Pahang,Pahang,Sivil,17
2022-09-01,Pahang,Pahang,Syariah,70
2022-09-01,Pahang,Raub,Jenayah,3
2022-09-01,Pahang,Raub,Sivil,11
2022-09-01,Pahang,Raub,Syariah,34
2022-09-01,Perak,Perak,Jenayah,34
2022-09-01,Perak,Perak,Sivil,141
2022-09-01,Perak,Perak,Syariah,69
2022-09-01,Perak,Taiping,Jenayah,2
2022-09-01,Perak,Taiping,Sivil,11
2022-09-01,Perak,Taiping,Syariah,20
2022-09-01,Perlis,Perlis,Jenayah,41
2022-09-01,Perlis,Perlis,Sivil,26
2022-09-01,Perlis,Perlis,Syariah,32
2022-09-01,Pulau Pinang,Pulau Pinang,Jenayah,86
2022-09-01,Pulau Pinang,Pulau Pinang,Sivil,51
2022-09-01,Pulau Pinang,Pulau Pinang,Syariah,84
2022-09-01,Sarawak,Miri,Sivil,49
2022-09-01,Sarawak,Miri,Syariah,14
2022-09-01,Sarawak,Sarawak,Jenayah,3
2022-09-01,Sarawak,Sarawak,Sivil,92
2022-09-01,Sarawak,Sarawak,Syariah,31
2022-09-01,Sarawak,Sibu,Jenayah,1
2022-09-01,Sarawak,Sibu,Sivil,41
2022-09-01,Sarawak,Sibu,Syariah,28
2022-09-01,Selangor,Selangor,Jenayah,38
2022-09-01,Selangor,Selangor,Sivil,331
2022-09-01,Selangor,Selangor,Syariah,254
