date,state,parlimen,dun,expenditure
2019-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,3333
2022-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,3480
2024-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,3676
2019-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,3022
2022-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,3396
2024-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,3501
2019-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,3123
2022-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,3675
2024-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,3857
2019-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,3533
2022-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,3693
2024-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,3969
2019-01-01,Perlis,P.001 Padang Besar,N.05 Santan,2995
2022-01-01,Perlis,P.001 Padang Besar,N.05 Santan,3694
2024-01-01,Perlis,P.001 Padang Besar,N.05 Santan,3993
2019-01-01,Perlis,P.002 Kangar,N.06 Bintong,3328
2022-01-01,Perlis,P.002 Kangar,N.06 Bintong,3670
2024-01-01,Perlis,P.002 Kangar,N.06 Bintong,3921
2019-01-01,Perlis,P.002 Kangar,N.07 Sena,4284
2022-01-01,Perlis,P.002 Kangar,N.07 Sena,4941
2024-01-01,Perlis,P.002 Kangar,N.07 Sena,4590
2019-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,4209
2022-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,4976
2024-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,5239
2019-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,3250
2022-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,3632
2024-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,3615
2019-01-01,Perlis,P.002 Kangar,N.10 Kayang,3650
2022-01-01,Perlis,P.002 Kangar,N.10 Kayang,3767
2024-01-01,Perlis,P.002 Kangar,N.10 Kayang,4165
2019-01-01,Perlis,P.003 Arau,N.11 Pauh,3696
2022-01-01,Perlis,P.003 Arau,N.11 Pauh,3719
2024-01-01,Perlis,P.003 Arau,N.11 Pauh,4348
2019-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,3493
2022-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,4137
2024-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,4851
2019-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,3216
2022-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,3770
2024-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,3859
2019-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,2769
2022-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,3427
2024-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,3322
2019-01-01,Perlis,P.003 Arau,N.15 Sanglang,2886
2022-01-01,Perlis,P.003 Arau,N.15 Sanglang,3428
2024-01-01,Perlis,P.003 Arau,N.15 Sanglang,3547
2019-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,2993
2022-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,3406
2024-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,4080
2019-01-01,Kedah,P.004 Langkawi,N.02 Kuah,3632
2022-01-01,Kedah,P.004 Langkawi,N.02 Kuah,3891
2024-01-01,Kedah,P.004 Langkawi,N.02 Kuah,4577
2019-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,2608
2022-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,3691
2024-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,4465
2019-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,2967
2022-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,3347
2024-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,4184
2019-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,3529
2022-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,3875
2024-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,4374
2019-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,4799
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,4423
2024-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,4649
2019-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,3983
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,3834
2024-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,4199
2019-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,2845
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3634
2024-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3443
2019-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,3131
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,3959
2024-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,4247
2019-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,3964
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,4219
2024-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,4968
2019-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,3554
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,4679
2024-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,5095
2019-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4171
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4281
2024-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4374
2019-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,4043
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,3007
2024-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,3387
2019-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,4117
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,4341
2024-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,4711
2019-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,5595
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,4610
2024-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,4549
2019-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,3102
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4220
2024-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4167
2019-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,4406
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,4158
2024-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,4215
2019-01-01,Kedah,P.011 Pendang,N.18 Tokai,3166
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,3818
2024-01-01,Kedah,P.011 Pendang,N.18 Tokai,4123
2019-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,2498
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3384
2024-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3672
2019-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,2503
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,3297
2024-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,3561
2019-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,2710
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,3369
2024-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,4111
2019-01-01,Kedah,P.012 Jerai,N.22 Gurun,2628
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,2928
2024-01-01,Kedah,P.012 Jerai,N.22 Gurun,3579
2019-01-01,Kedah,P.013 Sik,N.23 Belantek,2761
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,3281
2024-01-01,Kedah,P.013 Sik,N.23 Belantek,3590
2019-01-01,Kedah,P.013 Sik,N.24 Jeneri,3075
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,3760
2024-01-01,Kedah,P.013 Sik,N.24 Jeneri,3750
2019-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,3967
2022-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,4852
2024-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,4671
2019-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,2534
2022-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,2985
2024-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,3600
2019-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,2321
2022-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,3184
2024-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,3340
2019-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,3912
2022-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,3736
2024-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,3738
2019-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,3085
2022-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,3885
2024-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,3724
2019-01-01,Kedah,P.016 Baling,N.30 Bayu,2553
2022-01-01,Kedah,P.016 Baling,N.30 Bayu,2839
2024-01-01,Kedah,P.016 Baling,N.30 Bayu,2886
2019-01-01,Kedah,P.016 Baling,N.31 Kupang,2599
2022-01-01,Kedah,P.016 Baling,N.31 Kupang,2567
2024-01-01,Kedah,P.016 Baling,N.31 Kupang,2994
2019-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,2471
2022-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,2798
2024-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,3259
2019-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,2716
2022-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,3827
2024-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,4116
2019-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,3262
2022-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,3798
2024-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,4113
2019-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,3763
2022-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,3262
2024-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,3862
2019-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,2425
2022-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,2751
2024-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,3006
2019-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,2624
2022-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,3401
2024-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,3905
2019-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,2744
2022-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3989
2024-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3972
2019-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,3895
2022-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,4097
2024-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,4514
2019-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4252
2022-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,3699
2024-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4320
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,2867
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,3658
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,3614
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,3512
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,3912
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,4572
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,4108
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,3531
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,4489
2019-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,3389
2022-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,3578
2024-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,4557
2019-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,3486
2022-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,3489
2024-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,4157
2019-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,4026
2022-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,4052
2024-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,4524
2019-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,3676
2022-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,3373
2024-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,4040
2019-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,3818
2022-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,3462
2024-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,4528
2019-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3095
2022-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,2890
2024-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3362
2019-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,2924
2022-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3157
2024-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3012
2019-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,2412
2022-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,3139
2024-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,3033
2019-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,2913
2022-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3277
2024-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3701
2019-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,3776
2022-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,3022
2024-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,3907
2019-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,3712
2022-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4458
2024-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4494
2019-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,4423
2022-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,5189
2024-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,4383
2019-01-01,Kelantan,P.025 Bachok,N.20 Tawang,2912
2022-01-01,Kelantan,P.025 Bachok,N.20 Tawang,3563
2024-01-01,Kelantan,P.025 Bachok,N.20 Tawang,3546
2019-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,2785
2022-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,3193
2024-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,3567
2019-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,2567
2022-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,2927
2024-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,3624
2019-01-01,Kelantan,P.026 Ketereh,N.23 Melor,3691
2022-01-01,Kelantan,P.026 Ketereh,N.23 Melor,3997
2024-01-01,Kelantan,P.026 Ketereh,N.23 Melor,4598
2019-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,3675
2022-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,3567
2024-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,4621
2019-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,3739
2022-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,3221
2024-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,3717
2019-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,3477
2022-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,3540
2024-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,4150
2019-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,1761
2022-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,2733
2024-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,2821
2019-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,2654
2022-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,2851
2024-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,3139
2019-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,2907
2022-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,3187
2024-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,3434
2019-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,3497
2022-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,4272
2024-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,3934
2019-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,2265
2022-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,3258
2024-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,3832
2019-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,2813
2022-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,3193
2024-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,3771
2019-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,2741
2022-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,2767
2024-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,3218
2019-01-01,Kelantan,P.029 Machang,N.34 Temangan,2703
2022-01-01,Kelantan,P.029 Machang,N.34 Temangan,3450
2024-01-01,Kelantan,P.029 Machang,N.34 Temangan,3436
2019-01-01,Kelantan,P.029 Machang,N.35 Kemuning,3385
2022-01-01,Kelantan,P.029 Machang,N.35 Kemuning,3475
2024-01-01,Kelantan,P.029 Machang,N.35 Kemuning,3553
2019-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,2341
2022-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,2871
2024-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,3815
2019-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,2260
2022-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,2875
2024-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,2939
2019-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,2365
2022-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,2884
2024-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,3173
2019-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,2843
2022-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,2938
2024-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,2741
2019-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,2707
2022-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3948
2024-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3146
2019-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2126
2022-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2325
2024-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2618
2019-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,1895
2022-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,1976
2024-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,2826
2019-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,1892
2022-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,2537
2024-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,3276
2019-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,2665
2022-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,3708
2024-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,3994
2019-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,3338
2022-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,3585
2024-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,3588
2019-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,3358
2022-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,4057
2024-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,3687
2019-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,3561
2022-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,4367
2024-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,4946
2019-01-01,Terengganu,P.033 Besut,N.03 Jertih,4551
2022-01-01,Terengganu,P.033 Besut,N.03 Jertih,4018
2024-01-01,Terengganu,P.033 Besut,N.03 Jertih,3992
2019-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,3861
2022-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,4028
2024-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,4191
2019-01-01,Terengganu,P.034 Setiu,N.05 Jabi,3399
2022-01-01,Terengganu,P.034 Setiu,N.05 Jabi,4240
2024-01-01,Terengganu,P.034 Setiu,N.05 Jabi,4490
2019-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,3483
2022-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,3961
2024-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,4312
2019-01-01,Terengganu,P.034 Setiu,N.07 Langkap,3505
2022-01-01,Terengganu,P.034 Setiu,N.07 Langkap,4071
2024-01-01,Terengganu,P.034 Setiu,N.07 Langkap,4318
2019-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,3922
2022-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,5515
2024-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,5932
2019-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,5082
2022-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,5421
2024-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,5420
