date,state,parlimen,dun,expenditure
2022-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,4804
2024-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,5519
2019-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,2945
2022-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,3268
2024-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,3969
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,5019
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,3249
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,5060
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,4433
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,4897
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,4905
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,3874
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,4475
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,4643
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,3018
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,4165
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,4318
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,4106
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,5034
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,4507
2019-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,3582
2022-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,3435
2024-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,4574
2019-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,3693
2022-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,3385
2024-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,4154
2019-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,3736
2022-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,4205
2024-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,4090
2019-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,4649
2022-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,4296
2024-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,6606
2019-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,4378
2022-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,7114
2024-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,4512
2019-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,3799
2022-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,5542
2024-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,5287
2019-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,4992
2022-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,5247
2024-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,6247
2019-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,3726
2022-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,4858
2024-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,4834
2019-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,5133
2022-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,4877
2024-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,4683
2019-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,4665
2022-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,4432
2024-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,7352
2019-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,4751
2022-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,4348
2024-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,4744
2019-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,5032
2022-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,5949
2024-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,6800
2019-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,4030
2022-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,4087
2024-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,5058
2019-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,5174
2022-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,7169
2024-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,5450
2019-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,5538
2022-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,6071
2024-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,5295
2019-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,5805
2022-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,5545
2024-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,7280
2019-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,4738
2022-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,4869
2024-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,5128
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,6461
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,4411
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,6777
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,5289
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,7437
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,7045
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,6531
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,6005
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,6394
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,3643
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,5577
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,6115
2019-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,5073
2022-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,6558
2024-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,8198
2019-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,4424
2022-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,5314
2024-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,4816
2019-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,4726
2022-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,5748
2024-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,5645
2019-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,4957
2022-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,5367
2024-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,6362
2019-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,4630
2022-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,6256
2024-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,5359
2019-01-01,Melaka,P.139 Jasin,N.24 Bemban,4739
2022-01-01,Melaka,P.139 Jasin,N.24 Bemban,6224
2024-01-01,Melaka,P.139 Jasin,N.24 Bemban,5661
2019-01-01,Melaka,P.139 Jasin,N.25 Rim,6375
2022-01-01,Melaka,P.139 Jasin,N.25 Rim,4747
2024-01-01,Melaka,P.139 Jasin,N.25 Rim,5522
2019-01-01,Melaka,P.139 Jasin,N.26 Serkam,4349
2022-01-01,Melaka,P.139 Jasin,N.26 Serkam,4830
2024-01-01,Melaka,P.139 Jasin,N.26 Serkam,7644
2019-01-01,Melaka,P.139 Jasin,N.27 Merlimau,4746
2022-01-01,Melaka,P.139 Jasin,N.27 Merlimau,4328
2024-01-01,Melaka,P.139 Jasin,N.27 Merlimau,4653
2019-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,3409
2022-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,4496
2024-01-01,Melaka,P.139 Jasin,N.28 Sungai Rambai,5471
2019-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,4395
2022-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,4116
2024-01-01,Johor,P.140 Segamat,N.01 Buloh Kasap,4357
2019-01-01,Johor,P.140 Segamat,N.02 Jementah,3975
2022-01-01,Johor,P.140 Segamat,N.02 Jementah,5057
2024-01-01,Johor,P.140 Segamat,N.02 Jementah,5334
2019-01-01,Johor,P.141 Sekijang,N.03 Pemanis,4338
2022-01-01,Johor,P.141 Sekijang,N.03 Pemanis,4025
2024-01-01,Johor,P.141 Sekijang,N.03 Pemanis,4135
2019-01-01,Johor,P.141 Sekijang,N.04 Kemelah,4087
2022-01-01,Johor,P.141 Sekijang,N.04 Kemelah,4199
2024-01-01,Johor,P.141 Sekijang,N.04 Kemelah,5043
2019-01-01,Johor,P.142 Labis,N.05 Tenang,3479
2022-01-01,Johor,P.142 Labis,N.05 Tenang,4815
2024-01-01,Johor,P.142 Labis,N.05 Tenang,5699
2019-01-01,Johor,P.142 Labis,N.06 Bekok,4470
2022-01-01,Johor,P.142 Labis,N.06 Bekok,4125
2024-01-01,Johor,P.142 Labis,N.06 Bekok,4491
2019-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,3851
2022-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,5096
2024-01-01,Johor,P.143 Pagoh,N.07 Bukit Kepong,4990
2019-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,3597
2022-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,4397
2024-01-01,Johor,P.143 Pagoh,N.08 Bukit Pasir,4555
2019-01-01,Johor,P.144 Ledang,N.09 Gambir,4275
2022-01-01,Johor,P.144 Ledang,N.09 Gambir,4696
2024-01-01,Johor,P.144 Ledang,N.09 Gambir,4383
2019-01-01,Johor,P.144 Ledang,N.10 Tangkak,4338
2022-01-01,Johor,P.144 Ledang,N.10 Tangkak,4226
2024-01-01,Johor,P.144 Ledang,N.10 Tangkak,4833
2019-01-01,Johor,P.144 Ledang,N.11 Serom,4114
2022-01-01,Johor,P.144 Ledang,N.11 Serom,3824
2024-01-01,Johor,P.144 Ledang,N.11 Serom,4635
2019-01-01,Johor,P.145 Bakri,N.12 Bentayan,4997
2022-01-01,Johor,P.145 Bakri,N.12 Bentayan,5866
2024-01-01,Johor,P.145 Bakri,N.12 Bentayan,6255
2019-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,5634
2022-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,5266
2024-01-01,Johor,P.145 Bakri,N.13 Simpang Jeram,5337
2019-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,3826
2022-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,3942
2024-01-01,Johor,P.145 Bakri,N.14 Bukit Naning,6037
2019-01-01,Johor,P.146 Muar,N.15 Maharani,5866
2022-01-01,Johor,P.146 Muar,N.15 Maharani,3908
2024-01-01,Johor,P.146 Muar,N.15 Maharani,5937
2019-01-01,Johor,P.146 Muar,N.16 Sungai Balang,4756
2022-01-01,Johor,P.146 Muar,N.16 Sungai Balang,4360
2024-01-01,Johor,P.146 Muar,N.16 Sungai Balang,5874
2019-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,4642
2022-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,4263
2024-01-01,Johor,P.147 Parit Sulong,N.17 Semerah,5091
2019-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,4321
2022-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,4041
2024-01-01,Johor,P.147 Parit Sulong,N.18 Sri Medan,4991
2019-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,4303
2022-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,4064
2024-01-01,Johor,P.148 Ayer Hitam,N.19 Yong Peng,4123
2019-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,3841
2022-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,4936
2024-01-01,Johor,P.148 Ayer Hitam,N.20 Semarang,5095
2019-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,4683
2022-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,4735
2024-01-01,Johor,P.149 Sri Gading,N.21 Parit Yaani,5298
2019-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,4519
2022-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,4146
2024-01-01,Johor,P.149 Sri Gading,N.22 Parit Raja,5115
2019-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,4706
2022-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,5310
2024-01-01,Johor,P.150 Batu Pahat,N.23 Penggaram,5672
2019-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,4550
2022-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,4457
2024-01-01,Johor,P.150 Batu Pahat,N.24 Senggarang,5238
2019-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,4060
2022-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,4186
2024-01-01,Johor,P.150 Batu Pahat,N.25 Rengit,4835
2019-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,3729
2022-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,4138
2024-01-01,Johor,P.151 Simpang Renggam,N.26 Machap,5120
2019-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,2710
2022-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,3522
2024-01-01,Johor,P.151 Simpang Renggam,N.27 Layang-Layang,4746
2019-01-01,Johor,P.152 Kluang,N.28 Mengkibol,3786
2022-01-01,Johor,P.152 Kluang,N.28 Mengkibol,4473
2024-01-01,Johor,P.152 Kluang,N.28 Mengkibol,4786
2019-01-01,Johor,P.152 Kluang,N.29 Mahkota,3878
2022-01-01,Johor,P.152 Kluang,N.29 Mahkota,4744
2024-01-01,Johor,P.152 Kluang,N.29 Mahkota,4693
2019-01-01,Johor,P.153 Sembrong,N.30 Paloh,3657
2022-01-01,Johor,P.153 Sembrong,N.30 Paloh,3708
2024-01-01,Johor,P.153 Sembrong,N.30 Paloh,3897
2019-01-01,Johor,P.153 Sembrong,N.31 Kahang,3248
2022-01-01,Johor,P.153 Sembrong,N.31 Kahang,4824
2024-01-01,Johor,P.153 Sembrong,N.31 Kahang,4828
2019-01-01,Johor,P.154 Mersing,N.32 Endau,2579
2022-01-01,Johor,P.154 Mersing,N.32 Endau,3857
2024-01-01,Johor,P.154 Mersing,N.32 Endau,4031
2019-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,3447
2022-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,4143
2024-01-01,Johor,P.154 Mersing,N.33 Tenggaroh,4629
2019-01-01,Johor,P.155 Tenggara,N.34 Panti,4246
2022-01-01,Johor,P.155 Tenggara,N.34 Panti,4332
2024-01-01,Johor,P.155 Tenggara,N.34 Panti,4373
2019-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,3954
2022-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,5083
2024-01-01,Johor,P.155 Tenggara,N.35 Pasir Raja,5265
2019-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,3586
2022-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,4170
2024-01-01,Johor,P.156 Kota Tinggi,N.36 Sedili,4039
2019-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,3342
2022-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,5152
2024-01-01,Johor,P.156 Kota Tinggi,N.37 Johor Lama,4740
2019-01-01,Johor,P.157 Pengerang,N.38 Penawar,4366
2022-01-01,Johor,P.157 Pengerang,N.38 Penawar,3877
2024-01-01,Johor,P.157 Pengerang,N.38 Penawar,5490
2019-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,3529
2022-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,4684
2024-01-01,Johor,P.157 Pengerang,N.39 Tanjung Surat,6459
2019-01-01,Johor,P.158 Tebrau,N.40 Tiram,3972
2022-01-01,Johor,P.158 Tebrau,N.40 Tiram,5358
2024-01-01,Johor,P.158 Tebrau,N.40 Tiram,5957
2019-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,6071
2022-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,6682
2024-01-01,Johor,P.158 Tebrau,N.41 Puteri Wangsa,7147
2019-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,4605
2022-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,6245
2024-01-01,Johor,P.159 Pasir Gudang,N.42 Johor Jaya,6198
2019-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,4415
2022-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,5563
2024-01-01,Johor,P.159 Pasir Gudang,N.43 Permas,5734
2019-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,5782
2022-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,5623
2024-01-01,Johor,P.160 Johor Bahru,N.44 Larkin,6141
2019-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,5516
2022-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,6053
2024-01-01,Johor,P.160 Johor Bahru,N.45 Stulang,7554
2019-01-01,Johor,P.161 Pulai,N.46 Perling,6442
2022-01-01,Johor,P.161 Pulai,N.46 Perling,6743
2024-01-01,Johor,P.161 Pulai,N.46 Perling,8333
2019-01-01,Johor,P.161 Pulai,N.47 Kempas,4709
2022-01-01,Johor,P.161 Pulai,N.47 Kempas,7325
2024-01-01,Johor,P.161 Pulai,N.47 Kempas,5837
2019-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,5492
2022-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,5870
2024-01-01,Johor,P.162 Iskandar Puteri,N.48 Skudai,6402
2019-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,6726
2022-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,6091
2024-01-01,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,7444
2019-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,6464
2022-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,5552
2024-01-01,Johor,P.163 Kulai,N.50 Bukit Permai,7228
2019-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,3962
2022-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,4489
2024-01-01,Johor,P.163 Kulai,N.51 Bukit Batu,5356
2019-01-01,Johor,P.163 Kulai,N.52 Senai,4266
2022-01-01,Johor,P.163 Kulai,N.52 Senai,6334
2024-01-01,Johor,P.163 Kulai,N.52 Senai,5943
2019-01-01,Johor,P.164 Pontian,N.53 Benut,3289
2022-01-01,Johor,P.164 Pontian,N.53 Benut,3527
2024-01-01,Johor,P.164 Pontian,N.53 Benut,4148
2019-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,4037
2022-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,4424
2024-01-01,Johor,P.164 Pontian,N.54 Pulai Sebatang,4449
2019-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,3817
2022-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,5050
2024-01-01,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,6005
2019-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,3670
2022-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,4635
2024-01-01,Johor,P.165 Tanjung Piai,N.56 Kukup,4368
2019-01-01,Sabah,P.167 Kudat,N.01 Banggi,2523
2022-01-01,Sabah,P.167 Kudat,N.01 Banggi,3536
2024-01-01,Sabah,P.167 Kudat,N.01 Banggi,2403
2019-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,1398
2022-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,2544
2024-01-01,Sabah,P.167 Kudat,N.02 Bengkoka,2940
2019-01-01,Sabah,P.167 Kudat,N.03 Pitas,2303
2022-01-01,Sabah,P.167 Kudat,N.03 Pitas,2574
2024-01-01,Sabah,P.167 Kudat,N.03 Pitas,3996
2019-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,2872
2022-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,3065
2024-01-01,Sabah,P.167 Kudat,N.04 Tanjong Kapor,3421
2019-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,2043
2022-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,2979
2024-01-01,Sabah,P.168 Kota Marudu,N.05 Matunggong,2849
2019-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,2336
2022-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,2997
2024-01-01,Sabah,P.168 Kota Marudu,N.06 Bandau,3483
2019-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,2819
2022-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,3006
2024-01-01,Sabah,P.168 Kota Marudu,N.07 Tandek,3770
2019-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,1825
2022-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,2834
2024-01-01,Sabah,P.169 Kota Belud,N.08 Pintasan,3034
2019-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,2815
2022-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,3604
2024-01-01,Sabah,P.169 Kota Belud,N.09 Tempasuk,2887
2019-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,2629
2022-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,3131
2024-01-01,Sabah,P.169 Kota Belud,N.10 Usukan,3032
2019-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,2077
2022-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,2097
2024-01-01,Sabah,P.169 Kota Belud,N.11 Kadamaian,2771
2019-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,2968
2022-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,2852
2024-01-01,Sabah,P.170 Tuaran,N.12 Sulaman,3609
2019-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,2953
2022-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,3110
2024-01-01,Sabah,P.170 Tuaran,N.13 Pantai Dalit,3196
2019-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,3045
2022-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,3454
2024-01-01,Sabah,P.170 Tuaran,N.14 Tamparuli,3013
2019-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,2658
2022-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,3006
2024-01-01,Sabah,P.170 Tuaran,N.15 Kiulu,2556
2019-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,3121
2022-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,3818
2024-01-01,Sabah,P.171 Sepanggar,N.16 Karambunai,4064
2019-01-01,Sabah,P.171 Sepanggar,N.17 Darau,3002
2022-01-01,Sabah,P.171 Sepanggar,N.17 Darau,3545
2024-01-01,Sabah,P.171 Sepanggar,N.17 Darau,4096
2019-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,3163
2022-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,3966
2024-01-01,Sabah,P.171 Sepanggar,N.18 Inanam,4120
2019-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,4116
2022-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,4976
2024-01-01,Sabah,P.172 Kota Kinabalu,N.19 Likas,9044
2019-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,4500
2022-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,4266
2024-01-01,Sabah,P.172 Kota Kinabalu,N.20 Api-Api,6040
2019-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,4361
2022-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,6051
2024-01-01,Sabah,P.172 Kota Kinabalu,N.21 Luyang,5750
2019-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,3292
2022-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,7420
2024-01-01,Sabah,P.173 Putatan,N.22 Tanjung Aru,4000
2019-01-01,Sabah,P.173 Putatan,N.23 Petagas,2576
2022-01-01,Sabah,P.173 Putatan,N.23 Petagas,4012
2024-01-01,Sabah,P.173 Putatan,N.23 Petagas,3839
2019-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,3750
2022-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,4162
2024-01-01,Sabah,P.173 Putatan,N.24 Tanjung Keramat,4488
2019-01-01,Sabah,P.174 Penampang,N.25 Kapayan,3348
2022-01-01,Sabah,P.174 Penampang,N.25 Kapayan,4151
2024-01-01,Sabah,P.174 Penampang,N.25 Kapayan,4401
2019-01-01,Sabah,P.174 Penampang,N.26 Moyog,2970
2022-01-01,Sabah,P.174 Penampang,N.26 Moyog,4229
2024-01-01,Sabah,P.174 Penampang,N.26 Moyog,3843
2019-01-01,Sabah,P.175 Papar,N.27 Limbahau,3013
2022-01-01,Sabah,P.175 Papar,N.27 Limbahau,3145
2024-01-01,Sabah,P.175 Papar,N.27 Limbahau,3361
2019-01-01,Sabah,P.175 Papar,N.28 Kawang,2841
2022-01-01,Sabah,P.175 Papar,N.28 Kawang,3649
2024-01-01,Sabah,P.175 Papar,N.28 Kawang,3493
2019-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,2903
2022-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,4310
2024-01-01,Sabah,P.175 Papar,N.29 Pantai Manis,3826
2019-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,2556
2022-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,2707
2024-01-01,Sabah,P.176 Kimanis,N.30 Bongawan,3361
2019-01-01,Sabah,P.176 Kimanis,N.31 Membakut,2610
2022-01-01,Sabah,P.176 Kimanis,N.31 Membakut,2901
2024-01-01,Sabah,P.176 Kimanis,N.31 Membakut,2384
2019-01-01,Sabah,P.177 Beaufort,N.32 Klias,2844
2022-01-01,Sabah,P.177 Beaufort,N.32 Klias,3294
2024-01-01,Sabah,P.177 Beaufort,N.32 Klias,3841
2019-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,2135
2022-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,2777
2024-01-01,Sabah,P.177 Beaufort,N.33 Kuala Penyu,2826
2019-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,2668
2022-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,3165
2024-01-01,Sabah,P.178 Sipitang,N.34 Lumadan,3045
2019-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,2279
2022-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,3093
2024-01-01,Sabah,P.178 Sipitang,N.35 Sindumin,3341
