series,date,group,index
index,2022-07-01,691,104.3
index,2022-07-01,692,107.5
index,2022-07-01,711,102.9
index,2022-07-01,851,128.8
index,2022-07-01,852,140.5
index,2022-07-01,853,112.9
index,2022-07-01,854,112.2
index,2022-07-01,861,107.2
index,2022-07-01,862,109.6
index,2022-07-01,869,105.7
index,2022-07-01,920,108.5
index,2022-07-01,931,107.4
index,2022-07-01,932,108.8
index,2022-10-01,492,110.1
index,2022-10-01,501,102.7
index,2022-10-01,511,120.4
index,2022-10-01,512,122.1
index,2022-10-01,522,103.6
index,2022-10-01,531,134.0
index,2022-10-01,532,115.8
index,2022-10-01,551,104.3
index,2022-10-01,561,159.7
index,2022-10-01,562,122.7
index,2022-10-01,563,148.3
index,2022-10-01,611,99.0
index,2022-10-01,612,101.0
index,2022-10-01,620,103.2
index,2022-10-01,631,101.2
index,2022-10-01,682,126.9
index,2022-10-01,691,104.6
index,2022-10-01,692,107.5
index,2022-10-01,711,103.0
index,2022-10-01,851,128.8
index,2022-10-01,852,140.5
index,2022-10-01,853,113.0
index,2022-10-01,854,112.2
index,2022-10-01,861,107.2
index,2022-10-01,862,109.7
index,2022-10-01,869,105.7
index,2022-10-01,920,103.0
index,2022-10-01,931,107.8
index,2022-10-01,932,109.5
index,2023-01-01,492,110.3
index,2023-01-01,501,102.7
index,2023-01-01,511,121.5
index,2023-01-01,512,121.4
index,2023-01-01,522,103.6
index,2023-01-01,531,134.0
index,2023-01-01,532,116.1
index,2023-01-01,551,105.2
index,2023-01-01,561,161.8
index,2023-01-01,562,123.1
index,2023-01-01,563,150.6
index,2023-01-01,611,99.0
index,2023-01-01,612,101.0
index,2023-01-01,620,103.1
