date,state,office,passports
2022-10-01,Perak,Lumut,2561
2022-11-01,Perak,Lumut,2444
2022-12-01,Perak,Lumut,2852
2023-01-01,Perak,Lumut,2317
2023-02-01,Perak,Lumut,2944
2023-03-01,Perak,Lumut,2766
2023-04-01,Perak,Lumut,2222
2023-05-01,Perak,Lumut,2414
2023-06-01,Perak,Lumut,2170
2023-07-01,Perak,Lumut,2170
2023-08-01,Perak,Lumut,2228
2023-09-01,Perak,Lumut,1999
2023-10-01,Perak,Lumut,1951
2023-11-01,Perak,Lumut,1915
2023-12-01,Perak,Lumut,2560
2024-01-01,Perak,Lumut,2145
2024-02-01,Perak,Lumut,2482
2024-03-01,Perak,Lumut,1761
2024-04-01,Perak,Lumut,1965
2024-05-01,Perak,Lumut,2334
2024-06-01,Perak,Lumut,1734
2024-07-01,Perak,Lumut,1945
2024-08-01,Perak,Lumut,1902
2024-09-01,Perak,Lumut,1852
2024-10-01,Perak,Lumut,1713
2020-01-01,Perak,Pengkalan Hulu (Bkt. Berapit),417
2020-02-01,Perak,Pengkalan Hulu (Bkt. Berapit),
2020-03-01,Perak,Pengkalan Hulu (Bkt. Berapit),76
2020-04-01,Perak,Pengkalan Hulu (Bkt. Berapit),0
2020-05-01,Perak,Pengkalan Hulu (Bkt. Berapit),1
2020-06-01,Perak,Pengkalan Hulu (Bkt. Berapit),12
2020-07-01,Perak,Pengkalan Hulu (Bkt. Berapit),23
2020-08-01,Perak,Pengkalan Hulu (Bkt. Berapit),18
2020-09-01,Perak,Pengkalan Hulu (Bkt. Berapit),11
2020-10-01,Perak,Pengkalan Hulu (Bkt. Berapit),10
2020-11-01,Perak,Pengkalan Hulu (Bkt. Berapit),2
2020-12-01,Perak,Pengkalan Hulu (Bkt. Berapit),8
2021-01-01,Perak,Pengkalan Hulu (Bkt. Berapit),16
2021-02-01,Perak,Pengkalan Hulu (Bkt. Berapit),3
2021-03-01,Perak,Pengkalan Hulu (Bkt. Berapit),11
2021-04-01,Perak,Pengkalan Hulu (Bkt. Berapit),5
2021-05-01,Perak,Pengkalan Hulu (Bkt. Berapit),3
2021-06-01,Perak,Pengkalan Hulu (Bkt. Berapit),6
2021-07-01,Perak,Pengkalan Hulu (Bkt. Berapit),8
2021-08-01,Perak,Pengkalan Hulu (Bkt. Berapit),11
2021-09-01,Perak,Pengkalan Hulu (Bkt. Berapit),24
2021-10-01,Perak,Pengkalan Hulu (Bkt. Berapit),74
2021-11-01,Perak,Pengkalan Hulu (Bkt. Berapit),0
2021-12-01,Perak,Pengkalan Hulu (Bkt. Berapit),129
2022-01-01,Perak,Pengkalan Hulu (Bkt. Berapit),66
2022-02-01,Perak,Pengkalan Hulu (Bkt. Berapit),78
2022-03-01,Perak,Pengkalan Hulu (Bkt. Berapit),98
2022-04-01,Perak,Pengkalan Hulu (Bkt. Berapit),311
2022-05-01,Perak,Pengkalan Hulu (Bkt. Berapit),400
2022-06-01,Perak,Pengkalan Hulu (Bkt. Berapit),482
2022-07-01,Perak,Pengkalan Hulu (Bkt. Berapit),472
2022-08-01,Perak,Pengkalan Hulu (Bkt. Berapit),659
2022-09-01,Perak,Pengkalan Hulu (Bkt. Berapit),1089
2022-10-01,Perak,Pengkalan Hulu (Bkt. Berapit),824
2022-11-01,Perak,Pengkalan Hulu (Bkt. Berapit),584
2022-12-01,Perak,Pengkalan Hulu (Bkt. Berapit),1183
2023-01-01,Perak,Pengkalan Hulu (Bkt. Berapit),792
2023-02-01,Perak,Pengkalan Hulu (Bkt. Berapit),910
2023-03-01,Perak,Pengkalan Hulu (Bkt. Berapit),856
2023-04-01,Perak,Pengkalan Hulu (Bkt. Berapit),760
2023-05-01,Perak,Pengkalan Hulu (Bkt. Berapit),841
2023-06-01,Perak,Pengkalan Hulu (Bkt. Berapit),798
2023-07-01,Perak,Pengkalan Hulu (Bkt. Berapit),939
2023-08-01,Perak,Pengkalan Hulu (Bkt. Berapit),1018
2023-09-01,Perak,Pengkalan Hulu (Bkt. Berapit),914
2023-10-01,Perak,Pengkalan Hulu (Bkt. Berapit),894
2023-11-01,Perak,Pengkalan Hulu (Bkt. Berapit),796
2023-12-01,Perak,Pengkalan Hulu (Bkt. Berapit),1023
2024-01-01,Perak,Pengkalan Hulu (Bkt. Berapit),1105
2024-02-01,Perak,Pengkalan Hulu (Bkt. Berapit),1024
2024-03-01,Perak,Pengkalan Hulu (Bkt. Berapit),625
2024-04-01,Perak,Pengkalan Hulu (Bkt. Berapit),605
2024-05-01,Perak,Pengkalan Hulu (Bkt. Berapit),846
2024-06-01,Perak,Pengkalan Hulu (Bkt. Berapit),722
2024-07-01,Perak,Pengkalan Hulu (Bkt. Berapit),801
2024-08-01,Perak,Pengkalan Hulu (Bkt. Berapit),806
2024-09-01,Perak,Pengkalan Hulu (Bkt. Berapit),814
2024-10-01,Perak,Pengkalan Hulu (Bkt. Berapit),615
2020-01-01,Perak,Taiping,2228
2020-02-01,Perak,Taiping,
2020-03-01,Perak,Taiping,432
2020-04-01,Perak,Taiping,0
2020-05-01,Perak,Taiping,16
2020-06-01,Perak,Taiping,81
2020-07-01,Perak,Taiping,132
2020-08-01,Perak,Taiping,118
2020-09-01,Perak,Taiping,88
2020-10-01,Perak,Taiping,74
2020-11-01,Perak,Taiping,41
2020-12-01,Perak,Taiping,107
2021-01-01,Perak,Taiping,66
2021-02-01,Perak,Taiping,74
2021-03-01,Perak,Taiping,132
2021-04-01,Perak,Taiping,125
2021-05-01,Perak,Taiping,64
2021-06-01,Perak,Taiping,18
2021-07-01,Perak,Taiping,12
2021-08-01,Perak,Taiping,115
2021-09-01,Perak,Taiping,180
2021-10-01,Perak,Taiping,407
2021-11-01,Perak,Taiping,625
2021-12-01,Perak,Taiping,855
2022-01-01,Perak,Taiping,495
2022-02-01,Perak,Taiping,617
2022-03-01,Perak,Taiping,938
2022-04-01,Perak,Taiping,1503
2022-05-01,Perak,Taiping,2382
2022-06-01,Perak,Taiping,2922
2022-07-01,Perak,Taiping,2637
2022-08-01,Perak,Taiping,3473
2022-09-01,Perak,Taiping,3513
2022-10-01,Perak,Taiping,3359
2022-11-01,Perak,Taiping,2904
2022-12-01,Perak,Taiping,3766
2023-01-01,Perak,Taiping,2844
2023-02-01,Perak,Taiping,3274
2023-03-01,Perak,Taiping,3294
2023-04-01,Perak,Taiping,2331
2023-05-01,Perak,Taiping,3123
2023-06-01,Perak,Taiping,2987
2023-07-01,Perak,Taiping,3019
2023-08-01,Perak,Taiping,2932
2023-09-01,Perak,Taiping,2682
2023-10-01,Perak,Taiping,2585
2023-11-01,Perak,Taiping,2493
2023-12-01,Perak,Taiping,3019
2024-01-01,Perak,Taiping,3224
2024-02-01,Perak,Taiping,3448
2024-03-01,Perak,Taiping,2408
2024-04-01,Perak,Taiping,2449
2024-05-01,Perak,Taiping,2626
2024-06-01,Perak,Taiping,2243
2024-07-01,Perak,Taiping,2708
2024-08-01,Perak,Taiping,2500
2024-09-01,Perak,Taiping,2572
2024-10-01,Perak,Taiping,2470
2020-01-01,Perak,Teluk Intan,1628
2020-02-01,Perak,Teluk Intan,
2020-03-01,Perak,Teluk Intan,339
2020-04-01,Perak,Teluk Intan,1
2020-05-01,Perak,Teluk Intan,12
2020-06-01,Perak,Teluk Intan,35
2020-07-01,Perak,Teluk Intan,109
2020-08-01,Perak,Teluk Intan,71
2020-09-01,Perak,Teluk Intan,87
2020-10-01,Perak,Teluk Intan,65
2020-11-01,Perak,Teluk Intan,54
2020-12-01,Perak,Teluk Intan,96
2021-01-01,Perak,Teluk Intan,60
2021-02-01,Perak,Teluk Intan,39
2021-03-01,Perak,Teluk Intan,68
2021-04-01,Perak,Teluk Intan,100
2021-05-01,Perak,Teluk Intan,55
2021-06-01,Perak,Teluk Intan,10
2021-07-01,Perak,Teluk Intan,95
2021-08-01,Perak,Teluk Intan,141
2021-09-01,Perak,Teluk Intan,164
2021-10-01,Perak,Teluk Intan,360
2021-11-01,Perak,Teluk Intan,505
2021-12-01,Perak,Teluk Intan,604
2022-01-01,Perak,Teluk Intan,373
2022-02-01,Perak,Teluk Intan,494
2022-03-01,Perak,Teluk Intan,1017
2022-04-01,Perak,Teluk Intan,1752
2022-05-01,Perak,Teluk Intan,2085
2022-06-01,Perak,Teluk Intan,3091
2022-07-01,Perak,Teluk Intan,2752
2022-08-01,Perak,Teluk Intan,3185
2022-09-01,Perak,Teluk Intan,3486
2022-10-01,Perak,Teluk Intan,3225
2022-11-01,Perak,Teluk Intan,2658
2022-12-01,Perak,Teluk Intan,3781
2023-01-01,Perak,Teluk Intan,3003
2023-02-01,Perak,Teluk Intan,3617
2023-03-01,Perak,Teluk Intan,3332
2023-04-01,Perak,Teluk Intan,2610
2023-05-01,Perak,Teluk Intan,2921
2023-06-01,Perak,Teluk Intan,2627
2023-07-01,Perak,Teluk Intan,2596
2023-08-01,Perak,Teluk Intan,2556
2023-09-01,Perak,Teluk Intan,2415
2023-10-01,Perak,Teluk Intan,2466
2023-11-01,Perak,Teluk Intan,2487
2023-12-01,Perak,Teluk Intan,2694
2024-01-01,Perak,Teluk Intan,2696
2024-02-01,Perak,Teluk Intan,3211
2024-03-01,Perak,Teluk Intan,2258
2024-04-01,Perak,Teluk Intan,2149
2024-05-01,Perak,Teluk Intan,2586
2024-06-01,Perak,Teluk Intan,2023
2024-07-01,Perak,Teluk Intan,2063
2024-08-01,Perak,Teluk Intan,2185
2024-09-01,Perak,Teluk Intan,1950
2024-10-01,Perak,Teluk Intan,1818
2020-01-01,Perak,UTC Perak,4983
2020-02-01,Perak,UTC Perak,
2020-03-01,Perak,UTC Perak,1184
2020-04-01,Perak,UTC Perak,0
2020-05-01,Perak,UTC Perak,0
2020-06-01,Perak,UTC Perak,166
2020-07-01,Perak,UTC Perak,573
2020-08-01,Perak,UTC Perak,428
2020-09-01,Perak,UTC Perak,411
2020-10-01,Perak,UTC Perak,390
2020-11-01,Perak,UTC Perak,180
2020-12-01,Perak,UTC Perak,455
2021-01-01,Perak,UTC Perak,297
2021-02-01,Perak,UTC Perak,336
2021-03-01,Perak,UTC Perak,882
2021-04-01,Perak,UTC Perak,602
2021-05-01,Perak,UTC Perak,232
2021-06-01,Perak,UTC Perak,45
2021-07-01,Perak,UTC Perak,338
2021-08-01,Perak,UTC Perak,335
2021-09-01,Perak,UTC Perak,450
2021-10-01,Perak,UTC Perak,957
2021-11-01,Perak,UTC Perak,2060
2021-12-01,Perak,UTC Perak,2590
2022-01-01,Perak,UTC Perak,2075
2022-02-01,Perak,UTC Perak,1763
2022-03-01,Perak,UTC Perak,2446
2022-04-01,Perak,UTC Perak,3644
2022-05-01,Perak,UTC Perak,6871
2022-06-01,Perak,UTC Perak,10453
2022-07-01,Perak,UTC Perak,9877
2022-08-01,Perak,UTC Perak,10613
2022-09-01,Perak,UTC Perak,10153
2022-10-01,Perak,UTC Perak,10372
2022-11-01,Perak,UTC Perak,8969
2022-12-01,Perak,UTC Perak,9847
2023-01-01,Perak,UTC Perak,9770
2023-02-01,Perak,UTC Perak,11780
2023-03-01,Perak,UTC Perak,11803
2023-04-01,Perak,UTC Perak,9506
2023-05-01,Perak,UTC Perak,10331
2023-06-01,Perak,UTC Perak,8503
2023-07-01,Perak,UTC Perak,9659
2023-08-01,Perak,UTC Perak,9145
2023-09-01,Perak,UTC Perak,8564
2023-10-01,Perak,UTC Perak,8549
2023-11-01,Perak,UTC Perak,8144
2023-12-01,Perak,UTC Perak,9273
2024-01-01,Perak,UTC Perak,8926
2024-02-01,Perak,UTC Perak,8687
2024-03-01,Perak,UTC Perak,8632
2024-04-01,Perak,UTC Perak,7871
2024-05-01,Perak,UTC Perak,8138
2024-06-01,Perak,UTC Perak,7691
2024-07-01,Perak,UTC Perak,8096
2024-08-01,Perak,UTC Perak,7974
2024-09-01,Perak,UTC Perak,7063
2024-10-01,Perak,UTC Perak,6415
2020-01-01,Perlis,Kangar,456
2020-02-01,Perlis,Kangar,
2020-03-01,Perlis,Kangar,93
2020-04-01,Perlis,Kangar,3
2020-05-01,Perlis,Kangar,19
2020-06-01,Perlis,Kangar,21
2020-07-01,Perlis,Kangar,1
2020-08-01,Perlis,Kangar,1
2020-09-01,Perlis,Kangar,0
2020-10-01,Perlis,Kangar,0
2020-11-01,Perlis,Kangar,0
2020-12-01,Perlis,Kangar,0
2021-01-01,Perlis,Kangar,1
2021-02-01,Perlis,Kangar,0
2021-03-01,Perlis,Kangar,0
2021-04-01,Perlis,Kangar,0
2021-05-01,Perlis,Kangar,0
2021-06-01,Perlis,Kangar,2
2021-07-01,Perlis,Kangar,1
2021-08-01,Perlis,Kangar,0
2021-09-01,Perlis,Kangar,2
2021-10-01,Perlis,Kangar,5
2021-11-01,Perlis,Kangar,7
2021-12-01,Perlis,Kangar,1
2022-01-01,Perlis,Kangar,3
2022-02-01,Perlis,Kangar,5
2022-03-01,Perlis,Kangar,1
2022-04-01,Perlis,Kangar,3
2022-05-01,Perlis,Kangar,631
2022-06-01,Perlis,Kangar,667
2022-07-01,Perlis,Kangar,534
2022-08-01,Perlis,Kangar,672
2022-09-01,Perlis,Kangar,1157
2022-10-01,Perlis,Kangar,741
2022-11-01,Perlis,Kangar,782
2022-12-01,Perlis,Kangar,1230
2023-01-01,Perlis,Kangar,1066
2023-02-01,Perlis,Kangar,1055
2023-03-01,Perlis,Kangar,805
2023-04-01,Perlis,Kangar,679
2023-05-01,Perlis,Kangar,765
2023-06-01,Perlis,Kangar,735
2023-07-01,Perlis,Kangar,872
2023-08-01,Perlis,Kangar,954
2023-09-01,Perlis,Kangar,780
2023-10-01,Perlis,Kangar,832
2023-11-01,Perlis,Kangar,873
2023-12-01,Perlis,Kangar,868
2024-01-01,Perlis,Kangar,899
2024-02-01,Perlis,Kangar,1052
2024-03-01,Perlis,Kangar,467
2024-04-01,Perlis,Kangar,584
2024-05-01,Perlis,Kangar,796
2024-06-01,Perlis,Kangar,630
2024-07-01,Perlis,Kangar,681
2024-08-01,Perlis,Kangar,620
2024-09-01,Perlis,Kangar,143
2024-10-01,Perlis,Kangar,0
2020-01-01,Perlis,UTC Perlis,949
2020-02-01,Perlis,UTC Perlis,
2020-03-01,Perlis,UTC Perlis,172
2020-04-01,Perlis,UTC Perlis,0
2020-05-01,Perlis,UTC Perlis,0
2020-06-01,Perlis,UTC Perlis,26
2020-07-01,Perlis,UTC Perlis,62
2020-08-01,Perlis,UTC Perlis,52
2020-09-01,Perlis,UTC Perlis,69
2020-10-01,Perlis,UTC Perlis,71
2020-11-01,Perlis,UTC Perlis,106
2020-12-01,Perlis,UTC Perlis,60
2021-01-01,Perlis,UTC Perlis,52
2021-02-01,Perlis,UTC Perlis,26
2021-03-01,Perlis,UTC Perlis,49
2021-04-01,Perlis,UTC Perlis,49
2021-05-01,Perlis,UTC Perlis,61
2021-06-01,Perlis,UTC Perlis,17
2021-07-01,Perlis,UTC Perlis,40
2021-08-01,Perlis,UTC Perlis,47
2021-09-01,Perlis,UTC Perlis,55
2021-10-01,Perlis,UTC Perlis,179
2021-11-01,Perlis,UTC Perlis,361
2021-12-01,Perlis,UTC Perlis,407
2022-01-01,Perlis,UTC Perlis,232
2022-02-01,Perlis,UTC Perlis,249
2022-03-01,Perlis,UTC Perlis,389
2022-04-01,Perlis,UTC Perlis,725
2022-05-01,Perlis,UTC Perlis,925
2022-06-01,Perlis,UTC Perlis,1143
2022-07-01,Perlis,UTC Perlis,1308
2022-08-01,Perlis,UTC Perlis,1161
2022-09-01,Perlis,UTC Perlis,1129
2022-10-01,Perlis,UTC Perlis,1115
2022-11-01,Perlis,UTC Perlis,792
2022-12-01,Perlis,UTC Perlis,1255
2023-01-01,Perlis,UTC Perlis,1252
2023-02-01,Perlis,UTC Perlis,1780
2023-03-01,Perlis,UTC Perlis,1546
2023-04-01,Perlis,UTC Perlis,1344
2023-05-01,Perlis,UTC Perlis,1085
2023-06-01,Perlis,UTC Perlis,1050
2023-07-01,Perlis,UTC Perlis,1733
2023-08-01,Perlis,UTC Perlis,1150
2023-09-01,Perlis,UTC Perlis,941
2023-10-01,Perlis,UTC Perlis,1167
2023-11-01,Perlis,UTC Perlis,1185
2023-12-01,Perlis,UTC Perlis,1527
2024-01-01,Perlis,UTC Perlis,1543
2024-02-01,Perlis,UTC Perlis,1544
2024-03-01,Perlis,UTC Perlis,900
2024-04-01,Perlis,UTC Perlis,1218
2024-05-01,Perlis,UTC Perlis,1338
2024-06-01,Perlis,UTC Perlis,1282
2024-07-01,Perlis,UTC Perlis,1170
2024-08-01,Perlis,UTC Perlis,1204
2024-09-01,Perlis,UTC Perlis,1612
2024-10-01,Perlis,UTC Perlis,1744
2020-01-01,Pulau Pinang,Georgetown,5211
2020-02-01,Pulau Pinang,Georgetown,
2020-03-01,Pulau Pinang,Georgetown,1139
2020-04-01,Pulau Pinang,Georgetown,0
2020-05-01,Pulau Pinang,Georgetown,0
2020-06-01,Pulau Pinang,Georgetown,302
2020-07-01,Pulau Pinang,Georgetown,0
2020-08-01,Pulau Pinang,Georgetown,0
2020-09-01,Pulau Pinang,Georgetown,0
2020-10-01,Pulau Pinang,Georgetown,0
2020-11-01,Pulau Pinang,Georgetown,0
2020-12-01,Pulau Pinang,Georgetown,0
2021-01-01,Pulau Pinang,Georgetown,0
2021-02-01,Pulau Pinang,Georgetown,0
2021-03-01,Pulau Pinang,Georgetown,0
2021-04-01,Pulau Pinang,Georgetown,0
2021-05-01,Pulau Pinang,Georgetown,0
2021-06-01,Pulau Pinang,Georgetown,0
2021-07-01,Pulau Pinang,Georgetown,0
2021-08-01,Pulau Pinang,Georgetown,0
2021-09-01,Pulau Pinang,Georgetown,0
2021-10-01,Pulau Pinang,Georgetown,0
2021-11-01,Pulau Pinang,Georgetown,0
2021-12-01,Pulau Pinang,Georgetown,0
2022-01-01,Pulau Pinang,Georgetown,0
2022-02-01,Pulau Pinang,Georgetown,0
2022-03-01,Pulau Pinang,Georgetown,0
2022-04-01,Pulau Pinang,Georgetown,0
2022-05-01,Pulau Pinang,Georgetown,0
2022-06-01,Pulau Pinang,Georgetown,0
2022-07-01,Pulau Pinang,Georgetown,0
2022-08-01,Pulau Pinang,Georgetown,0
2022-09-01,Pulau Pinang,Georgetown,0
2022-10-01,Pulau Pinang,Georgetown,0
2022-11-01,Pulau Pinang,Georgetown,0
2022-12-01,Pulau Pinang,Georgetown,0
2023-01-01,Pulau Pinang,Georgetown,0
2023-02-01,Pulau Pinang,Georgetown,0
2023-03-01,Pulau Pinang,Georgetown,0
2023-04-01,Pulau Pinang,Georgetown,0
2023-05-01,Pulau Pinang,Georgetown,0
2023-06-01,Pulau Pinang,Georgetown,0
2023-07-01,Pulau Pinang,Georgetown,0
2023-08-01,Pulau Pinang,Georgetown,0
2023-09-01,Pulau Pinang,Georgetown,0
2023-10-01,Pulau Pinang,Georgetown,0
2023-11-01,Pulau Pinang,Georgetown,0
2023-12-01,Pulau Pinang,Georgetown,0
2024-01-01,Pulau Pinang,Georgetown,0
2024-02-01,Pulau Pinang,Georgetown,0
2024-03-01,Pulau Pinang,Georgetown,0
2024-04-01,Pulau Pinang,Georgetown,0
2024-05-01,Pulau Pinang,Georgetown,0
2024-06-01,Pulau Pinang,Georgetown,0
2024-07-01,Pulau Pinang,Georgetown,0
2024-08-01,Pulau Pinang,Georgetown,0
2024-09-01,Pulau Pinang,Georgetown,0
2024-10-01,Pulau Pinang,Georgetown,0
2020-01-01,Pulau Pinang,Seberang Jaya,5995
2020-02-01,Pulau Pinang,Seberang Jaya,
2020-03-01,Pulau Pinang,Seberang Jaya,1134
2020-04-01,Pulau Pinang,Seberang Jaya,0
2020-05-01,Pulau Pinang,Seberang Jaya,161
2020-06-01,Pulau Pinang,Seberang Jaya,127
2020-07-01,Pulau Pinang,Seberang Jaya,764
2020-08-01,Pulau Pinang,Seberang Jaya,420
2020-09-01,Pulau Pinang,Seberang Jaya,267
2020-10-01,Pulau Pinang,Seberang Jaya,247
2020-11-01,Pulau Pinang,Seberang Jaya,135
2020-12-01,Pulau Pinang,Seberang Jaya,140
2021-01-01,Pulau Pinang,Seberang Jaya,266
2021-02-01,Pulau Pinang,Seberang Jaya,268
2021-03-01,Pulau Pinang,Seberang Jaya,344
2021-04-01,Pulau Pinang,Seberang Jaya,382
2021-05-01,Pulau Pinang,Seberang Jaya,246
2021-06-01,Pulau Pinang,Seberang Jaya,68
2021-07-01,Pulau Pinang,Seberang Jaya,290
2021-08-01,Pulau Pinang,Seberang Jaya,296
2021-09-01,Pulau Pinang,Seberang Jaya,360
2021-10-01,Pulau Pinang,Seberang Jaya,887
2021-11-01,Pulau Pinang,Seberang Jaya,1350
2021-12-01,Pulau Pinang,Seberang Jaya,1495
2022-01-01,Pulau Pinang,Seberang Jaya,1036
2022-02-01,Pulau Pinang,Seberang Jaya,1330
2022-03-01,Pulau Pinang,Seberang Jaya,1267
2022-04-01,Pulau Pinang,Seberang Jaya,3616
2022-05-01,Pulau Pinang,Seberang Jaya,6283
2022-06-01,Pulau Pinang,Seberang Jaya,7945
2022-07-01,Pulau Pinang,Seberang Jaya,7165
2022-08-01,Pulau Pinang,Seberang Jaya,9424
2022-09-01,Pulau Pinang,Seberang Jaya,8826
2022-10-01,Pulau Pinang,Seberang Jaya,9197
2022-11-01,Pulau Pinang,Seberang Jaya,7901
2022-12-01,Pulau Pinang,Seberang Jaya,9649
2023-01-01,Pulau Pinang,Seberang Jaya,9050
2023-02-01,Pulau Pinang,Seberang Jaya,10205
2023-03-01,Pulau Pinang,Seberang Jaya,9298
2023-04-01,Pulau Pinang,Seberang Jaya,7191
2023-05-01,Pulau Pinang,Seberang Jaya,8279
2023-06-01,Pulau Pinang,Seberang Jaya,7258
2023-07-01,Pulau Pinang,Seberang Jaya,7768
2023-08-01,Pulau Pinang,Seberang Jaya,7596
2023-09-01,Pulau Pinang,Seberang Jaya,6596
2023-10-01,Pulau Pinang,Seberang Jaya,6676
2023-11-01,Pulau Pinang,Seberang Jaya,6637
2023-12-01,Pulau Pinang,Seberang Jaya,7000
2024-01-01,Pulau Pinang,Seberang Jaya,8015
2024-02-01,Pulau Pinang,Seberang Jaya,7598
2024-03-01,Pulau Pinang,Seberang Jaya,6245
2024-04-01,Pulau Pinang,Seberang Jaya,5580
2024-05-01,Pulau Pinang,Seberang Jaya,6227
2024-06-01,Pulau Pinang,Seberang Jaya,5663
2024-07-01,Pulau Pinang,Seberang Jaya,6870
2024-08-01,Pulau Pinang,Seberang Jaya,6092
2024-09-01,Pulau Pinang,Seberang Jaya,5924
2024-10-01,Pulau Pinang,Seberang Jaya,5788
2020-01-01,Pulau Pinang,UTC Pulau Pinang,0
2020-02-01,Pulau Pinang,UTC Pulau Pinang,
2020-03-01,Pulau Pinang,UTC Pulau Pinang,0
2020-04-01,Pulau Pinang,UTC Pulau Pinang,0
2020-05-01,Pulau Pinang,UTC Pulau Pinang,0
2020-06-01,Pulau Pinang,UTC Pulau Pinang,0
2020-07-01,Pulau Pinang,UTC Pulau Pinang,2
2020-08-01,Pulau Pinang,UTC Pulau Pinang,176
2020-09-01,Pulau Pinang,UTC Pulau Pinang,355
2020-10-01,Pulau Pinang,UTC Pulau Pinang,391
2020-11-01,Pulau Pinang,UTC Pulau Pinang,174
2020-12-01,Pulau Pinang,UTC Pulau Pinang,541
2021-01-01,Pulau Pinang,UTC Pulau Pinang,227
2021-02-01,Pulau Pinang,UTC Pulau Pinang,109
2021-03-01,Pulau Pinang,UTC Pulau Pinang,691
2021-04-01,Pulau Pinang,UTC Pulau Pinang,647
2021-05-01,Pulau Pinang,UTC Pulau Pinang,349
2021-06-01,Pulau Pinang,UTC Pulau Pinang,57
2021-07-01,Pulau Pinang,UTC Pulau Pinang,431
2021-08-01,Pulau Pinang,UTC Pulau Pinang,408
2021-09-01,Pulau Pinang,UTC Pulau Pinang,579
2021-10-01,Pulau Pinang,UTC Pulau Pinang,1581
2021-11-01,Pulau Pinang,UTC Pulau Pinang,2228
2021-12-01,Pulau Pinang,UTC Pulau Pinang,2123
2022-01-01,Pulau Pinang,UTC Pulau Pinang,1689
2022-02-01,Pulau Pinang,UTC Pulau Pinang,1854
2022-03-01,Pulau Pinang,UTC Pulau Pinang,3231
2022-04-01,Pulau Pinang,UTC Pulau Pinang,5778
2022-05-01,Pulau Pinang,UTC Pulau Pinang,7162
2022-06-01,Pulau Pinang,UTC Pulau Pinang,10092
2022-07-01,Pulau Pinang,UTC Pulau Pinang,9189
2022-08-01,Pulau Pinang,UTC Pulau Pinang,10797
2022-09-01,Pulau Pinang,UTC Pulau Pinang,10873
2022-10-01,Pulau Pinang,UTC Pulau Pinang,11312
2022-11-01,Pulau Pinang,UTC Pulau Pinang,10073
2022-12-01,Pulau Pinang,UTC Pulau Pinang,11339
2023-01-01,Pulau Pinang,UTC Pulau Pinang,9832
2023-02-01,Pulau Pinang,UTC Pulau Pinang,10932
2023-03-01,Pulau Pinang,UTC Pulau Pinang,11167
2023-04-01,Pulau Pinang,UTC Pulau Pinang,9546
2023-05-01,Pulau Pinang,UTC Pulau Pinang,10375
2023-06-01,Pulau Pinang,UTC Pulau Pinang,9788
2023-07-01,Pulau Pinang,UTC Pulau Pinang,9571
2023-08-01,Pulau Pinang,UTC Pulau Pinang,9321
2023-09-01,Pulau Pinang,UTC Pulau Pinang,8799
2023-10-01,Pulau Pinang,UTC Pulau Pinang,9520
2023-11-01,Pulau Pinang,UTC Pulau Pinang,8559
2023-12-01,Pulau Pinang,UTC Pulau Pinang,9407
2024-01-01,Pulau Pinang,UTC Pulau Pinang,8844
2024-02-01,Pulau Pinang,UTC Pulau Pinang,8989
2024-03-01,Pulau Pinang,UTC Pulau Pinang,9375
2024-04-01,Pulau Pinang,UTC Pulau Pinang,8042
2024-05-01,Pulau Pinang,UTC Pulau Pinang,8673
2024-06-01,Pulau Pinang,UTC Pulau Pinang,8161
2024-07-01,Pulau Pinang,UTC Pulau Pinang,8264
2024-08-01,Pulau Pinang,UTC Pulau Pinang,8244
2024-09-01,Pulau Pinang,UTC Pulau Pinang,7771
2024-10-01,Pulau Pinang,UTC Pulau Pinang,7385
2020-01-01,Sabah,Kota Kinabalu,1228
2020-02-01,Sabah,Kota Kinabalu,
2020-03-01,Sabah,Kota Kinabalu,366
2020-04-01,Sabah,Kota Kinabalu,0
2020-05-01,Sabah,Kota Kinabalu,148
2020-06-01,Sabah,Kota Kinabalu,227
2020-07-01,Sabah,Kota Kinabalu,238
2020-08-01,Sabah,Kota Kinabalu,178
2020-09-01,Sabah,Kota Kinabalu,178
2020-10-01,Sabah,Kota Kinabalu,14
2020-11-01,Sabah,Kota Kinabalu,36
2020-12-01,Sabah,Kota Kinabalu,473
2021-01-01,Sabah,Kota Kinabalu,100
2021-02-01,Sabah,Kota Kinabalu,290
2021-03-01,Sabah,Kota Kinabalu,350
2021-04-01,Sabah,Kota Kinabalu,231
2021-05-01,Sabah,Kota Kinabalu,124
2021-06-01,Sabah,Kota Kinabalu,38
2021-07-01,Sabah,Kota Kinabalu,216
2021-08-01,Sabah,Kota Kinabalu,283
2021-09-01,Sabah,Kota Kinabalu,190
2021-10-01,Sabah,Kota Kinabalu,548
2021-11-01,Sabah,Kota Kinabalu,1123
2021-12-01,Sabah,Kota Kinabalu,1078
2022-01-01,Sabah,Kota Kinabalu,750
2022-02-01,Sabah,Kota Kinabalu,677
2022-03-01,Sabah,Kota Kinabalu,1526
2022-04-01,Sabah,Kota Kinabalu,1774
2022-05-01,Sabah,Kota Kinabalu,1612
2022-06-01,Sabah,Kota Kinabalu,1921
2022-07-01,Sabah,Kota Kinabalu,1352
2022-08-01,Sabah,Kota Kinabalu,1864
2022-09-01,Sabah,Kota Kinabalu,1601
2022-10-01,Sabah,Kota Kinabalu,1663
