date,state,office,passports
2024-08-01,Melaka,Melaka,2929
2024-09-01,Melaka,Melaka,3429
2024-10-01,Melaka,Melaka,3036
2020-01-01,Melaka,UTC Melaka,4448
2020-02-01,Melaka,UTC Melaka,
2020-03-01,Melaka,UTC Melaka,1020
2020-04-01,Melaka,UTC Melaka,0
2020-05-01,Melaka,UTC Melaka,0
2020-06-01,Melaka,UTC Melaka,98
2020-07-01,Melaka,UTC Melaka,346
2020-08-01,Melaka,UTC Melaka,263
2020-09-01,Melaka,UTC Melaka,256
2020-10-01,Melaka,UTC Melaka,241
2020-11-01,Melaka,UTC Melaka,169
2020-12-01,Melaka,UTC Melaka,202
2021-01-01,Melaka,UTC Melaka,101
2021-02-01,Melaka,UTC Melaka,24
2021-03-01,Melaka,UTC Melaka,198
2021-04-01,Melaka,UTC Melaka,171
2021-05-01,Melaka,UTC Melaka,100
2021-06-01,Melaka,UTC Melaka,5
2021-07-01,Melaka,UTC Melaka,32
2021-08-01,Melaka,UTC Melaka,56
2021-09-01,Melaka,UTC Melaka,346
2021-10-01,Melaka,UTC Melaka,791
2021-11-01,Melaka,UTC Melaka,1188
2021-12-01,Melaka,UTC Melaka,1415
2022-01-01,Melaka,UTC Melaka,1176
2022-02-01,Melaka,UTC Melaka,1449
2022-03-01,Melaka,UTC Melaka,1959
2022-04-01,Melaka,UTC Melaka,2827
2022-05-01,Melaka,UTC Melaka,4356
2022-06-01,Melaka,UTC Melaka,6011
2022-07-01,Melaka,UTC Melaka,5233
2022-08-01,Melaka,UTC Melaka,5885
2022-09-01,Melaka,UTC Melaka,5806
2022-10-01,Melaka,UTC Melaka,6252
2022-11-01,Melaka,UTC Melaka,5603
2022-12-01,Melaka,UTC Melaka,6392
2023-01-01,Melaka,UTC Melaka,5590
2023-02-01,Melaka,UTC Melaka,6041
2023-03-01,Melaka,UTC Melaka,5317
2023-04-01,Melaka,UTC Melaka,4835
2023-05-01,Melaka,UTC Melaka,5928
2023-06-01,Melaka,UTC Melaka,5299
2023-07-01,Melaka,UTC Melaka,5655
2023-08-01,Melaka,UTC Melaka,5126
2023-09-01,Melaka,UTC Melaka,5109
2023-10-01,Melaka,UTC Melaka,5150
2023-11-01,Melaka,UTC Melaka,5208
2023-12-01,Melaka,UTC Melaka,5608
2024-01-01,Melaka,UTC Melaka,5787
2024-02-01,Melaka,UTC Melaka,5058
2024-03-01,Melaka,UTC Melaka,4671
2024-04-01,Melaka,UTC Melaka,4465
2024-05-01,Melaka,UTC Melaka,5245
2024-06-01,Melaka,UTC Melaka,4889
2024-07-01,Melaka,UTC Melaka,4872
2024-08-01,Melaka,UTC Melaka,4798
2024-09-01,Melaka,UTC Melaka,4897
2024-10-01,Melaka,UTC Melaka,4663
2020-01-01,Negeri Sembilan,Port Dickson,807
2020-02-01,Negeri Sembilan,Port Dickson,
2020-03-01,Negeri Sembilan,Port Dickson,185
2020-04-01,Negeri Sembilan,Port Dickson,0
2020-05-01,Negeri Sembilan,Port Dickson,57
2020-06-01,Negeri Sembilan,Port Dickson,388
2020-07-01,Negeri Sembilan,Port Dickson,136
2020-08-01,Negeri Sembilan,Port Dickson,101
2020-09-01,Negeri Sembilan,Port Dickson,59
2020-10-01,Negeri Sembilan,Port Dickson,46
2020-11-01,Negeri Sembilan,Port Dickson,31
2020-12-01,Negeri Sembilan,Port Dickson,39
2021-01-01,Negeri Sembilan,Port Dickson,21
2021-02-01,Negeri Sembilan,Port Dickson,43
2021-03-01,Negeri Sembilan,Port Dickson,78
2021-04-01,Negeri Sembilan,Port Dickson,77
2021-05-01,Negeri Sembilan,Port Dickson,73
2021-06-01,Negeri Sembilan,Port Dickson,88
2021-07-01,Negeri Sembilan,Port Dickson,327
2021-08-01,Negeri Sembilan,Port Dickson,110
2021-09-01,Negeri Sembilan,Port Dickson,102
2021-10-01,Negeri Sembilan,Port Dickson,177
2021-11-01,Negeri Sembilan,Port Dickson,216
2021-12-01,Negeri Sembilan,Port Dickson,246
2022-01-01,Negeri Sembilan,Port Dickson,162
2022-02-01,Negeri Sembilan,Port Dickson,204
2022-03-01,Negeri Sembilan,Port Dickson,458
2022-04-01,Negeri Sembilan,Port Dickson,991
2022-05-01,Negeri Sembilan,Port Dickson,1480
2022-06-01,Negeri Sembilan,Port Dickson,1756
2022-07-01,Negeri Sembilan,Port Dickson,1434
2022-08-01,Negeri Sembilan,Port Dickson,1261
2022-09-01,Negeri Sembilan,Port Dickson,1388
2022-10-01,Negeri Sembilan,Port Dickson,1333
2022-11-01,Negeri Sembilan,Port Dickson,1192
2022-12-01,Negeri Sembilan,Port Dickson,1692
2023-01-01,Negeri Sembilan,Port Dickson,1272
2023-02-01,Negeri Sembilan,Port Dickson,1712
2023-03-01,Negeri Sembilan,Port Dickson,1420
2023-04-01,Negeri Sembilan,Port Dickson,1089
2023-05-01,Negeri Sembilan,Port Dickson,1378
2023-06-01,Negeri Sembilan,Port Dickson,1143
2023-07-01,Negeri Sembilan,Port Dickson,1239
2023-08-01,Negeri Sembilan,Port Dickson,1077
2023-09-01,Negeri Sembilan,Port Dickson,984
2023-10-01,Negeri Sembilan,Port Dickson,1098
2023-11-01,Negeri Sembilan,Port Dickson,1179
2023-12-01,Negeri Sembilan,Port Dickson,1427
2024-01-01,Negeri Sembilan,Port Dickson,1361
2024-02-01,Negeri Sembilan,Port Dickson,1344
2024-03-01,Negeri Sembilan,Port Dickson,1095
2024-04-01,Negeri Sembilan,Port Dickson,987
2024-05-01,Negeri Sembilan,Port Dickson,1302
2024-06-01,Negeri Sembilan,Port Dickson,948
2024-07-01,Negeri Sembilan,Port Dickson,1176
2024-08-01,Negeri Sembilan,Port Dickson,1345
2024-09-01,Negeri Sembilan,Port Dickson,1373
2024-10-01,Negeri Sembilan,Port Dickson,1098
2020-01-01,Negeri Sembilan,UTC Seremban,5506
2020-02-01,Negeri Sembilan,UTC Seremban,
2020-03-01,Negeri Sembilan,UTC Seremban,1360
2020-04-01,Negeri Sembilan,UTC Seremban,0
2020-05-01,Negeri Sembilan,UTC Seremban,0
2020-06-01,Negeri Sembilan,UTC Seremban,127
2020-07-01,Negeri Sembilan,UTC Seremban,416
2020-08-01,Negeri Sembilan,UTC Seremban,361
2020-09-01,Negeri Sembilan,UTC Seremban,335
2020-10-01,Negeri Sembilan,UTC Seremban,406
2020-11-01,Negeri Sembilan,UTC Seremban,130
2020-12-01,Negeri Sembilan,UTC Seremban,310
2021-01-01,Negeri Sembilan,UTC Seremban,331
2021-02-01,Negeri Sembilan,UTC Seremban,377
2021-03-01,Negeri Sembilan,UTC Seremban,529
2021-04-01,Negeri Sembilan,UTC Seremban,421
2021-05-01,Negeri Sembilan,UTC Seremban,309
2021-06-01,Negeri Sembilan,UTC Seremban,55
2021-07-01,Negeri Sembilan,UTC Seremban,230
2021-08-01,Negeri Sembilan,UTC Seremban,312
2021-09-01,Negeri Sembilan,UTC Seremban,783
2021-10-01,Negeri Sembilan,UTC Seremban,1189
2021-11-01,Negeri Sembilan,UTC Seremban,1938
2021-12-01,Negeri Sembilan,UTC Seremban,2172
2022-01-01,Negeri Sembilan,UTC Seremban,1543
2022-02-01,Negeri Sembilan,UTC Seremban,1679
2022-03-01,Negeri Sembilan,UTC Seremban,2865
2022-04-01,Negeri Sembilan,UTC Seremban,5497
2022-05-01,Negeri Sembilan,UTC Seremban,6949
2022-06-01,Negeri Sembilan,UTC Seremban,8735
2022-07-01,Negeri Sembilan,UTC Seremban,7857
2022-08-01,Negeri Sembilan,UTC Seremban,9306
2022-09-01,Negeri Sembilan,UTC Seremban,9543
2022-10-01,Negeri Sembilan,UTC Seremban,9206
2022-11-01,Negeri Sembilan,UTC Seremban,8750
2022-12-01,Negeri Sembilan,UTC Seremban,10590
2023-01-01,Negeri Sembilan,UTC Seremban,8732
2023-02-01,Negeri Sembilan,UTC Seremban,9393
2023-03-01,Negeri Sembilan,UTC Seremban,8773
2023-04-01,Negeri Sembilan,UTC Seremban,7027
2023-05-01,Negeri Sembilan,UTC Seremban,8394
2023-06-01,Negeri Sembilan,UTC Seremban,7511
2023-07-01,Negeri Sembilan,UTC Seremban,8266
2023-08-01,Negeri Sembilan,UTC Seremban,7954
2023-09-01,Negeri Sembilan,UTC Seremban,7678
2023-10-01,Negeri Sembilan,UTC Seremban,8462
2023-11-01,Negeri Sembilan,UTC Seremban,7383
2023-12-01,Negeri Sembilan,UTC Seremban,9454
2024-01-01,Negeri Sembilan,UTC Seremban,8731
2024-02-01,Negeri Sembilan,UTC Seremban,8779
2024-03-01,Negeri Sembilan,UTC Seremban,7417
2024-04-01,Negeri Sembilan,UTC Seremban,6681
2024-05-01,Negeri Sembilan,UTC Seremban,7710
2024-06-01,Negeri Sembilan,UTC Seremban,7233
2024-07-01,Negeri Sembilan,UTC Seremban,7372
2024-08-01,Negeri Sembilan,UTC Seremban,7502
2024-09-01,Negeri Sembilan,UTC Seremban,7811
2024-10-01,Negeri Sembilan,UTC Seremban,7263
2020-01-01,Overseas,Hong Kong,225
2020-02-01,Overseas,Hong Kong,
2020-03-01,Overseas,Hong Kong,123
2020-04-01,Overseas,Hong Kong,74
2020-05-01,Overseas,Hong Kong,119
2020-06-01,Overseas,Hong Kong,144
2020-07-01,Overseas,Hong Kong,114
2020-08-01,Overseas,Hong Kong,125
2020-09-01,Overseas,Hong Kong,146
2020-10-01,Overseas,Hong Kong,147
2020-11-01,Overseas,Hong Kong,211
2020-12-01,Overseas,Hong Kong,177
2021-01-01,Overseas,Hong Kong,194
2021-02-01,Overseas,Hong Kong,187
2021-03-01,Overseas,Hong Kong,272
2021-04-01,Overseas,Hong Kong,234
2021-05-01,Overseas,Hong Kong,187
2021-06-01,Overseas,Hong Kong,167
2021-07-01,Overseas,Hong Kong,209
2021-08-01,Overseas,Hong Kong,228
2021-09-01,Overseas,Hong Kong,174
2021-10-01,Overseas,Hong Kong,144
2021-11-01,Overseas,Hong Kong,176
2021-12-01,Overseas,Hong Kong,188
2022-01-01,Overseas,Hong Kong,179
2022-02-01,Overseas,Hong Kong,96
2022-03-01,Overseas,Hong Kong,261
2022-04-01,Overseas,Hong Kong,332
2022-05-01,Overseas,Hong Kong,279
2022-06-01,Overseas,Hong Kong,248
2022-07-01,Overseas,Hong Kong,213
2022-08-01,Overseas,Hong Kong,274
2022-09-01,Overseas,Hong Kong,219
2022-10-01,Overseas,Hong Kong,247
2022-11-01,Overseas,Hong Kong,265
2022-12-01,Overseas,Hong Kong,298
2023-01-01,Overseas,Hong Kong,344
2023-02-01,Overseas,Hong Kong,405
2023-03-01,Overseas,Hong Kong,404
2023-04-01,Overseas,Hong Kong,294
2023-05-01,Overseas,Hong Kong,251
2023-06-01,Overseas,Hong Kong,253
2023-07-01,Overseas,Hong Kong,235
2023-08-01,Overseas,Hong Kong,232
2023-09-01,Overseas,Hong Kong,165
2023-10-01,Overseas,Hong Kong,189
2023-11-01,Overseas,Hong Kong,235
2023-12-01,Overseas,Hong Kong,213
2024-01-01,Overseas,Hong Kong,266
2024-02-01,Overseas,Hong Kong,205
2024-03-01,Overseas,Hong Kong,233
2024-04-01,Overseas,Hong Kong,222
2024-05-01,Overseas,Hong Kong,234
2024-06-01,Overseas,Hong Kong,170
2024-07-01,Overseas,Hong Kong,225
2024-08-01,Overseas,Hong Kong,210
2024-09-01,Overseas,Hong Kong,169
2024-10-01,Overseas,Hong Kong,201
2020-01-01,Overseas,Jakarta,74
2020-02-01,Overseas,Jakarta,
2020-03-01,Overseas,Jakarta,57
2020-04-01,Overseas,Jakarta,25
2020-05-01,Overseas,Jakarta,12
2020-06-01,Overseas,Jakarta,50
2020-07-01,Overseas,Jakarta,84
2020-08-01,Overseas,Jakarta,56
2020-09-01,Overseas,Jakarta,121
2020-10-01,Overseas,Jakarta,66
2020-11-01,Overseas,Jakarta,88
2020-12-01,Overseas,Jakarta,99
2021-01-01,Overseas,Jakarta,95
2021-02-01,Overseas,Jakarta,95
2021-03-01,Overseas,Jakarta,140
2021-04-01,Overseas,Jakarta,143
2021-05-01,Overseas,Jakarta,86
2021-06-01,Overseas,Jakarta,143
2021-07-01,Overseas,Jakarta,29
2021-08-01,Overseas,Jakarta,160
2021-09-01,Overseas,Jakarta,132
2021-10-01,Overseas,Jakarta,110
2021-11-01,Overseas,Jakarta,103
2021-12-01,Overseas,Jakarta,109
2022-01-01,Overseas,Jakarta,99
2022-02-01,Overseas,Jakarta,78
2022-03-01,Overseas,Jakarta,120
2022-04-01,Overseas,Jakarta,92
2022-05-01,Overseas,Jakarta,82
2022-06-01,Overseas,Jakarta,132
2022-07-01,Overseas,Jakarta,63
2022-08-01,Overseas,Jakarta,95
2022-09-01,Overseas,Jakarta,72
2022-10-01,Overseas,Jakarta,75
2022-11-01,Overseas,Jakarta,72
2022-12-01,Overseas,Jakarta,56
2023-01-01,Overseas,Jakarta,82
2023-02-01,Overseas,Jakarta,67
2023-03-01,Overseas,Jakarta,92
2023-04-01,Overseas,Jakarta,28
2023-05-01,Overseas,Jakarta,95
2023-06-01,Overseas,Jakarta,67
2023-07-01,Overseas,Jakarta,91
2023-08-01,Overseas,Jakarta,56
2023-09-01,Overseas,Jakarta,52
2023-10-01,Overseas,Jakarta,73
2023-11-01,Overseas,Jakarta,45
2023-12-01,Overseas,Jakarta,57
2024-01-01,Overseas,Jakarta,74
2024-02-01,Overseas,Jakarta,53
2024-03-01,Overseas,Jakarta,60
2024-04-01,Overseas,Jakarta,62
2024-05-01,Overseas,Jakarta,60
2024-06-01,Overseas,Jakarta,72
2024-07-01,Overseas,Jakarta,87
2024-08-01,Overseas,Jakarta,52
2024-09-01,Overseas,Jakarta,53
2024-10-01,Overseas,Jakarta,54
2020-01-01,Overseas,Jeddah,69
2020-02-01,Overseas,Jeddah,
2020-03-01,Overseas,Jeddah,54
2020-04-01,Overseas,Jeddah,4
2020-05-01,Overseas,Jeddah,24
2020-06-01,Overseas,Jeddah,70
2020-07-01,Overseas,Jeddah,129
2020-08-01,Overseas,Jeddah,113
2020-09-01,Overseas,Jeddah,152
2020-10-01,Overseas,Jeddah,120
2020-11-01,Overseas,Jeddah,125
2020-12-01,Overseas,Jeddah,123
2021-01-01,Overseas,Jeddah,114
2021-02-01,Overseas,Jeddah,70
2021-03-01,Overseas,Jeddah,89
2021-04-01,Overseas,Jeddah,57
2021-05-01,Overseas,Jeddah,61
2021-06-01,Overseas,Jeddah,56
2021-07-01,Overseas,Jeddah,67
2021-08-01,Overseas,Jeddah,78
2021-09-01,Overseas,Jeddah,41
2021-10-01,Overseas,Jeddah,75
2021-11-01,Overseas,Jeddah,60
2021-12-01,Overseas,Jeddah,45
2022-01-01,Overseas,Jeddah,62
2022-02-01,Overseas,Jeddah,51
2022-03-01,Overseas,Jeddah,89
2022-04-01,Overseas,Jeddah,36
2022-05-01,Overseas,Jeddah,47
2022-06-01,Overseas,Jeddah,62
2022-07-01,Overseas,Jeddah,41
2022-08-01,Overseas,Jeddah,53
2022-09-01,Overseas,Jeddah,49
2022-10-01,Overseas,Jeddah,42
2022-11-01,Overseas,Jeddah,30
2022-12-01,Overseas,Jeddah,53
2023-01-01,Overseas,Jeddah,54
2023-02-01,Overseas,Jeddah,54
2023-03-01,Overseas,Jeddah,95
2023-04-01,Overseas,Jeddah,38
2023-05-01,Overseas,Jeddah,64
2023-06-01,Overseas,Jeddah,36
2023-07-01,Overseas,Jeddah,49
2023-08-01,Overseas,Jeddah,60
2023-09-01,Overseas,Jeddah,38
2023-10-01,Overseas,Jeddah,35
2023-11-01,Overseas,Jeddah,75
2023-12-01,Overseas,Jeddah,56
2024-01-01,Overseas,Jeddah,91
2024-02-01,Overseas,Jeddah,104
2024-03-01,Overseas,Jeddah,49
2024-04-01,Overseas,Jeddah,38
2024-05-01,Overseas,Jeddah,56
2024-06-01,Overseas,Jeddah,40
2024-07-01,Overseas,Jeddah,77
2024-08-01,Overseas,Jeddah,58
2024-09-01,Overseas,Jeddah,52
2024-10-01,Overseas,Jeddah,29
2020-01-01,Overseas,London,603
2020-02-01,Overseas,London,
2020-03-01,Overseas,London,359
2020-04-01,Overseas,London,61
2020-05-01,Overseas,London,106
2020-06-01,Overseas,London,382
2020-07-01,Overseas,London,556
2020-08-01,Overseas,London,643
2020-09-01,Overseas,London,586
2020-10-01,Overseas,London,572
2020-11-01,Overseas,London,431
2020-12-01,Overseas,London,437
2021-01-01,Overseas,London,423
2021-02-01,Overseas,London,537
2021-03-01,Overseas,London,652
2021-04-01,Overseas,London,762
2021-05-01,Overseas,London,698
2021-06-01,Overseas,London,1020
2021-07-01,Overseas,London,967
2021-08-01,Overseas,London,842
2021-09-01,Overseas,London,1123
2021-10-01,Overseas,London,1024
2021-11-01,Overseas,London,1254
2021-12-01,Overseas,London,910
2022-01-01,Overseas,London,788
2022-02-01,Overseas,London,837
2022-03-01,Overseas,London,1416
2022-04-01,Overseas,London,1051
2022-05-01,Overseas,London,1175
2022-06-01,Overseas,London,1083
2022-07-01,Overseas,London,1014
2022-08-01,Overseas,London,1288
2022-09-01,Overseas,London,839
2022-10-01,Overseas,London,811
2022-11-01,Overseas,London,627
2022-12-01,Overseas,London,602
2023-01-01,Overseas,London,771
2023-02-01,Overseas,London,955
2023-03-01,Overseas,London,892
2023-04-01,Overseas,London,897
2023-05-01,Overseas,London,753
2023-06-01,Overseas,London,754
2023-07-01,Overseas,London,727
2023-08-01,Overseas,London,792
2023-09-01,Overseas,London,572
2023-10-01,Overseas,London,724
2023-11-01,Overseas,London,609
2023-12-01,Overseas,London,533
2024-01-01,Overseas,London,744
2024-02-01,Overseas,London,865
2024-03-01,Overseas,London,621
2024-04-01,Overseas,London,747
2024-05-01,Overseas,London,783
2024-06-01,Overseas,London,624
2024-07-01,Overseas,London,771
2024-08-01,Overseas,London,695
2024-09-01,Overseas,London,600
2024-10-01,Overseas,London,662
2020-01-01,Overseas,Melbourne,748
2020-02-01,Overseas,Melbourne,
2020-03-01,Overseas,Melbourne,371
2020-04-01,Overseas,Melbourne,153
2020-05-01,Overseas,Melbourne,182
2020-06-01,Overseas,Melbourne,243
2020-07-01,Overseas,Melbourne,427
2020-08-01,Overseas,Melbourne,113
2020-09-01,Overseas,Melbourne,170
2020-10-01,Overseas,Melbourne,182
2020-11-01,Overseas,Melbourne,388
2020-12-01,Overseas,Melbourne,579
2021-01-01,Overseas,Melbourne,705
2021-02-01,Overseas,Melbourne,573
2021-03-01,Overseas,Melbourne,905
2021-04-01,Overseas,Melbourne,908
2021-05-01,Overseas,Melbourne,807
2021-06-01,Overseas,Melbourne,799
2021-07-01,Overseas,Melbourne,700
2021-08-01,Overseas,Melbourne,599
2021-09-01,Overseas,Melbourne,646
2021-10-01,Overseas,Melbourne,830
2021-11-01,Overseas,Melbourne,1069
2021-12-01,Overseas,Melbourne,1201
2022-01-01,Overseas,Melbourne,877
2022-02-01,Overseas,Melbourne,834
2022-03-01,Overseas,Melbourne,1002
2022-04-01,Overseas,Melbourne,547
2022-05-01,Overseas,Melbourne,563
2022-06-01,Overseas,Melbourne,1304
2022-07-01,Overseas,Melbourne,2986
2022-08-01,Overseas,Melbourne,2539
2022-09-01,Overseas,Melbourne,1348
2022-10-01,Overseas,Melbourne,1227
2022-11-01,Overseas,Melbourne,993
2022-12-01,Overseas,Melbourne,685
2023-01-01,Overseas,Melbourne,740
2023-02-01,Overseas,Melbourne,903
2023-03-01,Overseas,Melbourne,764
2023-04-01,Overseas,Melbourne,633
2023-05-01,Overseas,Melbourne,802
2023-06-01,Overseas,Melbourne,471
2023-07-01,Overseas,Melbourne,839
2023-08-01,Overseas,Melbourne,641
2023-09-01,Overseas,Melbourne,623
2023-10-01,Overseas,Melbourne,555
2023-11-01,Overseas,Melbourne,719
2023-12-01,Overseas,Melbourne,500
2024-01-01,Overseas,Melbourne,666
2024-02-01,Overseas,Melbourne,648
2024-03-01,Overseas,Melbourne,743
2024-04-01,Overseas,Melbourne,533
2024-05-01,Overseas,Melbourne,747
2024-06-01,Overseas,Melbourne,412
2024-07-01,Overseas,Melbourne,703
2024-08-01,Overseas,Melbourne,724
2024-09-01,Overseas,Melbourne,558
2024-10-01,Overseas,Melbourne,683
2020-01-01,Overseas,New York,306
2020-02-01,Overseas,New York,
2020-03-01,Overseas,New York,182
2020-04-01,Overseas,New York,51
2020-05-01,Overseas,New York,115
2020-06-01,Overseas,New York,183
2020-07-01,Overseas,New York,289
2020-08-01,Overseas,New York,244
2020-09-01,Overseas,New York,293
2020-10-01,Overseas,New York,445
2020-11-01,Overseas,New York,220
2020-12-01,Overseas,New York,231
2021-01-01,Overseas,New York,204
2021-02-01,Overseas,New York,413
2021-03-01,Overseas,New York,319
2021-04-01,Overseas,New York,584
2021-05-01,Overseas,New York,431
2021-06-01,Overseas,New York,603
2021-07-01,Overseas,New York,446
2021-08-01,Overseas,New York,524
2021-09-01,Overseas,New York,494
2021-10-01,Overseas,New York,450
2021-11-01,Overseas,New York,579
2021-12-01,Overseas,New York,548
2022-01-01,Overseas,New York,417
2022-02-01,Overseas,New York,447
2022-03-01,Overseas,New York,722
2022-04-01,Overseas,New York,582
2022-05-01,Overseas,New York,482
2022-06-01,Overseas,New York,754
2022-07-01,Overseas,New York,437
2022-08-01,Overseas,New York,551
2022-09-01,Overseas,New York,462
2022-10-01,Overseas,New York,432
2022-11-01,Overseas,New York,473
2022-12-01,Overseas,New York,492
2023-01-01,Overseas,New York,404
2023-02-01,Overseas,New York,457
2023-03-01,Overseas,New York,511
2023-04-01,Overseas,New York,411
2023-05-01,Overseas,New York,446
2023-06-01,Overseas,New York,348
2023-07-01,Overseas,New York,383
2023-08-01,Overseas,New York,416
2023-09-01,Overseas,New York,299
2023-10-01,Overseas,New York,362
2023-11-01,Overseas,New York,313
2023-12-01,Overseas,New York,279
2024-01-01,Overseas,New York,373
2024-02-01,Overseas,New York,333
2024-03-01,Overseas,New York,334
2024-04-01,Overseas,New York,439
2024-05-01,Overseas,New York,386
2024-06-01,Overseas,New York,281
2024-07-01,Overseas,New York,315
2024-08-01,Overseas,New York,287
2024-09-01,Overseas,New York,257
2024-10-01,Overseas,New York,276
2020-01-01,Overseas,Singapore,1838
2020-02-01,Overseas,Singapore,
2020-03-01,Overseas,Singapore,1719
2020-04-01,Overseas,Singapore,736
2020-05-01,Overseas,Singapore,660
2020-06-01,Overseas,Singapore,2477
2020-07-01,Overseas,Singapore,3779
2020-08-01,Overseas,Singapore,4620
2020-09-01,Overseas,Singapore,4404
2020-10-01,Overseas,Singapore,3295
2020-11-01,Overseas,Singapore,3908
2020-12-01,Overseas,Singapore,4886
2021-01-01,Overseas,Singapore,3669
2021-02-01,Overseas,Singapore,3238
2021-03-01,Overseas,Singapore,4101
2021-04-01,Overseas,Singapore,2725
2021-05-01,Overseas,Singapore,1956
2021-06-01,Overseas,Singapore,2491
2021-07-01,Overseas,Singapore,2449
2021-08-01,Overseas,Singapore,1899
2021-09-01,Overseas,Singapore,1815
2021-10-01,Overseas,Singapore,2471
2021-11-01,Overseas,Singapore,2872
2021-12-01,Overseas,Singapore,2781
2022-01-01,Overseas,Singapore,1991
2022-02-01,Overseas,Singapore,2074
2022-03-01,Overseas,Singapore,2550
2022-04-01,Overseas,Singapore,2186
2022-05-01,Overseas,Singapore,1812
2022-06-01,Overseas,Singapore,1744
2022-07-01,Overseas,Singapore,1784
2022-08-01,Overseas,Singapore,1948
2022-09-01,Overseas,Singapore,1944
2022-10-01,Overseas,Singapore,1044
2022-11-01,Overseas,Singapore,1373
2022-12-01,Overseas,Singapore,1164
2023-01-01,Overseas,Singapore,1144
2023-02-01,Overseas,Singapore,1193
2023-03-01,Overseas,Singapore,1315
2023-04-01,Overseas,Singapore,814
2023-05-01,Overseas,Singapore,1176
2023-06-01,Overseas,Singapore,1093
2023-07-01,Overseas,Singapore,1035
2023-08-01,Overseas,Singapore,1176
2023-09-01,Overseas,Singapore,941
2023-10-01,Overseas,Singapore,1144
2023-11-01,Overseas,Singapore,1112
2023-12-01,Overseas,Singapore,1092
2024-01-01,Overseas,Singapore,1599
2024-02-01,Overseas,Singapore,1300
2024-03-01,Overseas,Singapore,1952
2024-04-01,Overseas,Singapore,1569
2024-05-01,Overseas,Singapore,1740
2024-06-01,Overseas,Singapore,1262
2024-07-01,Overseas,Singapore,1377
2024-08-01,Overseas,Singapore,1117
2024-09-01,Overseas,Singapore,1096
2024-10-01,Overseas,Singapore,1214
2020-01-01,Pahang,Cameron Highland,236
2020-02-01,Pahang,Cameron Highland,
2020-03-01,Pahang,Cameron Highland,31
2020-04-01,Pahang,Cameron Highland,0
2020-05-01,Pahang,Cameron Highland,0
2020-06-01,Pahang,Cameron Highland,1
2020-07-01,Pahang,Cameron Highland,6
2020-08-01,Pahang,Cameron Highland,2
2020-09-01,Pahang,Cameron Highland,3
2020-10-01,Pahang,Cameron Highland,6
2020-11-01,Pahang,Cameron Highland,8
2020-12-01,Pahang,Cameron Highland,6
2021-01-01,Pahang,Cameron Highland,11
2021-02-01,Pahang,Cameron Highland,5
2021-03-01,Pahang,Cameron Highland,6
2021-04-01,Pahang,Cameron Highland,3
2021-05-01,Pahang,Cameron Highland,3
2021-06-01,Pahang,Cameron Highland,0
2021-07-01,Pahang,Cameron Highland,11
2021-08-01,Pahang,Cameron Highland,16
2021-09-01,Pahang,Cameron Highland,18
2021-10-01,Pahang,Cameron Highland,26
2021-11-01,Pahang,Cameron Highland,38
2021-12-01,Pahang,Cameron Highland,48
2022-01-01,Pahang,Cameron Highland,39
2022-02-01,Pahang,Cameron Highland,37
2022-03-01,Pahang,Cameron Highland,93
2022-04-01,Pahang,Cameron Highland,219
2022-05-01,Pahang,Cameron Highland,368
2022-06-01,Pahang,Cameron Highland,497
2022-07-01,Pahang,Cameron Highland,516
2022-08-01,Pahang,Cameron Highland,533
2022-09-01,Pahang,Cameron Highland,637
2022-10-01,Pahang,Cameron Highland,584
2022-11-01,Pahang,Cameron Highland,544
2022-12-01,Pahang,Cameron Highland,722
2023-01-01,Pahang,Cameron Highland,569
2023-02-01,Pahang,Cameron Highland,634
2023-03-01,Pahang,Cameron Highland,670
2023-04-01,Pahang,Cameron Highland,540
2023-05-01,Pahang,Cameron Highland,438
2023-06-01,Pahang,Cameron Highland,406
2023-07-01,Pahang,Cameron Highland,396
2023-08-01,Pahang,Cameron Highland,420
2023-09-01,Pahang,Cameron Highland,390
2023-10-01,Pahang,Cameron Highland,354
2023-11-01,Pahang,Cameron Highland,411
2023-12-01,Pahang,Cameron Highland,361
2024-01-01,Pahang,Cameron Highland,467
2024-02-01,Pahang,Cameron Highland,580
2024-03-01,Pahang,Cameron Highland,415
2024-04-01,Pahang,Cameron Highland,385
2024-05-01,Pahang,Cameron Highland,405
2024-06-01,Pahang,Cameron Highland,302
2024-07-01,Pahang,Cameron Highland,305
2024-08-01,Pahang,Cameron Highland,291
2024-09-01,Pahang,Cameron Highland,367
2024-10-01,Pahang,Cameron Highland,308
2020-01-01,Pahang,Raub,1286
2020-02-01,Pahang,Raub,
2020-03-01,Pahang,Raub,212
2020-04-01,Pahang,Raub,0
2020-05-01,Pahang,Raub,0
2020-06-01,Pahang,Raub,48
2020-07-01,Pahang,Raub,57
2020-08-01,Pahang,Raub,54
2020-09-01,Pahang,Raub,58
2020-10-01,Pahang,Raub,42
2020-11-01,Pahang,Raub,47
2020-12-01,Pahang,Raub,50
2021-01-01,Pahang,Raub,41
2021-02-01,Pahang,Raub,38
2021-03-01,Pahang,Raub,63
2021-04-01,Pahang,Raub,67
2021-05-01,Pahang,Raub,9
2021-06-01,Pahang,Raub,14
2021-07-01,Pahang,Raub,79
2021-08-01,Pahang,Raub,54
2021-09-01,Pahang,Raub,66
2021-10-01,Pahang,Raub,170
2021-11-01,Pahang,Raub,242
