series,state,district,date,sector,value
growth_yoy,Sabah,Tenom,2017-01-01,p0,6.1
growth_yoy,Sabah,Tenom,2017-01-01,p1,18.1
growth_yoy,Sabah,Tenom,2017-01-01,p2,
growth_yoy,Sabah,Tenom,2017-01-01,p3,4.4
growth_yoy,Sabah,Tenom,2017-01-01,p4,-20.9
growth_yoy,Sabah,Tenom,2017-01-01,p5,4.1
growth_yoy,Sabah,Tenom,2018-01-01,p0,0.4
growth_yoy,Sabah,Tenom,2018-01-01,p1,-17.8
growth_yoy,Sabah,Tenom,2018-01-01,p2,
growth_yoy,Sabah,Tenom,2018-01-01,p3,6.4
growth_yoy,Sabah,Tenom,2018-01-01,p4,56.0
growth_yoy,Sabah,Tenom,2018-01-01,p5,3.6
growth_yoy,Sabah,Tenom,2019-01-01,p0,3.0
growth_yoy,Sabah,Tenom,2019-01-01,p1,2.1
growth_yoy,Sabah,Tenom,2019-01-01,p2,
growth_yoy,Sabah,Tenom,2019-01-01,p3,-6.7
growth_yoy,Sabah,Tenom,2019-01-01,p4,38.4
growth_yoy,Sabah,Tenom,2019-01-01,p5,3.1
growth_yoy,Sabah,Tenom,2020-01-01,p0,-0.7
growth_yoy,Sabah,Tenom,2020-01-01,p1,-2.8
growth_yoy,Sabah,Tenom,2020-01-01,p2,
growth_yoy,Sabah,Tenom,2020-01-01,p3,-6.3
growth_yoy,Sabah,Tenom,2020-01-01,p4,46.5
growth_yoy,Sabah,Tenom,2020-01-01,p5,-2.1
growth_yoy,Sabah,Tongod,2016-01-01,p0,-1.3
growth_yoy,Sabah,Tongod,2016-01-01,p1,2.7
growth_yoy,Sabah,Tongod,2016-01-01,p2,
growth_yoy,Sabah,Tongod,2016-01-01,p3,-5.4
growth_yoy,Sabah,Tongod,2016-01-01,p4,-4.3
growth_yoy,Sabah,Tongod,2016-01-01,p5,1.4
growth_yoy,Sabah,Tongod,2017-01-01,p0,7.6
growth_yoy,Sabah,Tongod,2017-01-01,p1,18.0
growth_yoy,Sabah,Tongod,2017-01-01,p2,
growth_yoy,Sabah,Tongod,2017-01-01,p3,18.5
growth_yoy,Sabah,Tongod,2017-01-01,p4,-27.9
growth_yoy,Sabah,Tongod,2017-01-01,p5,4.0
growth_yoy,Sabah,Tongod,2018-01-01,p0,-6.5
growth_yoy,Sabah,Tongod,2018-01-01,p1,-9.2
growth_yoy,Sabah,Tongod,2018-01-01,p2,
growth_yoy,Sabah,Tongod,2018-01-01,p3,-7.7
growth_yoy,Sabah,Tongod,2018-01-01,p4,-55.2
growth_yoy,Sabah,Tongod,2018-01-01,p5,4.0
growth_yoy,Sabah,Tongod,2019-01-01,p0,1.1
growth_yoy,Sabah,Tongod,2019-01-01,p1,2.1
growth_yoy,Sabah,Tongod,2019-01-01,p2,
growth_yoy,Sabah,Tongod,2019-01-01,p3,-0.2
growth_yoy,Sabah,Tongod,2019-01-01,p4,-15.3
growth_yoy,Sabah,Tongod,2019-01-01,p5,3.7
growth_yoy,Sabah,Tongod,2020-01-01,p0,0.3
growth_yoy,Sabah,Tongod,2020-01-01,p1,5.2
growth_yoy,Sabah,Tongod,2020-01-01,p2,
growth_yoy,Sabah,Tongod,2020-01-01,p3,-2.0
growth_yoy,Sabah,Tongod,2020-01-01,p4,-0.7
growth_yoy,Sabah,Tongod,2020-01-01,p5,-0.1
growth_yoy,Sabah,Tuaran,2016-01-01,p0,4.6
growth_yoy,Sabah,Tuaran,2016-01-01,p1,7.1
growth_yoy,Sabah,Tuaran,2016-01-01,p2,28.5
growth_yoy,Sabah,Tuaran,2016-01-01,p3,5.2
growth_yoy,Sabah,Tuaran,2016-01-01,p4,-34.8
growth_yoy,Sabah,Tuaran,2016-01-01,p5,5.3
growth_yoy,Sabah,Tuaran,2017-01-01,p0,3.7
growth_yoy,Sabah,Tuaran,2017-01-01,p1,-0.1
growth_yoy,Sabah,Tuaran,2017-01-01,p2,9.0
growth_yoy,Sabah,Tuaran,2017-01-01,p3,-3.5
growth_yoy,Sabah,Tuaran,2017-01-01,p4,19.4
growth_yoy,Sabah,Tuaran,2017-01-01,p5,6.4
growth_yoy,Sabah,Tuaran,2018-01-01,p0,6.2
growth_yoy,Sabah,Tuaran,2018-01-01,p1,2.6
growth_yoy,Sabah,Tuaran,2018-01-01,p2,3.1
growth_yoy,Sabah,Tuaran,2018-01-01,p3,3.2
growth_yoy,Sabah,Tuaran,2018-01-01,p4,31.3
growth_yoy,Sabah,Tuaran,2018-01-01,p5,7.5
growth_yoy,Sabah,Tuaran,2019-01-01,p0,7.4
growth_yoy,Sabah,Tuaran,2019-01-01,p1,6.5
growth_yoy,Sabah,Tuaran,2019-01-01,p2,19.6
growth_yoy,Sabah,Tuaran,2019-01-01,p3,3.0
growth_yoy,Sabah,Tuaran,2019-01-01,p4,36.6
growth_yoy,Sabah,Tuaran,2019-01-01,p5,6.8
growth_yoy,Sabah,Tuaran,2020-01-01,p0,-6.7
growth_yoy,Sabah,Tuaran,2020-01-01,p1,1.5
growth_yoy,Sabah,Tuaran,2020-01-01,p2,-15.0
growth_yoy,Sabah,Tuaran,2020-01-01,p3,-2.9
growth_yoy,Sabah,Tuaran,2020-01-01,p4,-24.1
growth_yoy,Sabah,Tuaran,2020-01-01,p5,-9.7
growth_yoy,Sarawak,Asajaya,2016-01-01,p0,-0.0
growth_yoy,Sarawak,Asajaya,2016-01-01,p1,-2.3
growth_yoy,Sarawak,Asajaya,2016-01-01,p2,
growth_yoy,Sarawak,Asajaya,2016-01-01,p3,
growth_yoy,Sarawak,Asajaya,2016-01-01,p4,1.2
growth_yoy,Sarawak,Asajaya,2016-01-01,p5,4.5
growth_yoy,Sarawak,Asajaya,2017-01-01,p0,-3.5
growth_yoy,Sarawak,Asajaya,2017-01-01,p1,-0.3
growth_yoy,Sarawak,Asajaya,2017-01-01,p2,
growth_yoy,Sarawak,Asajaya,2017-01-01,p3,
growth_yoy,Sarawak,Asajaya,2017-01-01,p4,
growth_yoy,Sarawak,Asajaya,2017-01-01,p5,5.1
growth_yoy,Sarawak,Asajaya,2018-01-01,p0,2.8
growth_yoy,Sarawak,Asajaya,2018-01-01,p1,0.9
growth_yoy,Sarawak,Asajaya,2018-01-01,p2,
growth_yoy,Sarawak,Asajaya,2018-01-01,p3,
growth_yoy,Sarawak,Asajaya,2018-01-01,p4,
growth_yoy,Sarawak,Asajaya,2018-01-01,p5,6.4
growth_yoy,Sarawak,Asajaya,2019-01-01,p0,6.5
growth_yoy,Sarawak,Asajaya,2019-01-01,p1,8.2
growth_yoy,Sarawak,Asajaya,2019-01-01,p2,
growth_yoy,Sarawak,Asajaya,2019-01-01,p3,
growth_yoy,Sarawak,Asajaya,2019-01-01,p4,
growth_yoy,Sarawak,Asajaya,2019-01-01,p5,3.2
growth_yoy,Sarawak,Asajaya,2020-01-01,p0,-2.9
growth_yoy,Sarawak,Asajaya,2020-01-01,p1,-3.4
growth_yoy,Sarawak,Asajaya,2020-01-01,p2,
growth_yoy,Sarawak,Asajaya,2020-01-01,p3,
growth_yoy,Sarawak,Asajaya,2020-01-01,p4,
growth_yoy,Sarawak,Asajaya,2020-01-01,p5,-2.8
growth_yoy,Sarawak,Bau,2016-01-01,p0,6.1
growth_yoy,Sarawak,Bau,2016-01-01,p1,2.2
growth_yoy,Sarawak,Bau,2016-01-01,p2,33.4
growth_yoy,Sarawak,Bau,2016-01-01,p3,9.4
growth_yoy,Sarawak,Bau,2016-01-01,p4,12.9
growth_yoy,Sarawak,Bau,2016-01-01,p5,5.5
growth_yoy,Sarawak,Bau,2017-01-01,p0,6.7
growth_yoy,Sarawak,Bau,2017-01-01,p1,1.0
growth_yoy,Sarawak,Bau,2017-01-01,p2,8.8
growth_yoy,Sarawak,Bau,2017-01-01,p3,-1.5
growth_yoy,Sarawak,Bau,2017-01-01,p4,43.4
growth_yoy,Sarawak,Bau,2017-01-01,p5,6.2
growth_yoy,Sarawak,Bau,2018-01-01,p0,6.6
growth_yoy,Sarawak,Bau,2018-01-01,p1,0.8
growth_yoy,Sarawak,Bau,2018-01-01,p2,-1.5
growth_yoy,Sarawak,Bau,2018-01-01,p3,-3.7
growth_yoy,Sarawak,Bau,2018-01-01,p4,24.6
growth_yoy,Sarawak,Bau,2018-01-01,p5,7.8
growth_yoy,Sarawak,Bau,2019-01-01,p0,2.6
growth_yoy,Sarawak,Bau,2019-01-01,p1,10.3
growth_yoy,Sarawak,Bau,2019-01-01,p2,23.7
growth_yoy,Sarawak,Bau,2019-01-01,p3,-3.0
growth_yoy,Sarawak,Bau,2019-01-01,p4,-41.0
growth_yoy,Sarawak,Bau,2019-01-01,p5,4.2
growth_yoy,Sarawak,Bau,2020-01-01,p0,-5.1
growth_yoy,Sarawak,Bau,2020-01-01,p1,-5.3
growth_yoy,Sarawak,Bau,2020-01-01,p2,-18.9
growth_yoy,Sarawak,Bau,2020-01-01,p3,-7.8
growth_yoy,Sarawak,Bau,2020-01-01,p4,-22.0
growth_yoy,Sarawak,Bau,2020-01-01,p5,-2.7
growth_yoy,Sarawak,Belaga,2016-01-01,p0,16.6
growth_yoy,Sarawak,Belaga,2016-01-01,p1,-3.0
growth_yoy,Sarawak,Belaga,2016-01-01,p2,
growth_yoy,Sarawak,Belaga,2016-01-01,p3,
growth_yoy,Sarawak,Belaga,2016-01-01,p4,-44.5
growth_yoy,Sarawak,Belaga,2016-01-01,p5,32.0
growth_yoy,Sarawak,Belaga,2017-01-01,p0,8.7
growth_yoy,Sarawak,Belaga,2017-01-01,p1,7.2
growth_yoy,Sarawak,Belaga,2017-01-01,p2,
growth_yoy,Sarawak,Belaga,2017-01-01,p3,
growth_yoy,Sarawak,Belaga,2017-01-01,p4,
growth_yoy,Sarawak,Belaga,2017-01-01,p5,9.9
growth_yoy,Sarawak,Belaga,2018-01-01,p0,4.8
growth_yoy,Sarawak,Belaga,2018-01-01,p1,-0.9
growth_yoy,Sarawak,Belaga,2018-01-01,p2,
growth_yoy,Sarawak,Belaga,2018-01-01,p3,
growth_yoy,Sarawak,Belaga,2018-01-01,p4,
growth_yoy,Sarawak,Belaga,2018-01-01,p5,7.9
growth_yoy,Sarawak,Belaga,2019-01-01,p0,4.4
growth_yoy,Sarawak,Belaga,2019-01-01,p1,-1.6
growth_yoy,Sarawak,Belaga,2019-01-01,p2,
growth_yoy,Sarawak,Belaga,2019-01-01,p3,
growth_yoy,Sarawak,Belaga,2019-01-01,p4,
growth_yoy,Sarawak,Belaga,2019-01-01,p5,7.4
growth_yoy,Sarawak,Belaga,2020-01-01,p0,-3.3
growth_yoy,Sarawak,Belaga,2020-01-01,p1,-5.0
growth_yoy,Sarawak,Belaga,2020-01-01,p2,
growth_yoy,Sarawak,Belaga,2020-01-01,p3,
growth_yoy,Sarawak,Belaga,2020-01-01,p4,
growth_yoy,Sarawak,Belaga,2020-01-01,p5,-2.6
growth_yoy,Sarawak,Beluru,2016-01-01,p0,-6.6
growth_yoy,Sarawak,Beluru,2016-01-01,p1,-8.3
growth_yoy,Sarawak,Beluru,2016-01-01,p2,
growth_yoy,Sarawak,Beluru,2016-01-01,p3,
growth_yoy,Sarawak,Beluru,2016-01-01,p4,
growth_yoy,Sarawak,Beluru,2016-01-01,p5,2.3
growth_yoy,Sarawak,Beluru,2017-01-01,p0,11.6
growth_yoy,Sarawak,Beluru,2017-01-01,p1,13.5
growth_yoy,Sarawak,Beluru,2017-01-01,p2,
growth_yoy,Sarawak,Beluru,2017-01-01,p3,
growth_yoy,Sarawak,Beluru,2017-01-01,p4,
growth_yoy,Sarawak,Beluru,2017-01-01,p5,3.5
growth_yoy,Sarawak,Beluru,2018-01-01,p0,2.6
growth_yoy,Sarawak,Beluru,2018-01-01,p1,2.5
growth_yoy,Sarawak,Beluru,2018-01-01,p2,
growth_yoy,Sarawak,Beluru,2018-01-01,p3,
growth_yoy,Sarawak,Beluru,2018-01-01,p4,
growth_yoy,Sarawak,Beluru,2018-01-01,p5,3.0
growth_yoy,Sarawak,Beluru,2019-01-01,p0,-1.8
growth_yoy,Sarawak,Beluru,2019-01-01,p1,-2.5
growth_yoy,Sarawak,Beluru,2019-01-01,p2,
growth_yoy,Sarawak,Beluru,2019-01-01,p3,
growth_yoy,Sarawak,Beluru,2019-01-01,p4,
growth_yoy,Sarawak,Beluru,2019-01-01,p5,1.7
growth_yoy,Sarawak,Beluru,2020-01-01,p0,-3.1
growth_yoy,Sarawak,Beluru,2020-01-01,p1,-3.6
growth_yoy,Sarawak,Beluru,2020-01-01,p2,
growth_yoy,Sarawak,Beluru,2020-01-01,p3,
growth_yoy,Sarawak,Beluru,2020-01-01,p4,
growth_yoy,Sarawak,Beluru,2020-01-01,p5,-0.6
growth_yoy,Sarawak,Betong,2016-01-01,p0,5.4
growth_yoy,Sarawak,Betong,2016-01-01,p1,-0.7
growth_yoy,Sarawak,Betong,2016-01-01,p2,
growth_yoy,Sarawak,Betong,2016-01-01,p3,
growth_yoy,Sarawak,Betong,2016-01-01,p4,42.7
growth_yoy,Sarawak,Betong,2016-01-01,p5,4.8
growth_yoy,Sarawak,Betong,2017-01-01,p0,15.2
growth_yoy,Sarawak,Betong,2017-01-01,p1,5.8
growth_yoy,Sarawak,Betong,2017-01-01,p2,
growth_yoy,Sarawak,Betong,2017-01-01,p3,
growth_yoy,Sarawak,Betong,2017-01-01,p4,74.5
growth_yoy,Sarawak,Betong,2017-01-01,p5,6.7
growth_yoy,Sarawak,Betong,2018-01-01,p0,10.9
growth_yoy,Sarawak,Betong,2018-01-01,p1,1.8
growth_yoy,Sarawak,Betong,2018-01-01,p2,
growth_yoy,Sarawak,Betong,2018-01-01,p3,
growth_yoy,Sarawak,Betong,2018-01-01,p4,40.0
growth_yoy,Sarawak,Betong,2018-01-01,p5,6.9
growth_yoy,Sarawak,Betong,2019-01-01,p0,15.4
growth_yoy,Sarawak,Betong,2019-01-01,p1,2.9
growth_yoy,Sarawak,Betong,2019-01-01,p2,
growth_yoy,Sarawak,Betong,2019-01-01,p3,
growth_yoy,Sarawak,Betong,2019-01-01,p4,50.8
growth_yoy,Sarawak,Betong,2019-01-01,p5,4.2
growth_yoy,Sarawak,Betong,2020-01-01,p0,-2.1
growth_yoy,Sarawak,Betong,2020-01-01,p1,-6.7
growth_yoy,Sarawak,Betong,2020-01-01,p2,
growth_yoy,Sarawak,Betong,2020-01-01,p3,
growth_yoy,Sarawak,Betong,2020-01-01,p4,2.9
growth_yoy,Sarawak,Betong,2020-01-01,p5,-1.1
growth_yoy,Sarawak,Bintulu,2016-01-01,p0,3.4
growth_yoy,Sarawak,Bintulu,2016-01-01,p1,-9.5
growth_yoy,Sarawak,Bintulu,2016-01-01,p2,-1.2
growth_yoy,Sarawak,Bintulu,2016-01-01,p3,4.9
growth_yoy,Sarawak,Bintulu,2016-01-01,p4,-7.7
growth_yoy,Sarawak,Bintulu,2016-01-01,p5,5.4
growth_yoy,Sarawak,Bintulu,2017-01-01,p0,4.2
growth_yoy,Sarawak,Bintulu,2017-01-01,p1,-8.4
growth_yoy,Sarawak,Bintulu,2017-01-01,p2,17.7
growth_yoy,Sarawak,Bintulu,2017-01-01,p3,3.5
growth_yoy,Sarawak,Bintulu,2017-01-01,p4,36.8
growth_yoy,Sarawak,Bintulu,2017-01-01,p5,5.8
growth_yoy,Sarawak,Bintulu,2018-01-01,p0,2.2
growth_yoy,Sarawak,Bintulu,2018-01-01,p1,-1.9
growth_yoy,Sarawak,Bintulu,2018-01-01,p2,5.3
growth_yoy,Sarawak,Bintulu,2018-01-01,p3,2.8
growth_yoy,Sarawak,Bintulu,2018-01-01,p4,-12.8
growth_yoy,Sarawak,Bintulu,2018-01-01,p5,5.8
growth_yoy,Sarawak,Bintulu,2019-01-01,p0,1.1
growth_yoy,Sarawak,Bintulu,2019-01-01,p1,-5.2
growth_yoy,Sarawak,Bintulu,2019-01-01,p2,5.3
growth_yoy,Sarawak,Bintulu,2019-01-01,p3,2.8
growth_yoy,Sarawak,Bintulu,2019-01-01,p4,-28.0
growth_yoy,Sarawak,Bintulu,2019-01-01,p5,3.8
growth_yoy,Sarawak,Bintulu,2020-01-01,p0,-8.8
growth_yoy,Sarawak,Bintulu,2020-01-01,p1,-16.6
growth_yoy,Sarawak,Bintulu,2020-01-01,p2,-24.5
growth_yoy,Sarawak,Bintulu,2020-01-01,p3,-9.1
growth_yoy,Sarawak,Bintulu,2020-01-01,p4,-9.6
growth_yoy,Sarawak,Bintulu,2020-01-01,p5,-4.7
growth_yoy,Sarawak,Bukit Mabong,2016-01-01,p0,1.3
growth_yoy,Sarawak,Bukit Mabong,2016-01-01,p1,-5.5
growth_yoy,Sarawak,Bukit Mabong,2016-01-01,p2,
growth_yoy,Sarawak,Bukit Mabong,2016-01-01,p3,
growth_yoy,Sarawak,Bukit Mabong,2016-01-01,p4,
growth_yoy,Sarawak,Bukit Mabong,2016-01-01,p5,3.9
growth_yoy,Sarawak,Bukit Mabong,2017-01-01,p0,4.9
growth_yoy,Sarawak,Bukit Mabong,2017-01-01,p1,2.2
growth_yoy,Sarawak,Bukit Mabong,2017-01-01,p2,
growth_yoy,Sarawak,Bukit Mabong,2017-01-01,p3,
growth_yoy,Sarawak,Bukit Mabong,2017-01-01,p4,
growth_yoy,Sarawak,Bukit Mabong,2017-01-01,p5,6.3
growth_yoy,Sarawak,Bukit Mabong,2018-01-01,p0,5.8
growth_yoy,Sarawak,Bukit Mabong,2018-01-01,p1,2.3
growth_yoy,Sarawak,Bukit Mabong,2018-01-01,p2,
growth_yoy,Sarawak,Bukit Mabong,2018-01-01,p3,
growth_yoy,Sarawak,Bukit Mabong,2018-01-01,p4,
growth_yoy,Sarawak,Bukit Mabong,2018-01-01,p5,7.1
growth_yoy,Sarawak,Bukit Mabong,2019-01-01,p0,5.4
growth_yoy,Sarawak,Bukit Mabong,2019-01-01,p1,9.8
growth_yoy,Sarawak,Bukit Mabong,2019-01-01,p2,
growth_yoy,Sarawak,Bukit Mabong,2019-01-01,p3,
growth_yoy,Sarawak,Bukit Mabong,2019-01-01,p4,
growth_yoy,Sarawak,Bukit Mabong,2019-01-01,p5,4.1
growth_yoy,Sarawak,Bukit Mabong,2020-01-01,p0,-2.8
growth_yoy,Sarawak,Bukit Mabong,2020-01-01,p1,-7.0
growth_yoy,Sarawak,Bukit Mabong,2020-01-01,p2,
growth_yoy,Sarawak,Bukit Mabong,2020-01-01,p3,
growth_yoy,Sarawak,Bukit Mabong,2020-01-01,p4,
growth_yoy,Sarawak,Bukit Mabong,2020-01-01,p5,-1.4
growth_yoy,Sarawak,Dalat,2016-01-01,p0,6.4
growth_yoy,Sarawak,Dalat,2016-01-01,p1,7.2
growth_yoy,Sarawak,Dalat,2016-01-01,p2,
growth_yoy,Sarawak,Dalat,2016-01-01,p3,
growth_yoy,Sarawak,Dalat,2016-01-01,p4,
growth_yoy,Sarawak,Dalat,2016-01-01,p5,3.1
growth_yoy,Sarawak,Dalat,2017-01-01,p0,12.5
growth_yoy,Sarawak,Dalat,2017-01-01,p1,14.3
growth_yoy,Sarawak,Dalat,2017-01-01,p2,
growth_yoy,Sarawak,Dalat,2017-01-01,p3,
growth_yoy,Sarawak,Dalat,2017-01-01,p4,
growth_yoy,Sarawak,Dalat,2017-01-01,p5,5.4
growth_yoy,Sarawak,Dalat,2018-01-01,p0,5.8
growth_yoy,Sarawak,Dalat,2018-01-01,p1,5.8
growth_yoy,Sarawak,Dalat,2018-01-01,p2,
growth_yoy,Sarawak,Dalat,2018-01-01,p3,
growth_yoy,Sarawak,Dalat,2018-01-01,p4,
growth_yoy,Sarawak,Dalat,2018-01-01,p5,6.5
growth_yoy,Sarawak,Dalat,2019-01-01,p0,5.7
growth_yoy,Sarawak,Dalat,2019-01-01,p1,5.9
growth_yoy,Sarawak,Dalat,2019-01-01,p2,
growth_yoy,Sarawak,Dalat,2019-01-01,p3,
growth_yoy,Sarawak,Dalat,2019-01-01,p4,
growth_yoy,Sarawak,Dalat,2019-01-01,p5,4.5
growth_yoy,Sarawak,Dalat,2020-01-01,p0,-4.6
growth_yoy,Sarawak,Dalat,2020-01-01,p1,-5.4
growth_yoy,Sarawak,Dalat,2020-01-01,p2,
growth_yoy,Sarawak,Dalat,2020-01-01,p3,
growth_yoy,Sarawak,Dalat,2020-01-01,p4,
growth_yoy,Sarawak,Dalat,2020-01-01,p5,-2.2
growth_yoy,Sarawak,Daro,2016-01-01,p0,4.5
growth_yoy,Sarawak,Daro,2016-01-01,p1,4.7
growth_yoy,Sarawak,Daro,2016-01-01,p2,
growth_yoy,Sarawak,Daro,2016-01-01,p3,-2.5
growth_yoy,Sarawak,Daro,2016-01-01,p4,10.2
growth_yoy,Sarawak,Daro,2016-01-01,p5,4.7
growth_yoy,Sarawak,Daro,2017-01-01,p0,12.4
growth_yoy,Sarawak,Daro,2017-01-01,p1,15.1
growth_yoy,Sarawak,Daro,2017-01-01,p2,
growth_yoy,Sarawak,Daro,2017-01-01,p3,6.8
growth_yoy,Sarawak,Daro,2017-01-01,p4,8.7
growth_yoy,Sarawak,Daro,2017-01-01,p5,7.1
growth_yoy,Sarawak,Daro,2018-01-01,p0,3.1
growth_yoy,Sarawak,Daro,2018-01-01,p1,4.7
growth_yoy,Sarawak,Daro,2018-01-01,p2,
growth_yoy,Sarawak,Daro,2018-01-01,p3,0.2
growth_yoy,Sarawak,Daro,2018-01-01,p4,-24.6
growth_yoy,Sarawak,Daro,2018-01-01,p5,5.1
growth_yoy,Sarawak,Daro,2019-01-01,p0,4.1
growth_yoy,Sarawak,Daro,2019-01-01,p1,4.3
growth_yoy,Sarawak,Daro,2019-01-01,p2,
growth_yoy,Sarawak,Daro,2019-01-01,p3,-7.7
growth_yoy,Sarawak,Daro,2019-01-01,p4,27.2
growth_yoy,Sarawak,Daro,2019-01-01,p5,2.7
growth_yoy,Sarawak,Daro,2020-01-01,p0,-7.6
growth_yoy,Sarawak,Daro,2020-01-01,p1,-8.4
growth_yoy,Sarawak,Daro,2020-01-01,p2,
growth_yoy,Sarawak,Daro,2020-01-01,p3,-21.8
growth_yoy,Sarawak,Daro,2020-01-01,p4,11.4
growth_yoy,Sarawak,Daro,2020-01-01,p5,-6.0
growth_yoy,Sarawak,Julau,2016-01-01,p0,2.9
growth_yoy,Sarawak,Julau,2016-01-01,p1,0.2
growth_yoy,Sarawak,Julau,2016-01-01,p2,
growth_yoy,Sarawak,Julau,2016-01-01,p3,
growth_yoy,Sarawak,Julau,2016-01-01,p4,
growth_yoy,Sarawak,Julau,2016-01-01,p5,4.7
growth_yoy,Sarawak,Julau,2017-01-01,p0,3.5
growth_yoy,Sarawak,Julau,2017-01-01,p1,3.6
growth_yoy,Sarawak,Julau,2017-01-01,p2,
growth_yoy,Sarawak,Julau,2017-01-01,p3,
growth_yoy,Sarawak,Julau,2017-01-01,p4,
growth_yoy,Sarawak,Julau,2017-01-01,p5,4.2
growth_yoy,Sarawak,Julau,2018-01-01,p0,1.9
growth_yoy,Sarawak,Julau,2018-01-01,p1,1.1
growth_yoy,Sarawak,Julau,2018-01-01,p2,
growth_yoy,Sarawak,Julau,2018-01-01,p3,
growth_yoy,Sarawak,Julau,2018-01-01,p4,
growth_yoy,Sarawak,Julau,2018-01-01,p5,3.2
growth_yoy,Sarawak,Julau,2019-01-01,p0,5.4
growth_yoy,Sarawak,Julau,2019-01-01,p1,7.9
growth_yoy,Sarawak,Julau,2019-01-01,p2,
growth_yoy,Sarawak,Julau,2019-01-01,p3,
growth_yoy,Sarawak,Julau,2019-01-01,p4,
growth_yoy,Sarawak,Julau,2019-01-01,p5,2.2
growth_yoy,Sarawak,Julau,2020-01-01,p0,-2.9
growth_yoy,Sarawak,Julau,2020-01-01,p1,-5.2
growth_yoy,Sarawak,Julau,2020-01-01,p2,
growth_yoy,Sarawak,Julau,2020-01-01,p3,
growth_yoy,Sarawak,Julau,2020-01-01,p4,
growth_yoy,Sarawak,Julau,2020-01-01,p5,-1.0
growth_yoy,Sarawak,Kabong,2016-01-01,p0,1.4
growth_yoy,Sarawak,Kabong,2016-01-01,p1,-2.9
growth_yoy,Sarawak,Kabong,2016-01-01,p2,
growth_yoy,Sarawak,Kabong,2016-01-01,p3,
growth_yoy,Sarawak,Kabong,2016-01-01,p4,
growth_yoy,Sarawak,Kabong,2016-01-01,p5,3.0
growth_yoy,Sarawak,Kabong,2017-01-01,p0,4.5
growth_yoy,Sarawak,Kabong,2017-01-01,p1,-12.8
growth_yoy,Sarawak,Kabong,2017-01-01,p2,
growth_yoy,Sarawak,Kabong,2017-01-01,p3,
growth_yoy,Sarawak,Kabong,2017-01-01,p4,
growth_yoy,Sarawak,Kabong,2017-01-01,p5,8.3
growth_yoy,Sarawak,Kabong,2018-01-01,p0,6.6
growth_yoy,Sarawak,Kabong,2018-01-01,p1,-0.6
growth_yoy,Sarawak,Kabong,2018-01-01,p2,
growth_yoy,Sarawak,Kabong,2018-01-01,p3,
growth_yoy,Sarawak,Kabong,2018-01-01,p4,
growth_yoy,Sarawak,Kabong,2018-01-01,p5,8.2
growth_yoy,Sarawak,Kabong,2019-01-01,p0,6.2
growth_yoy,Sarawak,Kabong,2019-01-01,p1,-0.7
growth_yoy,Sarawak,Kabong,2019-01-01,p2,
growth_yoy,Sarawak,Kabong,2019-01-01,p3,
growth_yoy,Sarawak,Kabong,2019-01-01,p4,
growth_yoy,Sarawak,Kabong,2019-01-01,p5,7.4
growth_yoy,Sarawak,Kabong,2020-01-01,p0,-7.5
growth_yoy,Sarawak,Kabong,2020-01-01,p1,-8.9
growth_yoy,Sarawak,Kabong,2020-01-01,p2,
growth_yoy,Sarawak,Kabong,2020-01-01,p3,
growth_yoy,Sarawak,Kabong,2020-01-01,p4,
growth_yoy,Sarawak,Kabong,2020-01-01,p5,-7.7
growth_yoy,Sarawak,Kanowit,2016-01-01,p0,4.7
growth_yoy,Sarawak,Kanowit,2016-01-01,p1,-0.5
growth_yoy,Sarawak,Kanowit,2016-01-01,p2,
growth_yoy,Sarawak,Kanowit,2016-01-01,p3,9.1
growth_yoy,Sarawak,Kanowit,2016-01-01,p4,40.2
growth_yoy,Sarawak,Kanowit,2016-01-01,p5,3.9
growth_yoy,Sarawak,Kanowit,2017-01-01,p0,1.4
growth_yoy,Sarawak,Kanowit,2017-01-01,p1,5.9
growth_yoy,Sarawak,Kanowit,2017-01-01,p2,
growth_yoy,Sarawak,Kanowit,2017-01-01,p3,2.4
growth_yoy,Sarawak,Kanowit,2017-01-01,p4,-24.1
growth_yoy,Sarawak,Kanowit,2017-01-01,p5,3.8
growth_yoy,Sarawak,Kanowit,2018-01-01,p0,3.2
growth_yoy,Sarawak,Kanowit,2018-01-01,p1,1.1
growth_yoy,Sarawak,Kanowit,2018-01-01,p2,
growth_yoy,Sarawak,Kanowit,2018-01-01,p3,0.8
growth_yoy,Sarawak,Kanowit,2018-01-01,p4,14.1
growth_yoy,Sarawak,Kanowit,2018-01-01,p5,4.4
growth_yoy,Sarawak,Kanowit,2019-01-01,p0,8.3
growth_yoy,Sarawak,Kanowit,2019-01-01,p1,5.1
growth_yoy,Sarawak,Kanowit,2019-01-01,p2,
growth_yoy,Sarawak,Kanowit,2019-01-01,p3,-6.7
growth_yoy,Sarawak,Kanowit,2019-01-01,p4,43.1
growth_yoy,Sarawak,Kanowit,2019-01-01,p5,3.5
growth_yoy,Sarawak,Kanowit,2020-01-01,p0,-3.2
growth_yoy,Sarawak,Kanowit,2020-01-01,p1,-4.8
growth_yoy,Sarawak,Kanowit,2020-01-01,p2,
growth_yoy,Sarawak,Kanowit,2020-01-01,p3,-2.8
growth_yoy,Sarawak,Kanowit,2020-01-01,p4,-1.9
growth_yoy,Sarawak,Kanowit,2020-01-01,p5,-0.4
