origin,destination,date,ridership
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-08,1351
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-09,1259
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-10,760
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-11,580
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-12,604
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-13,1367
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-14,1288
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-15,1395
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-16,1264
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-17,717
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-18,591
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-19,1602
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-20,1586
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-21,1584
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-22,1493
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-23,1432
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-24,796
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-25,587
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-26,1407
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-27,1402
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-28,1422
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-29,1534
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-30,1588
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-05-31,851
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-01,592
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-02,626
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-03,1448
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-04,1433
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-05,1487
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-06,1281
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-07,664
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-08,578
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-09,1426
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-10,1451
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-11,1545
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-12,1613
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-13,1477
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-14,767
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-15,616
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-16,1427
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-17,1476
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-18,1515
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-19,1572
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-20,1397
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-21,800
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-22,533
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-23,1481
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-24,1424
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-25,1537
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-26,1530
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-27,667
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-28,809
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-29,572
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-06-30,1459
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-01,1434
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-02,1544
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-03,1589
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-04,1447
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-05,977
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-06,646
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-07,1432
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-08,1431
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-09,1376
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-10,1421
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-11,1383
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-12,929
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-13,657
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-14,1508
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-15,1462
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-16,1504
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-17,1578
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-18,1495
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-19,796
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-20,584
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-21,1475
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-22,1488
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-23,1485
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-24,1552
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-25,1463
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-26,870
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-27,596
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-28,1532
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-29,1492
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-30,1523
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-07-31,1538
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-01,1555
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-02,793
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-03,639
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-04,1493
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-05,1475
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-06,1504
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-07,1538
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-08,1506
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-09,819
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-10,632
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-11,1385
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-12,1459
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-13,1462
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-14,1485
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-15,1508
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-16,826
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-17,603
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-18,1388
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-19,1315
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-20,1353
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-21,1366
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-22,1248
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-23,729
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-24,556
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-25,1177
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-26,1207
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-27,1282
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-28,1205
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-29,1198
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-30,794
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-08-31,665
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-01,634
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-02,1176
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-03,1187
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-04,1257
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-05,707
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-06,710
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-07,548
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-08,1213
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-09,1282
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-10,1289
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-11,1308
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-12,1272
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-13,771
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-14,639
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-15,650
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-16,694
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-17,1497
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-18,1559
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-19,1483
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-20,852
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-21,544
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-22,1547
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-23,1657
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-24,1621
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-25,1547
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-26,1564
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-27,884
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-28,622
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-29,1588
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-09-30,1662
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-01,1713
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-02,1643
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-03,1546
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-04,1007
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-05,640
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-06,1729
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-07,1736
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-08,1768
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-09,1779
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-10,1566
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-11,917
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-12,600
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-13,1658
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-14,1661
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-15,1745
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-16,1690
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-17,1670
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-18,835
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-19,632
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-20,658
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-21,1387
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-22,1515
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-23,1622
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-24,1471
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-25,875
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-26,587
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-27,1436
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-28,1439
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-29,1591
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-30,1613
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-10-31,1562
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-01,914
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-02,626
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-03,1513
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-04,1579
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-05,1457
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-06,1486
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-07,1416
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-08,890
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-09,670
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-10,1522
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-11,1580
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-12,1547
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-13,1580
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-14,1498
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-15,827
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-16,639
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-17,1611
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-18,1619
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-19,1643
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-20,1608
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-21,1483
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-22,890
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-23,628
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-24,1508
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-25,1578
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-26,1556
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-27,1664
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-28,1517
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-29,976
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-11-30,678
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-01,1560
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-02,1563
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-03,1526
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-04,1604
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-05,1534
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-06,969
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-07,693
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-08,1577
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-09,1619
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-10,1610
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-11,803
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-12,1388
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-13,909
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-14,630
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-15,1405
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-16,1428
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-17,1450
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-18,1410
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-19,1369
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-20,813
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-21,684
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-22,1153
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-23,1151
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-24,963
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-25,661
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-26,905
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-27,679
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-28,601
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-29,996
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-30,1057
A0: All Stations,BRT01: Sunway-Setia Jaya,2025-12-31,1181
A0: All Stations,BRT02: Mentari,2025-01-01,780
A0: All Stations,BRT02: Mentari,2025-01-02,961
A0: All Stations,BRT02: Mentari,2025-01-03,1020
A0: All Stations,BRT02: Mentari,2025-01-04,771
A0: All Stations,BRT02: Mentari,2025-01-05,754
A0: All Stations,BRT02: Mentari,2025-01-06,1122
A0: All Stations,BRT02: Mentari,2025-01-07,1085
A0: All Stations,BRT02: Mentari,2025-01-08,1285
A0: All Stations,BRT02: Mentari,2025-01-09,1076
A0: All Stations,BRT02: Mentari,2025-01-10,1146
A0: All Stations,BRT02: Mentari,2025-01-11,846
A0: All Stations,BRT02: Mentari,2025-01-12,845
A0: All Stations,BRT02: Mentari,2025-01-13,1175
A0: All Stations,BRT02: Mentari,2025-01-14,1104
A0: All Stations,BRT02: Mentari,2025-01-15,1365
A0: All Stations,BRT02: Mentari,2025-01-16,1142
A0: All Stations,BRT02: Mentari,2025-01-17,1033
A0: All Stations,BRT02: Mentari,2025-01-18,810
A0: All Stations,BRT02: Mentari,2025-01-19,772
A0: All Stations,BRT02: Mentari,2025-01-20,1064
A0: All Stations,BRT02: Mentari,2025-01-21,1081
A0: All Stations,BRT02: Mentari,2025-01-22,1260
A0: All Stations,BRT02: Mentari,2025-01-23,1073
A0: All Stations,BRT02: Mentari,2025-01-24,1142
A0: All Stations,BRT02: Mentari,2025-01-25,730
A0: All Stations,BRT02: Mentari,2025-01-26,751
A0: All Stations,BRT02: Mentari,2025-01-27,919
A0: All Stations,BRT02: Mentari,2025-01-28,924
A0: All Stations,BRT02: Mentari,2025-01-29,708
A0: All Stations,BRT02: Mentari,2025-01-30,554
A0: All Stations,BRT02: Mentari,2025-01-31,799
A0: All Stations,BRT02: Mentari,2025-02-01,718
A0: All Stations,BRT02: Mentari,2025-02-02,759
A0: All Stations,BRT02: Mentari,2025-02-03,996
A0: All Stations,BRT02: Mentari,2025-02-04,1033
