origin,destination,date,ridership
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-09,1182
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-10,1133
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-11,1144
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-12,1067
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-13,588
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-14,488
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-15,1216
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-16,1220
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-17,1243
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-18,1247
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-19,1089
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-20,670
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-21,521
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-22,1456
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-23,1456
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-24,1418
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-25,1394
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-26,1269
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-27,731
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-28,525
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-29,1369
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-30,1426
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-05-31,1450
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-01,1408
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-02,1334
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-03,680
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-04,515
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-05,523
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-06,1465
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-07,1419
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-08,1474
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-09,1377
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-10,760
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-11,581
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-12,1293
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-13,1379
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-14,1413
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-15,1493
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-16,1368
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-17,697
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-18,525
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-19,1400
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-20,1453
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-21,1444
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-22,1403
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-23,1278
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-24,742
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-25,559
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-26,1392
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-27,1424
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-28,1355
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-29,631
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-06-30,1127
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-01,653
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-02,479
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-03,1323
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-04,1437
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-05,1447
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-06,1471
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-07,1323
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-08,760
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-09,574
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-10,1315
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-11,1326
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-12,1312
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-13,1282
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-14,1264
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-15,691
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-16,490
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-17,1325
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-18,1383
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-19,600
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-20,1421
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-21,1302
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-22,707
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-23,523
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-24,1365
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-25,1381
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-26,1420
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-27,1380
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-28,1346
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-29,770
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-30,523
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-07-31,1330
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-01,1278
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-02,1377
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-03,1375
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-04,1273
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-05,721
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-06,507
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-07,1314
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-08,1285
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-09,1318
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-10,1290
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-11,1135
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-12,576
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-13,471
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-14,720
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-15,1293
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-16,1297
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-17,1296
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-18,1234
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-19,733
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-20,468
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-21,1148
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-22,1091
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-23,1139
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-24,1145
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-25,1131
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-26,664
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-27,496
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-28,996
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-29,1120
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-30,1118
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-08-31,585
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-01,873
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-02,587
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-03,436
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-04,1084
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-05,1064
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-06,1127
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-07,1149
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-08,1090
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-09,588
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-10,488
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-11,1109
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-12,1130
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-13,1175
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-14,1202
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-15,1112
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-16,702
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-17,501
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-18,1514
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-19,1562
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-20,1606
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-21,1547
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-22,1461
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-23,784
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-24,506
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-25,1537
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-26,1494
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-27,1557
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-28,609
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-29,1367
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-09-30,775
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-01,513
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-02,1415
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-03,1533
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-04,1563
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-05,1468
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-06,1456
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-07,843
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-08,541
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-09,1481
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-10,1514
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-11,1557
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-12,1500
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-13,1475
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-14,756
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-15,496
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-16,1464
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-17,1518
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-18,1496
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-19,1543
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-20,1413
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-21,755
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-22,471
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-23,1417
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-24,1478
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-25,1515
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-26,1425
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-27,1428
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-28,750
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-29,481
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-30,1431
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-10-31,1517
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-01,1423
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-02,1409
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-03,1298
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-04,865
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-05,635
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-06,1345
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-07,1364
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-08,1426
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-09,1315
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-10,1233
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-11,749
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-12,561
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-13,492
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-14,1254
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-15,1382
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-16,1398
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-17,1361
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-18,749
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-19,516
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-20,1434
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-21,1509
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-22,1506
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-23,1456
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-24,1348
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-25,428
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-26,508
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-27,1380
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-28,1468
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-29,1516
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-11-30,1380
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-01,1301
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-02,802
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-03,438
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-04,1278
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-05,1315
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-06,1379
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-07,1306
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-08,1362
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-09,730
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-10,525
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-11,634
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-12,1286
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-13,1315
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-14,1232
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-15,1225
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-16,719
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-17,488
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-18,1091
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-19,1061
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-20,1063
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-21,1004
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-22,895
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-23,695
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-24,535
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-25,532
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-26,760
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-27,821
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-28,782
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-29,789
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-30,613
A0: All Stations,BRT01: Sunway-Setia Jaya,2023-12-31,535
A0: All Stations,BRT02: Mentari,2023-04-01,582
A0: All Stations,BRT02: Mentari,2023-04-02,628
A0: All Stations,BRT02: Mentari,2023-04-03,808
A0: All Stations,BRT02: Mentari,2023-04-04,907
A0: All Stations,BRT02: Mentari,2023-04-05,1005
A0: All Stations,BRT02: Mentari,2023-04-06,891
A0: All Stations,BRT02: Mentari,2023-04-07,907
A0: All Stations,BRT02: Mentari,2023-04-08,582
A0: All Stations,BRT02: Mentari,2023-04-09,663
A0: All Stations,BRT02: Mentari,2023-04-10,861
A0: All Stations,BRT02: Mentari,2023-04-11,870
A0: All Stations,BRT02: Mentari,2023-04-12,962
A0: All Stations,BRT02: Mentari,2023-04-13,840
A0: All Stations,BRT02: Mentari,2023-04-14,826
A0: All Stations,BRT02: Mentari,2023-04-15,583
A0: All Stations,BRT02: Mentari,2023-04-16,639
A0: All Stations,BRT02: Mentari,2023-04-17,894
A0: All Stations,BRT02: Mentari,2023-04-18,875
A0: All Stations,BRT02: Mentari,2023-04-19,901
A0: All Stations,BRT02: Mentari,2023-04-20,752
A0: All Stations,BRT02: Mentari,2023-04-21,491
A0: All Stations,BRT02: Mentari,2023-04-22,464
A0: All Stations,BRT02: Mentari,2023-04-23,591
A0: All Stations,BRT02: Mentari,2023-04-24,422
A0: All Stations,BRT02: Mentari,2023-04-25,681
A0: All Stations,BRT02: Mentari,2023-04-26,787
A0: All Stations,BRT02: Mentari,2023-04-27,708
A0: All Stations,BRT02: Mentari,2023-04-28,770
A0: All Stations,BRT02: Mentari,2023-04-29,580
A0: All Stations,BRT02: Mentari,2023-04-30,558
A0: All Stations,BRT02: Mentari,2023-05-01,465
A0: All Stations,BRT02: Mentari,2023-05-02,845
A0: All Stations,BRT02: Mentari,2023-05-03,885
A0: All Stations,BRT02: Mentari,2023-05-04,598
A0: All Stations,BRT02: Mentari,2023-05-05,881
A0: All Stations,BRT02: Mentari,2023-05-06,564
A0: All Stations,BRT02: Mentari,2023-05-07,632
A0: All Stations,BRT02: Mentari,2023-05-08,844
A0: All Stations,BRT02: Mentari,2023-05-09,900
A0: All Stations,BRT02: Mentari,2023-05-10,934
A0: All Stations,BRT02: Mentari,2023-05-11,882
A0: All Stations,BRT02: Mentari,2023-05-12,912
A0: All Stations,BRT02: Mentari,2023-05-13,672
A0: All Stations,BRT02: Mentari,2023-05-14,579
A0: All Stations,BRT02: Mentari,2023-05-15,842
A0: All Stations,BRT02: Mentari,2023-05-16,846
A0: All Stations,BRT02: Mentari,2023-05-17,897
A0: All Stations,BRT02: Mentari,2023-05-18,850
A0: All Stations,BRT02: Mentari,2023-05-19,910
A0: All Stations,BRT02: Mentari,2023-05-20,578
A0: All Stations,BRT02: Mentari,2023-05-21,586
A0: All Stations,BRT02: Mentari,2023-05-22,823
A0: All Stations,BRT02: Mentari,2023-05-23,860
A0: All Stations,BRT02: Mentari,2023-05-24,961
A0: All Stations,BRT02: Mentari,2023-05-25,810
A0: All Stations,BRT02: Mentari,2023-05-26,903
A0: All Stations,BRT02: Mentari,2023-05-27,644
A0: All Stations,BRT02: Mentari,2023-05-28,643
A0: All Stations,BRT02: Mentari,2023-05-29,808
A0: All Stations,BRT02: Mentari,2023-05-30,809
A0: All Stations,BRT02: Mentari,2023-05-31,944
A0: All Stations,BRT02: Mentari,2023-06-01,775
A0: All Stations,BRT02: Mentari,2023-06-02,810
A0: All Stations,BRT02: Mentari,2023-06-03,621
A0: All Stations,BRT02: Mentari,2023-06-04,643
A0: All Stations,BRT02: Mentari,2023-06-05,449
A0: All Stations,BRT02: Mentari,2023-06-06,887
A0: All Stations,BRT02: Mentari,2023-06-07,950
A0: All Stations,BRT02: Mentari,2023-06-08,839
A0: All Stations,BRT02: Mentari,2023-06-09,850
A0: All Stations,BRT02: Mentari,2023-06-10,607
A0: All Stations,BRT02: Mentari,2023-06-11,706
A0: All Stations,BRT02: Mentari,2023-06-12,822
A0: All Stations,BRT02: Mentari,2023-06-13,862
A0: All Stations,BRT02: Mentari,2023-06-14,976
A0: All Stations,BRT02: Mentari,2023-06-15,852
A0: All Stations,BRT02: Mentari,2023-06-16,869
A0: All Stations,BRT02: Mentari,2023-06-17,616
A0: All Stations,BRT02: Mentari,2023-06-18,572
A0: All Stations,BRT02: Mentari,2023-06-19,836
A0: All Stations,BRT02: Mentari,2023-06-20,867
A0: All Stations,BRT02: Mentari,2023-06-21,902
A0: All Stations,BRT02: Mentari,2023-06-22,806
A0: All Stations,BRT02: Mentari,2023-06-23,859
A0: All Stations,BRT02: Mentari,2023-06-24,585
A0: All Stations,BRT02: Mentari,2023-06-25,595
A0: All Stations,BRT02: Mentari,2023-06-26,792
A0: All Stations,BRT02: Mentari,2023-06-27,893
A0: All Stations,BRT02: Mentari,2023-06-28,945
A0: All Stations,BRT02: Mentari,2023-06-29,595
A0: All Stations,BRT02: Mentari,2023-06-30,779
A0: All Stations,BRT02: Mentari,2023-07-01,545
A0: All Stations,BRT02: Mentari,2023-07-02,642
A0: All Stations,BRT02: Mentari,2023-07-03,798
A0: All Stations,BRT02: Mentari,2023-07-04,863
A0: All Stations,BRT02: Mentari,2023-07-05,996
A0: All Stations,BRT02: Mentari,2023-07-06,887
A0: All Stations,BRT02: Mentari,2023-07-07,905
A0: All Stations,BRT02: Mentari,2023-07-08,672
A0: All Stations,BRT02: Mentari,2023-07-09,790
A0: All Stations,BRT02: Mentari,2023-07-10,881
A0: All Stations,BRT02: Mentari,2023-07-11,866
A0: All Stations,BRT02: Mentari,2023-07-12,995
A0: All Stations,BRT02: Mentari,2023-07-13,888
A0: All Stations,BRT02: Mentari,2023-07-14,874
A0: All Stations,BRT02: Mentari,2023-07-15,676
A0: All Stations,BRT02: Mentari,2023-07-16,622
A0: All Stations,BRT02: Mentari,2023-07-17,848
A0: All Stations,BRT02: Mentari,2023-07-18,900
A0: All Stations,BRT02: Mentari,2023-07-19,586
A0: All Stations,BRT02: Mentari,2023-07-20,857
A0: All Stations,BRT02: Mentari,2023-07-21,915
A0: All Stations,BRT02: Mentari,2023-07-22,627
A0: All Stations,BRT02: Mentari,2023-07-23,609
A0: All Stations,BRT02: Mentari,2023-07-24,853
A0: All Stations,BRT02: Mentari,2023-07-25,873
A0: All Stations,BRT02: Mentari,2023-07-26,1003
A0: All Stations,BRT02: Mentari,2023-07-27,846
A0: All Stations,BRT02: Mentari,2023-07-28,883
A0: All Stations,BRT02: Mentari,2023-07-29,683
A0: All Stations,BRT02: Mentari,2023-07-30,620
A0: All Stations,BRT02: Mentari,2023-07-31,916
A0: All Stations,BRT02: Mentari,2023-08-01,900
A0: All Stations,BRT02: Mentari,2023-08-02,954
A0: All Stations,BRT02: Mentari,2023-08-03,881
A0: All Stations,BRT02: Mentari,2023-08-04,908
A0: All Stations,BRT02: Mentari,2023-08-05,661
A0: All Stations,BRT02: Mentari,2023-08-06,630
A0: All Stations,BRT02: Mentari,2023-08-07,887
A0: All Stations,BRT02: Mentari,2023-08-08,872
A0: All Stations,BRT02: Mentari,2023-08-09,1004
A0: All Stations,BRT02: Mentari,2023-08-10,869
A0: All Stations,BRT02: Mentari,2023-08-11,932
A0: All Stations,BRT02: Mentari,2023-08-12,611
A0: All Stations,BRT02: Mentari,2023-08-13,629
A0: All Stations,BRT02: Mentari,2023-08-14,651
A0: All Stations,BRT02: Mentari,2023-08-15,901
A0: All Stations,BRT02: Mentari,2023-08-16,979
A0: All Stations,BRT02: Mentari,2023-08-17,883
A0: All Stations,BRT02: Mentari,2023-08-18,901
A0: All Stations,BRT02: Mentari,2023-08-19,631
A0: All Stations,BRT02: Mentari,2023-08-20,586
A0: All Stations,BRT02: Mentari,2023-08-21,857
A0: All Stations,BRT02: Mentari,2023-08-22,804
A0: All Stations,BRT02: Mentari,2023-08-23,984
A0: All Stations,BRT02: Mentari,2023-08-24,865
A0: All Stations,BRT02: Mentari,2023-08-25,957
A0: All Stations,BRT02: Mentari,2023-08-26,682
A0: All Stations,BRT02: Mentari,2023-08-27,606
A0: All Stations,BRT02: Mentari,2023-08-28,828
A0: All Stations,BRT02: Mentari,2023-08-29,874
A0: All Stations,BRT02: Mentari,2023-08-30,1021
A0: All Stations,BRT02: Mentari,2023-08-31,566
A0: All Stations,BRT02: Mentari,2023-09-01,874
