date,state,branch,category,subcategory,cases
2024-01-01,Melaka,Melaka,Jenayah,Jenayah Bidang Kuasa,11
2024-01-01,Melaka,Melaka,Jenayah,Jenayah Luar Bidang Kuasa,8
2024-01-01,Melaka,Melaka,Sivil,Keluarga Sivil,18
2024-01-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,12
2024-01-01,Melaka,Melaka,Sivil,Sivil Pelbagai,16
2024-01-01,Melaka,Melaka,Syariah,Keluarga Syariah,38
2024-01-01,Melaka,Melaka,Syariah,Syariah Luar Bidang Kuasa,1
2024-01-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Bidang Kuasa,1
2024-01-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Luar Bidang Kuasa,64
2024-01-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Tidak Dinyatakan,2
2024-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Keluarga Sivil,42
2024-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,7
2024-01-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,16
2024-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,59
2024-01-01,Negeri Sembilan,Negeri Sembilan,Syariah,Syariah Luar Bidang Kuasa,1
2024-01-01,Pahang,Pahang,Jenayah,Jenayah Bidang Kuasa,31
2024-01-01,Pahang,Pahang,Jenayah,Jenayah Luar Bidang Kuasa,34
2024-01-01,Pahang,Pahang,Sivil,Keluarga Sivil,6
2024-01-01,Pahang,Pahang,Sivil,Sivil Luar Bidang Kuasa,11
2024-01-01,Pahang,Pahang,Sivil,Sivil Pelbagai,3
2024-01-01,Pahang,Pahang,Syariah,Keluarga Syariah,105
2024-01-01,Pahang,Raub,Jenayah,Jenayah Bidang Kuasa,1
2024-01-01,Pahang,Raub,Sivil,Keluarga Sivil,16
2024-01-01,Pahang,Raub,Sivil,Sivil Pelbagai,1
2024-01-01,Pahang,Raub,Syariah,Keluarga Syariah,24
2024-01-01,Perak,Perak,Jenayah,Tidak Dinyatakan,1
2024-01-01,Perak,Perak,Sivil,Keluarga Sivil,66
2024-01-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,9
2024-01-01,Perak,Perak,Sivil,Sivil Pelbagai,8
2024-01-01,Perak,Perak,Sivil,Tidak Dinyatakan,19
2024-01-01,Perak,Perak,Syariah,Keluarga Syariah,74
2024-01-01,Perak,Perak,Syariah,Syariah Luar Bidang Kuasa,1
2024-01-01,Perak,Taiping,Jenayah,Jenayah Bidang Kuasa,1
2024-01-01,Perak,Taiping,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-01-01,Perak,Taiping,Sivil,Keluarga Sivil,12
2024-01-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,2
2024-01-01,Perak,Taiping,Sivil,Sivil Pelbagai,4
2024-01-01,Perak,Taiping,Syariah,Keluarga Syariah,18
2024-01-01,Perlis,Perlis,Jenayah,Jenayah Bidang Kuasa,1
2024-01-01,Perlis,Perlis,Jenayah,Jenayah Luar Bidang Kuasa,5
2024-01-01,Perlis,Perlis,Sivil,Keluarga Sivil,3
2024-01-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,8
2024-01-01,Perlis,Perlis,Sivil,Sivil Pelbagai,14
2024-01-01,Perlis,Perlis,Syariah,Keluarga Syariah,36
2024-01-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-01-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,37
2024-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,24
2024-01-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,18
2024-01-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,68
2024-01-01,Sabah,Sabah,Jenayah,Jenayah Bidang Kuasa,8
2024-01-01,Sabah,Sabah,Sivil,Keluarga Sivil,57
2024-01-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,25
2024-01-01,Sabah,Sabah,Sivil,Sivil Pelbagai,30
2024-01-01,Sabah,Sabah,Syariah,Keluarga Syariah,64
2024-01-01,Sarawak,Miri,Sivil,Keluarga Sivil,33
2024-01-01,Sarawak,Miri,Sivil,Sivil Luar Bidang Kuasa,1
2024-01-01,Sarawak,Miri,Syariah,Keluarga Syariah,8
2024-01-01,Sarawak,Sarawak,Jenayah,Jenayah Bidang Kuasa,8
2024-01-01,Sarawak,Sarawak,Jenayah,Jenayah Luar Bidang Kuasa,17
2024-01-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,99
2024-01-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,10
2024-01-01,Sarawak,Sarawak,Sivil,Sivil Pelbagai,8
2024-01-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,74
2024-01-01,Sarawak,Sarawak,Syariah,Syariah Luar Bidang Kuasa,1
2024-01-01,Sarawak,Sibu,Sivil,Keluarga Sivil,34
2024-01-01,Sarawak,Sibu,Sivil,Sivil Luar Bidang Kuasa,2
2024-01-01,Sarawak,Sibu,Syariah,Keluarga Syariah,26
2024-01-01,Selangor,Selangor,Jenayah,Jenayah Bidang Kuasa,1
2024-01-01,Selangor,Selangor,Jenayah,Jenayah Luar Bidang Kuasa,5
2024-01-01,Selangor,Selangor,Sivil,Keluarga Sivil,118
2024-01-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,49
2024-01-01,Selangor,Selangor,Sivil,Sivil Pelbagai,100
2024-01-01,Selangor,Selangor,Sivil,Tidak Dinyatakan,55
2024-01-01,Selangor,Selangor,Syariah,Keluarga Syariah,237
2024-01-01,Selangor,Selangor,Syariah,Syariah Luar Bidang Kuasa,3
2024-01-01,Terengganu,Terengganu,Jenayah,Jenayah Bidang Kuasa,7
2024-01-01,Terengganu,Terengganu,Jenayah,Jenayah Luar Bidang Kuasa,12
2024-01-01,Terengganu,Terengganu,Sivil,Keluarga Sivil,1
2024-01-01,Terengganu,Terengganu,Sivil,Sivil Luar Bidang Kuasa,9
2024-01-01,Terengganu,Terengganu,Sivil,Sivil Pelbagai,15
2024-01-01,Terengganu,Terengganu,Sivil,Tidak Dinyatakan,1
2024-01-01,Terengganu,Terengganu,Syariah,Keluarga Syariah,141
2024-01-01,Terengganu,Terengganu,Syariah,Syariah Luar Bidang Kuasa,1
2024-01-01,Terengganu,Terengganu,Syariah,Tidak Dinyatakan,1
2024-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,Jenayah Bidang Kuasa,1
2024-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,Jenayah Luar Bidang Kuasa,45
2024-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Keluarga Sivil,50
2024-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Sivil Luar Bidang Kuasa,13
2024-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Sivil Pelbagai,17
2024-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,Keluarga Syariah,191
2024-01-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,Syariah Luar Bidang Kuasa,2
2024-01-01,W.P. Labuan,Labuan,Syariah,Keluarga Syariah,11
2024-01-01,W.P. Labuan,Labuan,Syariah,Syariah Luar Bidang Kuasa,1
2024-01-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,Jenayah Luar Bidang Kuasa,2
2024-01-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Keluarga Sivil,3
2024-01-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Sivil Luar Bidang Kuasa,7
2024-01-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Sivil Pelbagai,10
2024-01-01,W.P. Putrajaya,Ibu Pejabat,Syariah,Keluarga Syariah,18
2024-02-01,Johor,Johor,Jenayah,Jenayah Luar Bidang Kuasa,2
2024-02-01,Johor,Johor,Sivil,Keluarga Sivil,20
2024-02-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,18
2024-02-01,Johor,Johor,Sivil,Sivil Pelbagai,19
2024-02-01,Johor,Johor,Syariah,Keluarga Syariah,64
2024-02-01,Johor,Johor,Syariah,Syariah Luar Bidang Kuasa,3
2024-02-01,Johor,Muar,Jenayah,Jenayah Bidang Kuasa,1
2024-02-01,Johor,Muar,Jenayah,Jenayah Luar Bidang Kuasa,33
2024-02-01,Johor,Muar,Sivil,Keluarga Sivil,7
2024-02-01,Johor,Muar,Sivil,Sivil Luar Bidang Kuasa,18
2024-02-01,Johor,Muar,Sivil,Sivil Pelbagai,11
2024-02-01,Johor,Muar,Syariah,Keluarga Syariah,40
2024-02-01,Johor,Muar,Syariah,Syariah Luar Bidang Kuasa,4
2024-02-01,Kedah,Kedah,Jenayah,Jenayah Luar Bidang Kuasa,3
2024-02-01,Kedah,Kedah,Sivil,Keluarga Sivil,12
2024-02-01,Kedah,Kedah,Sivil,Sivil Luar Bidang Kuasa,18
2024-02-01,Kedah,Kedah,Sivil,Sivil Pelbagai,8
2024-02-01,Kedah,Kedah,Syariah,Keluarga Syariah,116
2024-02-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,2
2024-02-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,1
2024-02-01,Kedah,Langkawi,Syariah,Keluarga Syariah,22
2024-02-01,Kelantan,Gua Musang,Jenayah,Jenayah Bidang Kuasa,1
2024-02-01,Kelantan,Gua Musang,Sivil,Sivil Luar Bidang Kuasa,1
2024-02-01,Kelantan,Gua Musang,Sivil,Sivil Pelbagai,1
2024-02-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,21
2024-02-01,Kelantan,Kelantan,Jenayah,Jenayah Bidang Kuasa,3
2024-02-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,70
2024-02-01,Kelantan,Kelantan,Sivil,Keluarga Sivil,8
2024-02-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,16
2024-02-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,21
2024-02-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,131
2024-02-01,Kelantan,Kelantan,Syariah,Tidak Dinyatakan,31
2024-02-01,Melaka,Melaka,Jenayah,Jenayah Bidang Kuasa,12
2024-02-01,Melaka,Melaka,Sivil,Keluarga Sivil,15
2024-02-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,9
2024-02-01,Melaka,Melaka,Sivil,Sivil Pelbagai,12
2024-02-01,Melaka,Melaka,Syariah,Keluarga Syariah,14
2024-02-01,Melaka,Melaka,Syariah,Tidak Dinyatakan,16
2024-02-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Luar Bidang Kuasa,2
2024-02-01,Negeri Sembilan,Negeri Sembilan,Sivil,Keluarga Sivil,43
2024-02-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,6
2024-02-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,6
2024-02-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,53
2024-02-01,Pahang,Pahang,Sivil,Keluarga Sivil,4
2024-02-01,Pahang,Pahang,Sivil,Sivil Luar Bidang Kuasa,12
2024-02-01,Pahang,Pahang,Sivil,Sivil Pelbagai,3
2024-02-01,Pahang,Pahang,Syariah,Keluarga Syariah,46
2024-02-01,Pahang,Raub,Jenayah,Jenayah Luar Bidang Kuasa,96
2024-02-01,Pahang,Raub,Sivil,Keluarga Sivil,8
2024-02-01,Pahang,Raub,Sivil,Sivil Pelbagai,1
2024-02-01,Pahang,Raub,Syariah,Keluarga Syariah,29
2024-02-01,Perak,Perak,Jenayah,Jenayah Luar Bidang Kuasa,25
2024-02-01,Perak,Perak,Jenayah,Tidak Dinyatakan,1
2024-02-01,Perak,Perak,Sivil,Keluarga Sivil,63
2024-02-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,11
2024-02-01,Perak,Perak,Sivil,Sivil Pelbagai,11
2024-02-01,Perak,Perak,Sivil,Tidak Dinyatakan,21
2024-02-01,Perak,Perak,Syariah,Keluarga Syariah,74
2024-02-01,Perak,Perak,Syariah,Syariah Luar Bidang Kuasa,2
2024-02-01,Perak,Perak,Syariah,Tidak Dinyatakan,7
2024-02-01,Perak,Taiping,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-02-01,Perak,Taiping,Sivil,Keluarga Sivil,6
2024-02-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,4
2024-02-01,Perak,Taiping,Sivil,Sivil Pelbagai,4
2024-02-01,Perak,Taiping,Syariah,Keluarga Syariah,27
2024-02-01,Perlis,Perlis,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-02-01,Perlis,Perlis,Sivil,Keluarga Sivil,4
2024-02-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,7
2024-02-01,Perlis,Perlis,Sivil,Sivil Pelbagai,8
2024-02-01,Perlis,Perlis,Syariah,Keluarga Syariah,33
2024-02-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Luar Bidang Kuasa,4
2024-02-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,58
2024-02-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,24
2024-02-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,15
2024-02-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,107
2024-02-01,Sabah,Sabah,Jenayah,Jenayah Bidang Kuasa,3
2024-02-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,7
2024-02-01,Sabah,Sabah,Sivil,Keluarga Sivil,60
2024-02-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,19
2024-02-01,Sabah,Sabah,Sivil,Sivil Pelbagai,31
2024-02-01,Sabah,Sabah,Syariah,Keluarga Syariah,107
2024-02-01,Sabah,Sabah,Syariah,Syariah Luar Bidang Kuasa,2
2024-02-01,Sarawak,Miri,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-02-01,Sarawak,Miri,Sivil,Keluarga Sivil,24
2024-02-01,Sarawak,Miri,Sivil,Sivil Pelbagai,1
2024-02-01,Sarawak,Miri,Syariah,Keluarga Syariah,17
2024-02-01,Sarawak,Miri,Syariah,Syariah Luar Bidang Kuasa,1
2024-02-01,Sarawak,Sarawak,Jenayah,Jenayah Bidang Kuasa,2
2024-02-01,Sarawak,Sarawak,Jenayah,Jenayah Luar Bidang Kuasa,3
2024-02-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,34
2024-02-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,15
2024-02-01,Sarawak,Sarawak,Sivil,Sivil Pelbagai,2
2024-02-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,78
2024-02-01,Sarawak,Sibu,Sivil,Keluarga Sivil,48
2024-02-01,Sarawak,Sibu,Sivil,Sivil Luar Bidang Kuasa,3
2024-02-01,Sarawak,Sibu,Syariah,Keluarga Syariah,15
2024-02-01,Selangor,Selangor,Jenayah,Jenayah Bidang Kuasa,1
2024-02-01,Selangor,Selangor,Jenayah,Jenayah Luar Bidang Kuasa,31
2024-02-01,Selangor,Selangor,Jenayah,Tidak Dinyatakan,8
2024-02-01,Selangor,Selangor,Sivil,Keluarga Sivil,32
2024-02-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,17
2024-02-01,Selangor,Selangor,Sivil,Sivil Pelbagai,24
2024-02-01,Selangor,Selangor,Sivil,Tidak Dinyatakan,65
2024-02-01,Selangor,Selangor,Syariah,Keluarga Syariah,111
2024-02-01,Selangor,Selangor,Syariah,Syariah Luar Bidang Kuasa,1
2024-02-01,Terengganu,Terengganu,Jenayah,Jenayah Bidang Kuasa,9
2024-02-01,Terengganu,Terengganu,Jenayah,Jenayah Luar Bidang Kuasa,15
2024-02-01,Terengganu,Terengganu,Sivil,Keluarga Sivil,1
2024-02-01,Terengganu,Terengganu,Sivil,Sivil Luar Bidang Kuasa,8
2024-02-01,Terengganu,Terengganu,Sivil,Sivil Pelbagai,3
2024-02-01,Terengganu,Terengganu,Syariah,Keluarga Syariah,98
2024-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,Jenayah Bidang Kuasa,7
2024-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,Jenayah Luar Bidang Kuasa,40
2024-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Jenayah,Tidak Dinyatakan,4
2024-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Keluarga Sivil,11
2024-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Sivil Luar Bidang Kuasa,16
2024-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Sivil Pelbagai,14
2024-02-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,Keluarga Syariah,49
2024-02-01,W.P. Labuan,Labuan,Sivil,Keluarga Sivil,2
2024-02-01,W.P. Labuan,Labuan,Sivil,Sivil Luar Bidang Kuasa,2
2024-02-01,W.P. Labuan,Labuan,Sivil,Sivil Pelbagai,10
2024-02-01,W.P. Labuan,Labuan,Syariah,Keluarga Syariah,15
2024-02-01,W.P. Labuan,Labuan,Syariah,Syariah Luar Bidang Kuasa,1
2024-02-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,Jenayah Bidang Kuasa,1
2024-02-01,W.P. Putrajaya,Ibu Pejabat,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-02-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Sivil Luar Bidang Kuasa,6
2024-02-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Sivil Pelbagai,5
2024-02-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Tidak Dinyatakan,5
2024-02-01,W.P. Putrajaya,Ibu Pejabat,Syariah,Keluarga Syariah,13
2024-03-01,Johor,Johor,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-03-01,Johor,Johor,Sivil,Keluarga Sivil,30
2024-03-01,Johor,Johor,Sivil,Sivil Luar Bidang Kuasa,28
2024-03-01,Johor,Johor,Sivil,Sivil Pelbagai,20
2024-03-01,Johor,Johor,Syariah,Keluarga Syariah,73
2024-03-01,Johor,Johor,Syariah,Syariah Luar Bidang Kuasa,4
2024-03-01,Johor,Muar,Jenayah,Jenayah Bidang Kuasa,1
2024-03-01,Johor,Muar,Sivil,Keluarga Sivil,21
2024-03-01,Johor,Muar,Sivil,Sivil Luar Bidang Kuasa,9
2024-03-01,Johor,Muar,Sivil,Sivil Pelbagai,6
2024-03-01,Johor,Muar,Syariah,Keluarga Syariah,46
2024-03-01,Kedah,Kedah,Jenayah,Jenayah Bidang Kuasa,41
2024-03-01,Kedah,Kedah,Jenayah,Jenayah Luar Bidang Kuasa,4
2024-03-01,Kedah,Kedah,Sivil,Keluarga Sivil,10
2024-03-01,Kedah,Kedah,Sivil,Sivil Luar Bidang Kuasa,22
2024-03-01,Kedah,Kedah,Sivil,Sivil Pelbagai,16
2024-03-01,Kedah,Kedah,Syariah,Keluarga Syariah,57
2024-03-01,Kedah,Kedah,Syariah,Syariah Luar Bidang Kuasa,3
2024-03-01,Kedah,Langkawi,Jenayah,Jenayah Luar Bidang Kuasa,4
2024-03-01,Kedah,Langkawi,Sivil,Keluarga Sivil,4
2024-03-01,Kedah,Langkawi,Sivil,Sivil Luar Bidang Kuasa,3
2024-03-01,Kedah,Langkawi,Sivil,Sivil Pelbagai,1
2024-03-01,Kedah,Langkawi,Syariah,Keluarga Syariah,14
2024-03-01,Kelantan,Gua Musang,Sivil,Keluarga Sivil,1
2024-03-01,Kelantan,Gua Musang,Sivil,Sivil Pelbagai,1
2024-03-01,Kelantan,Gua Musang,Syariah,Keluarga Syariah,22
2024-03-01,Kelantan,Kelantan,Jenayah,Jenayah Bidang Kuasa,5
2024-03-01,Kelantan,Kelantan,Jenayah,Jenayah Luar Bidang Kuasa,19
2024-03-01,Kelantan,Kelantan,Sivil,Keluarga Sivil,3
2024-03-01,Kelantan,Kelantan,Sivil,Sivil Luar Bidang Kuasa,16
2024-03-01,Kelantan,Kelantan,Sivil,Sivil Pelbagai,13
2024-03-01,Kelantan,Kelantan,Syariah,Keluarga Syariah,104
2024-03-01,Kelantan,Kelantan,Syariah,Syariah Luar Bidang Kuasa,1
2024-03-01,Kelantan,Kelantan,Syariah,Tidak Dinyatakan,14
2024-03-01,Melaka,Melaka,Jenayah,Jenayah Bidang Kuasa,2
2024-03-01,Melaka,Melaka,Sivil,Keluarga Sivil,13
2024-03-01,Melaka,Melaka,Sivil,Sivil Luar Bidang Kuasa,4
2024-03-01,Melaka,Melaka,Sivil,Sivil Pelbagai,5
2024-03-01,Melaka,Melaka,Syariah,Keluarga Syariah,43
2024-03-01,Melaka,Melaka,Syariah,Syariah Luar Bidang Kuasa,1
2024-03-01,Negeri Sembilan,Negeri Sembilan,Jenayah,Jenayah Luar Bidang Kuasa,13
2024-03-01,Negeri Sembilan,Negeri Sembilan,Sivil,Keluarga Sivil,59
2024-03-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Luar Bidang Kuasa,12
2024-03-01,Negeri Sembilan,Negeri Sembilan,Sivil,Sivil Pelbagai,13
2024-03-01,Negeri Sembilan,Negeri Sembilan,Syariah,Keluarga Syariah,43
2024-03-01,Negeri Sembilan,Negeri Sembilan,Syariah,Syariah Luar Bidang Kuasa,2
2024-03-01,Pahang,Pahang,Jenayah,Jenayah Bidang Kuasa,4
2024-03-01,Pahang,Pahang,Sivil,Keluarga Sivil,5
2024-03-01,Pahang,Pahang,Sivil,Sivil Luar Bidang Kuasa,9
2024-03-01,Pahang,Pahang,Sivil,Sivil Pelbagai,7
2024-03-01,Pahang,Pahang,Syariah,Keluarga Syariah,34
2024-03-01,Pahang,Raub,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-03-01,Pahang,Raub,Sivil,Keluarga Sivil,3
2024-03-01,Pahang,Raub,Sivil,Sivil Luar Bidang Kuasa,1
2024-03-01,Pahang,Raub,Sivil,Sivil Pelbagai,6
2024-03-01,Pahang,Raub,Syariah,Keluarga Syariah,24
2024-03-01,Perak,Perak,Sivil,Keluarga Sivil,75
2024-03-01,Perak,Perak,Sivil,Sivil Luar Bidang Kuasa,10
2024-03-01,Perak,Perak,Sivil,Sivil Pelbagai,7
2024-03-01,Perak,Perak,Sivil,Tidak Dinyatakan,36
2024-03-01,Perak,Perak,Syariah,Keluarga Syariah,77
2024-03-01,Perak,Perak,Syariah,Syariah Luar Bidang Kuasa,5
2024-03-01,Perak,Perak,Syariah,Tidak Dinyatakan,6
2024-03-01,Perak,Taiping,Jenayah,Jenayah Bidang Kuasa,7
2024-03-01,Perak,Taiping,Jenayah,Jenayah Luar Bidang Kuasa,25
2024-03-01,Perak,Taiping,Sivil,Keluarga Sivil,19
2024-03-01,Perak,Taiping,Sivil,Sivil Luar Bidang Kuasa,6
2024-03-01,Perak,Taiping,Sivil,Sivil Pelbagai,11
2024-03-01,Perak,Taiping,Syariah,Keluarga Syariah,38
2024-03-01,Perlis,Perlis,Jenayah,Jenayah Bidang Kuasa,1
2024-03-01,Perlis,Perlis,Jenayah,Jenayah Luar Bidang Kuasa,4
2024-03-01,Perlis,Perlis,Sivil,Keluarga Sivil,5
2024-03-01,Perlis,Perlis,Sivil,Sivil Luar Bidang Kuasa,12
2024-03-01,Perlis,Perlis,Sivil,Sivil Pelbagai,8
2024-03-01,Perlis,Perlis,Syariah,Keluarga Syariah,38
2024-03-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Bidang Kuasa,10
2024-03-01,Pulau Pinang,Pulau Pinang,Jenayah,Jenayah Luar Bidang Kuasa,2
2024-03-01,Pulau Pinang,Pulau Pinang,Sivil,Keluarga Sivil,41
2024-03-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Luar Bidang Kuasa,18
2024-03-01,Pulau Pinang,Pulau Pinang,Sivil,Sivil Pelbagai,17
2024-03-01,Pulau Pinang,Pulau Pinang,Syariah,Keluarga Syariah,75
2024-03-01,Sabah,Sabah,Jenayah,Jenayah Bidang Kuasa,2
2024-03-01,Sabah,Sabah,Jenayah,Jenayah Luar Bidang Kuasa,4
2024-03-01,Sabah,Sabah,Sivil,Keluarga Sivil,52
2024-03-01,Sabah,Sabah,Sivil,Sivil Luar Bidang Kuasa,16
2024-03-01,Sabah,Sabah,Sivil,Sivil Pelbagai,30
2024-03-01,Sabah,Sabah,Syariah,Keluarga Syariah,72
2024-03-01,Sarawak,Miri,Sivil,Keluarga Sivil,47
2024-03-01,Sarawak,Miri,Sivil,Sivil Luar Bidang Kuasa,2
2024-03-01,Sarawak,Miri,Sivil,Sivil Pelbagai,3
2024-03-01,Sarawak,Miri,Syariah,Keluarga Syariah,22
2024-03-01,Sarawak,Sarawak,Jenayah,Jenayah Bidang Kuasa,1
2024-03-01,Sarawak,Sarawak,Sivil,Keluarga Sivil,40
2024-03-01,Sarawak,Sarawak,Sivil,Sivil Luar Bidang Kuasa,11
2024-03-01,Sarawak,Sarawak,Sivil,Sivil Pelbagai,3
2024-03-01,Sarawak,Sarawak,Syariah,Keluarga Syariah,77
2024-03-01,Sarawak,Sibu,Sivil,Keluarga Sivil,46
2024-03-01,Sarawak,Sibu,Sivil,Sivil Luar Bidang Kuasa,2
2024-03-01,Sarawak,Sibu,Sivil,Sivil Pelbagai,2
2024-03-01,Sarawak,Sibu,Syariah,Keluarga Syariah,22
2024-03-01,Selangor,Selangor,Jenayah,Jenayah Bidang Kuasa,1
2024-03-01,Selangor,Selangor,Sivil,Keluarga Sivil,33
2024-03-01,Selangor,Selangor,Sivil,Sivil Luar Bidang Kuasa,14
2024-03-01,Selangor,Selangor,Sivil,Sivil Pelbagai,21
2024-03-01,Selangor,Selangor,Sivil,Tidak Dinyatakan,60
2024-03-01,Selangor,Selangor,Syariah,Keluarga Syariah,86
2024-03-01,Selangor,Selangor,Syariah,Syariah Luar Bidang Kuasa,1
2024-03-01,Terengganu,Terengganu,Jenayah,Jenayah Luar Bidang Kuasa,9
2024-03-01,Terengganu,Terengganu,Sivil,Sivil Luar Bidang Kuasa,11
2024-03-01,Terengganu,Terengganu,Sivil,Sivil Pelbagai,5
2024-03-01,Terengganu,Terengganu,Syariah,Keluarga Syariah,80
2024-03-01,Terengganu,Terengganu,Syariah,Syariah Luar Bidang Kuasa,5
2024-03-01,Terengganu,Terengganu,Syariah,Tidak Dinyatakan,1
2024-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Keluarga Sivil,39
2024-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Sivil Luar Bidang Kuasa,12
2024-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Sivil,Sivil Pelbagai,15
2024-03-01,W.P. Kuala Lumpur,Kuala Lumpur,Syariah,Keluarga Syariah,67
2024-03-01,W.P. Labuan,Labuan,Jenayah,Jenayah Luar Bidang Kuasa,1
2024-03-01,W.P. Labuan,Labuan,Sivil,Keluarga Sivil,1
2024-03-01,W.P. Labuan,Labuan,Syariah,Keluarga Syariah,13
2024-03-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Keluarga Sivil,2
2024-03-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Sivil Luar Bidang Kuasa,6
2024-03-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Sivil Pelbagai,7
2024-03-01,W.P. Putrajaya,Ibu Pejabat,Sivil,Tidak Dinyatakan,1
