state,district,stage,sex,date,students
Sarawak,Julau,post_secondary,male,2021-01-01,0
Sarawak,Julau,post_secondary,male,2022-01-01,0
Sarawak,Julau,post_secondary,male,2023-06-30,0
Sarawak,Julau,post_secondary,male,2024-06-30,0
Sarawak,Julau,post_secondary,male,2025-06-30,0
Sarawak,Kabong,primary,both,2018-01-01,398
Sarawak,Kabong,primary,both,2019-01-01,381
Sarawak,Kabong,primary,both,2020-01-01,378
Sarawak,Kabong,primary,both,2021-01-01,389
Sarawak,Kabong,primary,both,2022-01-01,377
Sarawak,Kabong,primary,female,2018-01-01,195
Sarawak,Kabong,primary,female,2019-01-01,182
Sarawak,Kabong,primary,female,2020-01-01,171
Sarawak,Kabong,primary,female,2021-01-01,183
Sarawak,Kabong,primary,female,2022-01-01,181
Sarawak,Kabong,primary,male,2018-01-01,203
Sarawak,Kabong,primary,male,2019-01-01,199
Sarawak,Kabong,primary,male,2020-01-01,207
Sarawak,Kabong,primary,male,2021-01-01,206
Sarawak,Kabong,primary,male,2022-01-01,196
Sarawak,Kabong,secondary,both,2018-01-01,1015
Sarawak,Kabong,secondary,both,2019-01-01,977
Sarawak,Kabong,secondary,both,2020-01-01,947
Sarawak,Kabong,secondary,both,2021-01-01,1009
Sarawak,Kabong,secondary,both,2022-01-01,1008
Sarawak,Kabong,secondary,female,2018-01-01,492
Sarawak,Kabong,secondary,female,2019-01-01,475
Sarawak,Kabong,secondary,female,2020-01-01,466
Sarawak,Kabong,secondary,female,2021-01-01,481
Sarawak,Kabong,secondary,female,2022-01-01,483
Sarawak,Kabong,secondary,male,2018-01-01,523
Sarawak,Kabong,secondary,male,2019-01-01,502
Sarawak,Kabong,secondary,male,2020-01-01,481
Sarawak,Kabong,secondary,male,2021-01-01,528
Sarawak,Kabong,secondary,male,2022-01-01,525
Sarawak,Kabong,post_secondary,both,2018-01-01,0
Sarawak,Kabong,post_secondary,both,2019-01-01,0
Sarawak,Kabong,post_secondary,both,2020-01-01,0
Sarawak,Kabong,post_secondary,both,2021-01-01,0
Sarawak,Kabong,post_secondary,both,2022-01-01,0
Sarawak,Kabong,post_secondary,female,2018-01-01,0
Sarawak,Kabong,post_secondary,female,2019-01-01,0
Sarawak,Kabong,post_secondary,female,2020-01-01,0
Sarawak,Kabong,post_secondary,female,2021-01-01,0
Sarawak,Kabong,post_secondary,female,2022-01-01,0
Sarawak,Kabong,post_secondary,male,2018-01-01,0
Sarawak,Kabong,post_secondary,male,2019-01-01,0
Sarawak,Kabong,post_secondary,male,2020-01-01,0
Sarawak,Kabong,post_secondary,male,2021-01-01,0
Sarawak,Kabong,post_secondary,male,2022-01-01,0
Sarawak,Kanowit,primary,both,2017-01-01,3129
Sarawak,Kanowit,primary,both,2018-01-01,3076
Sarawak,Kanowit,primary,both,2019-01-01,3053
Sarawak,Kanowit,primary,both,2020-01-01,2990
Sarawak,Kanowit,primary,both,2021-01-01,2935
Sarawak,Kanowit,primary,both,2022-01-01,2877
Sarawak,Kanowit,primary,both,2023-06-30,2772
Sarawak,Kanowit,primary,both,2024-06-30,2667
Sarawak,Kanowit,primary,both,2025-06-30,2570
Sarawak,Kanowit,primary,female,2017-01-01,1550
Sarawak,Kanowit,primary,female,2018-01-01,1509
Sarawak,Kanowit,primary,female,2019-01-01,1514
Sarawak,Kanowit,primary,female,2020-01-01,1466
Sarawak,Kanowit,primary,female,2021-01-01,1435
Sarawak,Kanowit,primary,female,2022-01-01,1412
Sarawak,Kanowit,primary,female,2023-06-30,1359
Sarawak,Kanowit,primary,female,2024-06-30,1295
Sarawak,Kanowit,primary,female,2025-06-30,1227
Sarawak,Kanowit,primary,male,2017-01-01,1579
Sarawak,Kanowit,primary,male,2018-01-01,1567
Sarawak,Kanowit,primary,male,2019-01-01,1539
Sarawak,Kanowit,primary,male,2020-01-01,1524
Sarawak,Kanowit,primary,male,2021-01-01,1500
Sarawak,Kanowit,primary,male,2022-01-01,1465
Sarawak,Kanowit,primary,male,2023-06-30,1413
Sarawak,Kanowit,primary,male,2024-06-30,1372
Sarawak,Kanowit,primary,male,2025-06-30,1343
Sarawak,Kanowit,secondary,both,2017-01-01,2368
Sarawak,Kanowit,secondary,both,2018-01-01,2219
Sarawak,Kanowit,secondary,both,2019-01-01,2209
Sarawak,Kanowit,secondary,both,2020-01-01,2231
Sarawak,Kanowit,secondary,both,2021-01-01,2277
Sarawak,Kanowit,secondary,both,2022-01-01,2226
Sarawak,Kanowit,secondary,both,2023-06-30,2108
Sarawak,Kanowit,secondary,both,2024-06-30,2057
Sarawak,Kanowit,secondary,both,2025-06-30,2049
Sarawak,Kanowit,secondary,female,2017-01-01,1209
Sarawak,Kanowit,secondary,female,2018-01-01,1139
Sarawak,Kanowit,secondary,female,2019-01-01,1123
Sarawak,Kanowit,secondary,female,2020-01-01,1145
Sarawak,Kanowit,secondary,female,2021-01-01,1168
Sarawak,Kanowit,secondary,female,2022-01-01,1095
Sarawak,Kanowit,secondary,female,2023-06-30,1053
Sarawak,Kanowit,secondary,female,2024-06-30,1045
Sarawak,Kanowit,secondary,female,2025-06-30,1036
Sarawak,Kanowit,secondary,male,2017-01-01,1159
Sarawak,Kanowit,secondary,male,2018-01-01,1080
Sarawak,Kanowit,secondary,male,2019-01-01,1086
Sarawak,Kanowit,secondary,male,2020-01-01,1086
Sarawak,Kanowit,secondary,male,2021-01-01,1109
Sarawak,Kanowit,secondary,male,2022-01-01,1131
Sarawak,Kanowit,secondary,male,2023-06-30,1055
Sarawak,Kanowit,secondary,male,2024-06-30,1012
Sarawak,Kanowit,secondary,male,2025-06-30,1013
Sarawak,Kanowit,post_secondary,both,2018-01-01,132
Sarawak,Kanowit,post_secondary,both,2019-01-01,144
Sarawak,Kanowit,post_secondary,both,2020-01-01,75
Sarawak,Kanowit,post_secondary,both,2021-01-01,62
Sarawak,Kanowit,post_secondary,both,2022-01-01,62
Sarawak,Kanowit,post_secondary,both,2023-06-30,85
Sarawak,Kanowit,post_secondary,both,2024-06-30,57
Sarawak,Kanowit,post_secondary,both,2025-06-30,118
Sarawak,Kanowit,post_secondary,female,2018-01-01,70
Sarawak,Kanowit,post_secondary,female,2019-01-01,88
Sarawak,Kanowit,post_secondary,female,2020-01-01,50
Sarawak,Kanowit,post_secondary,female,2021-01-01,41
Sarawak,Kanowit,post_secondary,female,2022-01-01,42
Sarawak,Kanowit,post_secondary,female,2023-06-30,55
Sarawak,Kanowit,post_secondary,female,2024-06-30,40
Sarawak,Kanowit,post_secondary,female,2025-06-30,75
Sarawak,Kanowit,post_secondary,male,2018-01-01,62
Sarawak,Kanowit,post_secondary,male,2019-01-01,56
Sarawak,Kanowit,post_secondary,male,2020-01-01,25
Sarawak,Kanowit,post_secondary,male,2021-01-01,21
Sarawak,Kanowit,post_secondary,male,2022-01-01,20
Sarawak,Kanowit,post_secondary,male,2023-06-30,30
Sarawak,Kanowit,post_secondary,male,2024-06-30,17
Sarawak,Kanowit,post_secondary,male,2025-06-30,43
Sarawak,Kapit,primary,both,2017-01-01,6234
Sarawak,Kapit,primary,both,2018-01-01,6927
Sarawak,Kapit,primary,both,2019-01-01,6823
Sarawak,Kapit,primary,both,2020-01-01,6632
Sarawak,Kapit,primary,both,2021-01-01,6484
Sarawak,Kapit,primary,both,2022-01-01,6234
Sarawak,Kapit,primary,both,2023-06-30,5275
Sarawak,Kapit,primary,both,2024-06-30,5036
Sarawak,Kapit,primary,both,2025-06-30,4768
Sarawak,Kapit,primary,female,2017-01-01,2980
Sarawak,Kapit,primary,female,2018-01-01,3346
Sarawak,Kapit,primary,female,2019-01-01,3283
Sarawak,Kapit,primary,female,2020-01-01,3195
Sarawak,Kapit,primary,female,2021-01-01,3107
Sarawak,Kapit,primary,female,2022-01-01,2980
Sarawak,Kapit,primary,female,2023-06-30,2557
Sarawak,Kapit,primary,female,2024-06-30,2416
Sarawak,Kapit,primary,female,2025-06-30,2341
Sarawak,Kapit,primary,male,2017-01-01,3254
Sarawak,Kapit,primary,male,2018-01-01,3581
Sarawak,Kapit,primary,male,2019-01-01,3540
Sarawak,Kapit,primary,male,2020-01-01,3437
Sarawak,Kapit,primary,male,2021-01-01,3377
Sarawak,Kapit,primary,male,2022-01-01,3254
Sarawak,Kapit,primary,male,2023-06-30,2718
Sarawak,Kapit,primary,male,2024-06-30,2620
Sarawak,Kapit,primary,male,2025-06-30,2427
Sarawak,Kapit,secondary,both,2017-01-01,4661
Sarawak,Kapit,secondary,both,2018-01-01,4238
Sarawak,Kapit,secondary,both,2019-01-01,4208
Sarawak,Kapit,secondary,both,2020-01-01,4343
Sarawak,Kapit,secondary,both,2021-01-01,4460
Sarawak,Kapit,secondary,both,2022-01-01,4534
Sarawak,Kapit,secondary,both,2023-06-30,4420
Sarawak,Kapit,secondary,both,2024-06-30,4333
Sarawak,Kapit,secondary,both,2025-06-30,4303
Sarawak,Kapit,secondary,female,2017-01-01,2496
Sarawak,Kapit,secondary,female,2018-01-01,2178
Sarawak,Kapit,secondary,female,2019-01-01,2146
Sarawak,Kapit,secondary,female,2020-01-01,2204
Sarawak,Kapit,secondary,female,2021-01-01,2232
Sarawak,Kapit,secondary,female,2022-01-01,2203
Sarawak,Kapit,secondary,female,2023-06-30,2162
Sarawak,Kapit,secondary,female,2024-06-30,2140
Sarawak,Kapit,secondary,female,2025-06-30,2083
Sarawak,Kapit,secondary,male,2017-01-01,2165
Sarawak,Kapit,secondary,male,2018-01-01,2060
Sarawak,Kapit,secondary,male,2019-01-01,2062
Sarawak,Kapit,secondary,male,2020-01-01,2139
Sarawak,Kapit,secondary,male,2021-01-01,2228
Sarawak,Kapit,secondary,male,2022-01-01,2331
Sarawak,Kapit,secondary,male,2023-06-30,2258
Sarawak,Kapit,secondary,male,2024-06-30,2193
Sarawak,Kapit,secondary,male,2025-06-30,2220
Sarawak,Kapit,post_secondary,both,2018-01-01,374
Sarawak,Kapit,post_secondary,both,2019-01-01,389
Sarawak,Kapit,post_secondary,both,2020-01-01,202
Sarawak,Kapit,post_secondary,both,2021-01-01,223
Sarawak,Kapit,post_secondary,both,2022-01-01,277
Sarawak,Kapit,post_secondary,both,2023-06-30,216
Sarawak,Kapit,post_secondary,both,2024-06-30,194
Sarawak,Kapit,post_secondary,both,2025-06-30,438
Sarawak,Kapit,post_secondary,female,2018-01-01,264
Sarawak,Kapit,post_secondary,female,2019-01-01,266
Sarawak,Kapit,post_secondary,female,2020-01-01,133
Sarawak,Kapit,post_secondary,female,2021-01-01,144
Sarawak,Kapit,post_secondary,female,2022-01-01,171
Sarawak,Kapit,post_secondary,female,2023-06-30,157
Sarawak,Kapit,post_secondary,female,2024-06-30,141
Sarawak,Kapit,post_secondary,female,2025-06-30,286
Sarawak,Kapit,post_secondary,male,2018-01-01,110
Sarawak,Kapit,post_secondary,male,2019-01-01,123
Sarawak,Kapit,post_secondary,male,2020-01-01,69
Sarawak,Kapit,post_secondary,male,2021-01-01,79
Sarawak,Kapit,post_secondary,male,2022-01-01,106
Sarawak,Kapit,post_secondary,male,2023-06-30,59
Sarawak,Kapit,post_secondary,male,2024-06-30,53
Sarawak,Kapit,post_secondary,male,2025-06-30,152
Sarawak,Kuching,primary,both,2017-01-01,56927
Sarawak,Kuching,primary,both,2018-01-01,56634
Sarawak,Kuching,primary,both,2019-01-01,56495
Sarawak,Kuching,primary,both,2020-01-01,55775
Sarawak,Kuching,primary,both,2021-01-01,55018
Sarawak,Kuching,primary,both,2022-01-01,54150
Sarawak,Kuching,primary,both,2023-06-30,29624
Sarawak,Kuching,primary,both,2024-06-30,29058
Sarawak,Kuching,primary,both,2025-06-30,28160
Sarawak,Kuching,primary,female,2017-01-01,27459
Sarawak,Kuching,primary,female,2018-01-01,27432
Sarawak,Kuching,primary,female,2019-01-01,27313
Sarawak,Kuching,primary,female,2020-01-01,27009
Sarawak,Kuching,primary,female,2021-01-01,26640
Sarawak,Kuching,primary,female,2022-01-01,26209
Sarawak,Kuching,primary,female,2023-06-30,14355
Sarawak,Kuching,primary,female,2024-06-30,14032
Sarawak,Kuching,primary,female,2025-06-30,13646
Sarawak,Kuching,primary,male,2017-01-01,29468
Sarawak,Kuching,primary,male,2018-01-01,29202
Sarawak,Kuching,primary,male,2019-01-01,29182
Sarawak,Kuching,primary,male,2020-01-01,28766
Sarawak,Kuching,primary,male,2021-01-01,28378
Sarawak,Kuching,primary,male,2022-01-01,27941
Sarawak,Kuching,primary,male,2023-06-30,15269
Sarawak,Kuching,primary,male,2024-06-30,15026
Sarawak,Kuching,primary,male,2025-06-30,14514
Sarawak,Kuching,secondary,both,2017-01-01,48973
Sarawak,Kuching,secondary,both,2018-01-01,44480
Sarawak,Kuching,secondary,both,2019-01-01,43488
Sarawak,Kuching,secondary,both,2020-01-01,43123
Sarawak,Kuching,secondary,both,2021-01-01,43500
Sarawak,Kuching,secondary,both,2022-01-01,43533
Sarawak,Kuching,secondary,both,2023-06-30,24254
Sarawak,Kuching,secondary,both,2024-06-30,24166
Sarawak,Kuching,secondary,both,2025-06-30,23971
Sarawak,Kuching,secondary,female,2017-01-01,24445
Sarawak,Kuching,secondary,female,2018-01-01,21754
Sarawak,Kuching,secondary,female,2019-01-01,21336
Sarawak,Kuching,secondary,female,2020-01-01,21035
Sarawak,Kuching,secondary,female,2021-01-01,21133
Sarawak,Kuching,secondary,female,2022-01-01,21103
Sarawak,Kuching,secondary,female,2023-06-30,11775
Sarawak,Kuching,secondary,female,2024-06-30,11694
Sarawak,Kuching,secondary,female,2025-06-30,11622
Sarawak,Kuching,secondary,male,2017-01-01,24528
Sarawak,Kuching,secondary,male,2018-01-01,22726
Sarawak,Kuching,secondary,male,2019-01-01,22152
Sarawak,Kuching,secondary,male,2020-01-01,22088
Sarawak,Kuching,secondary,male,2021-01-01,22367
Sarawak,Kuching,secondary,male,2022-01-01,22430
Sarawak,Kuching,secondary,male,2023-06-30,12479
Sarawak,Kuching,secondary,male,2024-06-30,12472
Sarawak,Kuching,secondary,male,2025-06-30,12349
Sarawak,Kuching,post_secondary,both,2018-01-01,3351
Sarawak,Kuching,post_secondary,both,2019-01-01,3163
Sarawak,Kuching,post_secondary,both,2020-01-01,1696
Sarawak,Kuching,post_secondary,both,2021-01-01,1725
Sarawak,Kuching,post_secondary,both,2022-01-01,1661
Sarawak,Kuching,post_secondary,both,2023-06-30,908
Sarawak,Kuching,post_secondary,both,2024-06-30,903
Sarawak,Kuching,post_secondary,both,2025-06-30,1657
Sarawak,Kuching,post_secondary,female,2018-01-01,2085
Sarawak,Kuching,post_secondary,female,2019-01-01,1934
Sarawak,Kuching,post_secondary,female,2020-01-01,1037
Sarawak,Kuching,post_secondary,female,2021-01-01,1053
Sarawak,Kuching,post_secondary,female,2022-01-01,943
Sarawak,Kuching,post_secondary,female,2023-06-30,533
Sarawak,Kuching,post_secondary,female,2024-06-30,530
Sarawak,Kuching,post_secondary,female,2025-06-30,988
Sarawak,Kuching,post_secondary,male,2018-01-01,1266
Sarawak,Kuching,post_secondary,male,2019-01-01,1229
Sarawak,Kuching,post_secondary,male,2020-01-01,659
Sarawak,Kuching,post_secondary,male,2021-01-01,672
Sarawak,Kuching,post_secondary,male,2022-01-01,718
Sarawak,Kuching,post_secondary,male,2023-06-30,375
Sarawak,Kuching,post_secondary,male,2024-06-30,373
Sarawak,Kuching,post_secondary,male,2025-06-30,669
Sarawak,Lawas,primary,both,2017-01-01,4220
Sarawak,Lawas,primary,both,2018-01-01,4254
Sarawak,Lawas,primary,both,2019-01-01,4299
Sarawak,Lawas,primary,both,2020-01-01,4267
Sarawak,Lawas,primary,both,2021-01-01,4112
Sarawak,Lawas,primary,both,2022-01-01,4079
Sarawak,Lawas,primary,both,2023-06-30,3995
Sarawak,Lawas,primary,both,2024-06-30,3897
Sarawak,Lawas,primary,both,2025-06-30,3806
Sarawak,Lawas,primary,female,2017-01-01,2024
Sarawak,Lawas,primary,female,2018-01-01,2032
Sarawak,Lawas,primary,female,2019-01-01,2091
Sarawak,Lawas,primary,female,2020-01-01,2087
Sarawak,Lawas,primary,female,2021-01-01,2034
Sarawak,Lawas,primary,female,2022-01-01,2034
Sarawak,Lawas,primary,female,2023-06-30,1975
Sarawak,Lawas,primary,female,2024-06-30,1930
Sarawak,Lawas,primary,female,2025-06-30,1855
Sarawak,Lawas,primary,male,2017-01-01,2196
Sarawak,Lawas,primary,male,2018-01-01,2222
Sarawak,Lawas,primary,male,2019-01-01,2208
Sarawak,Lawas,primary,male,2020-01-01,2180
Sarawak,Lawas,primary,male,2021-01-01,2078
Sarawak,Lawas,primary,male,2022-01-01,2045
Sarawak,Lawas,primary,male,2023-06-30,2020
Sarawak,Lawas,primary,male,2024-06-30,1967
Sarawak,Lawas,primary,male,2025-06-30,1951
Sarawak,Lawas,secondary,both,2017-01-01,2941
Sarawak,Lawas,secondary,both,2018-01-01,2706
Sarawak,Lawas,secondary,both,2019-01-01,2616
Sarawak,Lawas,secondary,both,2020-01-01,2645
Sarawak,Lawas,secondary,both,2021-01-01,2844
Sarawak,Lawas,secondary,both,2022-01-01,2847
Sarawak,Lawas,secondary,both,2023-06-30,2809
Sarawak,Lawas,secondary,both,2024-06-30,2892
Sarawak,Lawas,secondary,both,2025-06-30,2922
Sarawak,Lawas,secondary,female,2017-01-01,1485
Sarawak,Lawas,secondary,female,2018-01-01,1350
Sarawak,Lawas,secondary,female,2019-01-01,1265
Sarawak,Lawas,secondary,female,2020-01-01,1277
Sarawak,Lawas,secondary,female,2021-01-01,1350
Sarawak,Lawas,secondary,female,2022-01-01,1341
Sarawak,Lawas,secondary,female,2023-06-30,1329
Sarawak,Lawas,secondary,female,2024-06-30,1392
Sarawak,Lawas,secondary,female,2025-06-30,1431
Sarawak,Lawas,secondary,male,2017-01-01,1456
Sarawak,Lawas,secondary,male,2018-01-01,1356
Sarawak,Lawas,secondary,male,2019-01-01,1351
Sarawak,Lawas,secondary,male,2020-01-01,1368
Sarawak,Lawas,secondary,male,2021-01-01,1494
Sarawak,Lawas,secondary,male,2022-01-01,1506
Sarawak,Lawas,secondary,male,2023-06-30,1480
Sarawak,Lawas,secondary,male,2024-06-30,1500
Sarawak,Lawas,secondary,male,2025-06-30,1491
Sarawak,Lawas,post_secondary,both,2018-01-01,132
Sarawak,Lawas,post_secondary,both,2019-01-01,183
Sarawak,Lawas,post_secondary,both,2020-01-01,84
Sarawak,Lawas,post_secondary,both,2021-01-01,69
Sarawak,Lawas,post_secondary,both,2022-01-01,72
Sarawak,Lawas,post_secondary,both,2023-06-30,108
Sarawak,Lawas,post_secondary,both,2024-06-30,105
Sarawak,Lawas,post_secondary,both,2025-06-30,158
Sarawak,Lawas,post_secondary,female,2018-01-01,88
Sarawak,Lawas,post_secondary,female,2019-01-01,133
Sarawak,Lawas,post_secondary,female,2020-01-01,64
Sarawak,Lawas,post_secondary,female,2021-01-01,50
Sarawak,Lawas,post_secondary,female,2022-01-01,44
Sarawak,Lawas,post_secondary,female,2023-06-30,76
Sarawak,Lawas,post_secondary,female,2024-06-30,67
Sarawak,Lawas,post_secondary,female,2025-06-30,102
Sarawak,Lawas,post_secondary,male,2018-01-01,44
Sarawak,Lawas,post_secondary,male,2019-01-01,50
Sarawak,Lawas,post_secondary,male,2020-01-01,20
Sarawak,Lawas,post_secondary,male,2021-01-01,19
Sarawak,Lawas,post_secondary,male,2022-01-01,28
Sarawak,Lawas,post_secondary,male,2023-06-30,32
Sarawak,Lawas,post_secondary,male,2024-06-30,38
Sarawak,Lawas,post_secondary,male,2025-06-30,56
Sarawak,Limbang,primary,both,2017-01-01,5064
Sarawak,Limbang,primary,both,2018-01-01,4977
Sarawak,Limbang,primary,both,2019-01-01,4936
Sarawak,Limbang,primary,both,2020-01-01,4861
Sarawak,Limbang,primary,both,2021-01-01,4734
Sarawak,Limbang,primary,both,2022-01-01,4578
Sarawak,Limbang,primary,both,2023-06-30,4393
Sarawak,Limbang,primary,both,2024-06-30,4227
Sarawak,Limbang,primary,both,2025-06-30,4086
Sarawak,Limbang,primary,female,2017-01-01,2422
Sarawak,Limbang,primary,female,2018-01-01,2413
Sarawak,Limbang,primary,female,2019-01-01,2377
Sarawak,Limbang,primary,female,2020-01-01,2327
Sarawak,Limbang,primary,female,2021-01-01,2280
Sarawak,Limbang,primary,female,2022-01-01,2201
Sarawak,Limbang,primary,female,2023-06-30,2115
Sarawak,Limbang,primary,female,2024-06-30,2022
Sarawak,Limbang,primary,female,2025-06-30,1953
Sarawak,Limbang,primary,male,2017-01-01,2642
Sarawak,Limbang,primary,male,2018-01-01,2564
Sarawak,Limbang,primary,male,2019-01-01,2559
Sarawak,Limbang,primary,male,2020-01-01,2534
Sarawak,Limbang,primary,male,2021-01-01,2454
Sarawak,Limbang,primary,male,2022-01-01,2377
Sarawak,Limbang,primary,male,2023-06-30,2278
Sarawak,Limbang,primary,male,2024-06-30,2205
Sarawak,Limbang,primary,male,2025-06-30,2133
Sarawak,Limbang,secondary,both,2017-01-01,4458
Sarawak,Limbang,secondary,both,2018-01-01,3971
Sarawak,Limbang,secondary,both,2019-01-01,3953
Sarawak,Limbang,secondary,both,2020-01-01,3915
Sarawak,Limbang,secondary,both,2021-01-01,3963
Sarawak,Limbang,secondary,both,2022-01-01,3940
Sarawak,Limbang,secondary,both,2023-06-30,3784
Sarawak,Limbang,secondary,both,2024-06-30,3694
Sarawak,Limbang,secondary,both,2025-06-30,3648
Sarawak,Limbang,secondary,female,2017-01-01,2335
Sarawak,Limbang,secondary,female,2018-01-01,1985
Sarawak,Limbang,secondary,female,2019-01-01,1982
Sarawak,Limbang,secondary,female,2020-01-01,1943
Sarawak,Limbang,secondary,female,2021-01-01,1943
Sarawak,Limbang,secondary,female,2022-01-01,1940
Sarawak,Limbang,secondary,female,2023-06-30,1876
Sarawak,Limbang,secondary,female,2024-06-30,1815
Sarawak,Limbang,secondary,female,2025-06-30,1815
Sarawak,Limbang,secondary,male,2017-01-01,2123
Sarawak,Limbang,secondary,male,2018-01-01,1986
Sarawak,Limbang,secondary,male,2019-01-01,1971
Sarawak,Limbang,secondary,male,2020-01-01,1972
Sarawak,Limbang,secondary,male,2021-01-01,2020
Sarawak,Limbang,secondary,male,2022-01-01,2000
Sarawak,Limbang,secondary,male,2023-06-30,1908
Sarawak,Limbang,secondary,male,2024-06-30,1879
Sarawak,Limbang,secondary,male,2025-06-30,1833
Sarawak,Limbang,post_secondary,both,2018-01-01,475
Sarawak,Limbang,post_secondary,both,2019-01-01,414
Sarawak,Limbang,post_secondary,both,2020-01-01,163
Sarawak,Limbang,post_secondary,both,2021-01-01,210
Sarawak,Limbang,post_secondary,both,2022-01-01,175
Sarawak,Limbang,post_secondary,both,2023-06-30,160
Sarawak,Limbang,post_secondary,both,2024-06-30,204
Sarawak,Limbang,post_secondary,both,2025-06-30,401
Sarawak,Limbang,post_secondary,female,2018-01-01,312
Sarawak,Limbang,post_secondary,female,2019-01-01,265
Sarawak,Limbang,post_secondary,female,2020-01-01,112
Sarawak,Limbang,post_secondary,female,2021-01-01,140
Sarawak,Limbang,post_secondary,female,2022-01-01,112
Sarawak,Limbang,post_secondary,female,2023-06-30,106
Sarawak,Limbang,post_secondary,female,2024-06-30,130
Sarawak,Limbang,post_secondary,female,2025-06-30,247
Sarawak,Limbang,post_secondary,male,2018-01-01,163
Sarawak,Limbang,post_secondary,male,2019-01-01,149
Sarawak,Limbang,post_secondary,male,2020-01-01,51
Sarawak,Limbang,post_secondary,male,2021-01-01,70
Sarawak,Limbang,post_secondary,male,2022-01-01,63
Sarawak,Limbang,post_secondary,male,2023-06-30,54
Sarawak,Limbang,post_secondary,male,2024-06-30,74
Sarawak,Limbang,post_secondary,male,2025-06-30,154
Sarawak,Lubok Antu,primary,both,2017-01-01,2627
Sarawak,Lubok Antu,primary,both,2018-01-01,2645
Sarawak,Lubok Antu,primary,both,2019-01-01,2540
Sarawak,Lubok Antu,primary,both,2020-01-01,2476
Sarawak,Lubok Antu,primary,both,2021-01-01,2388
Sarawak,Lubok Antu,primary,both,2022-01-01,2327
Sarawak,Lubok Antu,primary,both,2023-06-30,2259
Sarawak,Lubok Antu,primary,both,2024-06-30,2117
Sarawak,Lubok Antu,primary,both,2025-06-30,2001
Sarawak,Lubok Antu,primary,female,2017-01-01,1267
Sarawak,Lubok Antu,primary,female,2018-01-01,1288
Sarawak,Lubok Antu,primary,female,2019-01-01,1239
Sarawak,Lubok Antu,primary,female,2020-01-01,1196
Sarawak,Lubok Antu,primary,female,2021-01-01,1144
Sarawak,Lubok Antu,primary,female,2022-01-01,1131
Sarawak,Lubok Antu,primary,female,2023-06-30,1071
Sarawak,Lubok Antu,primary,female,2024-06-30,1007
Sarawak,Lubok Antu,primary,female,2025-06-30,974
Sarawak,Lubok Antu,primary,male,2017-01-01,1360
Sarawak,Lubok Antu,primary,male,2018-01-01,1357
Sarawak,Lubok Antu,primary,male,2019-01-01,1301
Sarawak,Lubok Antu,primary,male,2020-01-01,1280
Sarawak,Lubok Antu,primary,male,2021-01-01,1244
Sarawak,Lubok Antu,primary,male,2022-01-01,1196
Sarawak,Lubok Antu,primary,male,2023-06-30,1188
Sarawak,Lubok Antu,primary,male,2024-06-30,1110
Sarawak,Lubok Antu,primary,male,2025-06-30,1027
Sarawak,Lubok Antu,secondary,both,2017-01-01,1840
Sarawak,Lubok Antu,secondary,both,2018-01-01,1753
Sarawak,Lubok Antu,secondary,both,2019-01-01,1838
Sarawak,Lubok Antu,secondary,both,2020-01-01,1803
Sarawak,Lubok Antu,secondary,both,2021-01-01,1831
Sarawak,Lubok Antu,secondary,both,2022-01-01,1814
Sarawak,Lubok Antu,secondary,both,2023-06-30,1726
Sarawak,Lubok Antu,secondary,both,2024-06-30,1680
Sarawak,Lubok Antu,secondary,both,2025-06-30,1686
Sarawak,Lubok Antu,secondary,female,2017-01-01,996
Sarawak,Lubok Antu,secondary,female,2018-01-01,910
Sarawak,Lubok Antu,secondary,female,2019-01-01,930
Sarawak,Lubok Antu,secondary,female,2020-01-01,923
Sarawak,Lubok Antu,secondary,female,2021-01-01,923
Sarawak,Lubok Antu,secondary,female,2022-01-01,882
Sarawak,Lubok Antu,secondary,female,2023-06-30,842
Sarawak,Lubok Antu,secondary,female,2024-06-30,839
Sarawak,Lubok Antu,secondary,female,2025-06-30,845
Sarawak,Lubok Antu,secondary,male,2017-01-01,844
Sarawak,Lubok Antu,secondary,male,2018-01-01,843
Sarawak,Lubok Antu,secondary,male,2019-01-01,908
Sarawak,Lubok Antu,secondary,male,2020-01-01,880
Sarawak,Lubok Antu,secondary,male,2021-01-01,908
Sarawak,Lubok Antu,secondary,male,2022-01-01,932
Sarawak,Lubok Antu,secondary,male,2023-06-30,884
Sarawak,Lubok Antu,secondary,male,2024-06-30,841
Sarawak,Lubok Antu,secondary,male,2025-06-30,841
Sarawak,Lubok Antu,post_secondary,both,2018-01-01,150
Sarawak,Lubok Antu,post_secondary,both,2019-01-01,142
Sarawak,Lubok Antu,post_secondary,both,2020-01-01,64
Sarawak,Lubok Antu,post_secondary,both,2021-01-01,83
Sarawak,Lubok Antu,post_secondary,both,2022-01-01,82
Sarawak,Lubok Antu,post_secondary,both,2023-06-30,74
Sarawak,Lubok Antu,post_secondary,both,2024-06-30,71
Sarawak,Lubok Antu,post_secondary,both,2025-06-30,144
Sarawak,Lubok Antu,post_secondary,female,2018-01-01,110
Sarawak,Lubok Antu,post_secondary,female,2019-01-01,95
Sarawak,Lubok Antu,post_secondary,female,2020-01-01,38
Sarawak,Lubok Antu,post_secondary,female,2021-01-01,48
Sarawak,Lubok Antu,post_secondary,female,2022-01-01,58
Sarawak,Lubok Antu,post_secondary,female,2023-06-30,52
Sarawak,Lubok Antu,post_secondary,female,2024-06-30,51
