date,state,parlimen,dun,gini
2019-01-01,Pahang,P.090 Bera,N.39 Kemayan,0.294
2022-01-01,Pahang,P.090 Bera,N.39 Kemayan,0.223
2024-01-01,Pahang,P.090 Bera,N.39 Kemayan,0.283
2019-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,0.255
2022-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,0.342
2024-01-01,Pahang,P.091 Rompin,N.40 Bukit Ibam,0.225
2019-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,0.266
2022-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,0.304
2024-01-01,Pahang,P.091 Rompin,N.41 Muadzam Shah,0.298
2019-01-01,Pahang,P.091 Rompin,N.42 Tioman,0.335
2022-01-01,Pahang,P.091 Rompin,N.42 Tioman,0.337
2024-01-01,Pahang,P.091 Rompin,N.42 Tioman,0.289
2019-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,0.326
2022-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,0.256
2024-01-01,Selangor,P.092 Sabak Bernam,N.01 Sungai Air Tawar,0.187
2019-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,0.331
2022-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,0.363
2024-01-01,Selangor,P.092 Sabak Bernam,N.02 Sabak,0.212
2019-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,0.403
2022-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,0.318
2024-01-01,Selangor,P.093 Sungai Besar,N.03 Sungai Panjang,0.255
2019-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,0.383
2022-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,0.278
2024-01-01,Selangor,P.093 Sungai Besar,N.04 Sekinchan,0.34
2019-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,0.277
2022-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,0.294
2024-01-01,Selangor,P.094 Hulu Selangor,N.05 Hulu Bernam,0.34
2019-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,0.354
2022-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,0.288
2024-01-01,Selangor,P.094 Hulu Selangor,N.06 Kuala Kubu Baharu,0.267
2019-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,0.337
2022-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,0.289
2024-01-01,Selangor,P.094 Hulu Selangor,N.07 Batang Kali,0.241
2019-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,0.361
2022-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,0.255
2024-01-01,Selangor,P.095 Tanjong Karang,N.08 Sungai Burong,0.2
2019-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,0.411
2022-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,0.328
2024-01-01,Selangor,P.095 Tanjong Karang,N.09 Permatang,0.255
2019-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,0.348
2022-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,0.312
2024-01-01,Selangor,P.096 Kuala Selangor,N.10 Bukit Melawati,0.236
2019-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,0.458
2022-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,0.324
2024-01-01,Selangor,P.096 Kuala Selangor,N.11 Ijok,0.399
2019-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,0.32
2022-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,0.36
2024-01-01,Selangor,P.096 Kuala Selangor,N.12 Jeram,0.351
2019-01-01,Selangor,P.097 Selayang,N.13 Kuang,0.317
2022-01-01,Selangor,P.097 Selayang,N.13 Kuang,0.333
2024-01-01,Selangor,P.097 Selayang,N.13 Kuang,0.28
2019-01-01,Selangor,P.097 Selayang,N.14 Rawang,0.387
2022-01-01,Selangor,P.097 Selayang,N.14 Rawang,0.387
2024-01-01,Selangor,P.097 Selayang,N.14 Rawang,0.269
2019-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,0.346
2022-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,0.356
2024-01-01,Selangor,P.097 Selayang,N.15 Taman Templer,0.241
2019-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,0.466
2022-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,0.309
2024-01-01,Selangor,P.098 Gombak,N.16 Sungai Tua,0.398
2019-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,0.32
2022-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,0.347
2024-01-01,Selangor,P.098 Gombak,N.17 Gombak Setia,0.293
2019-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,0.41
2022-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,0.32
2024-01-01,Selangor,P.098 Gombak,N.18 Hulu Kelang,0.322
2019-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,0.422
2022-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,0.457
2024-01-01,Selangor,P.099 Ampang,N.19 Bukit Antarabangsa,0.405
2019-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,0.488
2022-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,0.224
2024-01-01,Selangor,P.099 Ampang,N.20 Lembah Jaya,0.186
2019-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,0.279
2022-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,0.284
2024-01-01,Selangor,P.100 Pandan,N.21 Pandan Indah,0.125
2019-01-01,Selangor,P.100 Pandan,N.22 Teratai,0.283
2022-01-01,Selangor,P.100 Pandan,N.22 Teratai,0.339
2024-01-01,Selangor,P.100 Pandan,N.22 Teratai,0.144
2019-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,0.29
2022-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,0.253
2024-01-01,Selangor,P.101 Hulu Langat,N.23 Dusun Tua,0.178
2019-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,0.327
2022-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,0.239
2024-01-01,Selangor,P.101 Hulu Langat,N.24 Semenyih,0.268
2019-01-01,Selangor,P.102 Bangi,N.25 Kajang,0.33
2022-01-01,Selangor,P.102 Bangi,N.25 Kajang,0.386
2024-01-01,Selangor,P.102 Bangi,N.25 Kajang,0.169
2019-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,0.359
2022-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,0.34
2024-01-01,Selangor,P.102 Bangi,N.26 Sungai Ramal,0.35
2019-01-01,Selangor,P.102 Bangi,N.27 Balakong,0.315
2022-01-01,Selangor,P.102 Bangi,N.27 Balakong,0.32
2024-01-01,Selangor,P.102 Bangi,N.27 Balakong,0.212
2019-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,0.382
2022-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,0.327
2024-01-01,Selangor,P.103 Puchong,N.28 Seri Kembangan,0.345
2019-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,0.408
2022-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,0.381
2024-01-01,Selangor,P.103 Puchong,N.29 Seri Serdang,0.294
2019-01-01,Selangor,P.104 Subang,N.30 Kinrara,0.372
2022-01-01,Selangor,P.104 Subang,N.30 Kinrara,0.347
2024-01-01,Selangor,P.104 Subang,N.30 Kinrara,0.33
2019-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,0.376
2022-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,0.374
2024-01-01,Selangor,P.104 Subang,N.31 Subang Jaya,0.358
2019-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,0.378
2022-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,0.399
2024-01-01,Selangor,P.105 Petaling Jaya,N.32 Seri Setia,0.506
2019-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,0.341
2022-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,0.312
2024-01-01,Selangor,P.105 Petaling Jaya,N.33 Taman Medan,0.226
2019-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,0.579
2022-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,0.407
2024-01-01,Selangor,P.105 Petaling Jaya,N.34 Bukit Gasing,0.361
2019-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,0.313
2022-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,0.402
2024-01-01,Selangor,P.106 Damansara,N.35 Kampung Tunku,0.47
2019-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,0.368
2022-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,0.351
2024-01-01,Selangor,P.106 Damansara,N.36 Bandar Utama,0.338
2019-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,0.409
2022-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,0.334
2024-01-01,Selangor,P.106 Damansara,N.37 Bukit Lanjan,0.336
2019-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,0.377
2022-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,0.331
2024-01-01,Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,0.362
2019-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,0.489
2022-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,0.422
2024-01-01,Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,0.461
2019-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,0.373
2022-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,0.373
2024-01-01,Selangor,P.108 Shah Alam,N.40 Kota Anggerik,0.357
2019-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,0.406
2022-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,0.535
2024-01-01,Selangor,P.108 Shah Alam,N.41 Batu Tiga,0.381
2019-01-01,Selangor,P.109 Kapar,N.42 Meru,0.326
2022-01-01,Selangor,P.109 Kapar,N.42 Meru,0.443
2024-01-01,Selangor,P.109 Kapar,N.42 Meru,0.224
2019-01-01,Selangor,P.109 Kapar,N.43 Sementa,0.343
2022-01-01,Selangor,P.109 Kapar,N.43 Sementa,0.311
2024-01-01,Selangor,P.109 Kapar,N.43 Sementa,0.321
2019-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,0.383
2022-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,0.268
2024-01-01,Selangor,P.109 Kapar,N.44 Selat Klang,0.34
2019-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,0.353
2022-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,0.351
2024-01-01,Selangor,P.110 Klang,N.45 Bandar Baru Klang,0.23
2019-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,0.326
2022-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,0.277
2024-01-01,Selangor,P.110 Klang,N.46 Pelabuhan Klang,0.27
2019-01-01,Selangor,P.110 Klang,N.47 Pandamaran,0.428
2022-01-01,Selangor,P.110 Klang,N.47 Pandamaran,0.36
2024-01-01,Selangor,P.110 Klang,N.47 Pandamaran,0.357
2019-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,0.339
2022-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,0.296
2024-01-01,Selangor,P.111 Kota Raja,N.48 Sentosa,0.295
2019-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,0.341
2022-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,0.364
2024-01-01,Selangor,P.111 Kota Raja,N.49 Sungai Kandis,0.348
2019-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,0.429
2022-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,0.417
2024-01-01,Selangor,P.111 Kota Raja,N.50 Kota Kemuning,0.325
2019-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,0.315
2022-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,0.262
2024-01-01,Selangor,P.112 Kuala Langat,N.51 Sijangkang,0.178
2019-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,0.336
2022-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,0.289
2024-01-01,Selangor,P.112 Kuala Langat,N.52 Banting,0.128
2019-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,0.366
2022-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,0.275
2024-01-01,Selangor,P.112 Kuala Langat,N.53 Morib,0.107
2019-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,0.308
2022-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,0.284
2024-01-01,Selangor,P.113 Sepang,N.54 Tanjong Sepat,0.161
2019-01-01,Selangor,P.113 Sepang,N.55 Dengkil,0.415
2022-01-01,Selangor,P.113 Sepang,N.55 Dengkil,0.226
2024-01-01,Selangor,P.113 Sepang,N.55 Dengkil,0.357
2019-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,0.341
2022-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,0.224
2024-01-01,Selangor,P.113 Sepang,N.56 Sungai Pelek,0.121
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,0.394
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,0.323
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.01 Chennah,0.26
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,0.227
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,0.262
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.02 Pertang,0.316
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,0.282
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,0.383
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,0.277
2019-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,0.376
2022-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,0.324
2024-01-01,Negeri Sembilan,P.126 Jelebu,N.04 Klawang,0.325
2019-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,0.289
2022-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,0.307
2024-01-01,Negeri Sembilan,P.127 Jempol,N.05 Serting,0.392
2019-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,0.261
2022-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,0.197
2024-01-01,Negeri Sembilan,P.127 Jempol,N.06 Palong,0.197
2019-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,0.375
2022-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,0.292
2024-01-01,Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,0.283
2019-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,0.39
2022-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,0.348
2024-01-01,Negeri Sembilan,P.127 Jempol,N.08 Bahau,0.411
2019-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,0.389
2022-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,0.335
2024-01-01,Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,0.317
2019-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,0.365
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,0.356
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,0.381
2019-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,0.461
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,0.425
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,0.376
2019-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,0.442
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,0.411
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,0.323
2019-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,0.317
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,0.328
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,0.29
2019-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,0.29
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,0.375
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,0.301
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,0.346
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,0.343
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,0.318
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,0.377
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,0.303
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,0.298
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,0.355
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,0.262
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,0.359
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,0.338
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,0.365
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,0.292
2019-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,0.406
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,0.327
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,0.319
2019-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,0.356
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,0.306
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,0.311
2019-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,0.402
2022-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,0.378
2024-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,0.395
2019-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,0.418
2022-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,0.339
2024-01-01,Negeri Sembilan,P.130 Rasah,N.22 Rahang,0.268
2019-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,0.414
2022-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,0.398
2024-01-01,Negeri Sembilan,P.130 Rasah,N.23 Mambau,0.427
2019-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,0.367
2022-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,0.327
2024-01-01,Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,0.374
2019-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,0.36
2022-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,0.292
2024-01-01,Negeri Sembilan,P.131 Rembau,N.25 Paroi,0.346
2019-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,0.379
2022-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,0.334
2024-01-01,Negeri Sembilan,P.131 Rembau,N.26 Chembong,0.351
2019-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,0.282
2022-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,0.322
2024-01-01,Negeri Sembilan,P.131 Rembau,N.27 Rantau,0.321
2019-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,0.327
2022-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,0.327
2024-01-01,Negeri Sembilan,P.131 Rembau,N.28 Kota,0.313
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,0.323
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,0.323
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,0.419
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,0.381
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,0.362
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,0.325
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,0.324
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,0.317
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,0.275
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,0.298
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,0.277
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,0.324
2019-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,0.463
2022-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,0.357
2024-01-01,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,0.312
2019-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,0.357
2022-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,0.303
2024-01-01,Negeri Sembilan,P.133 Tampin,N.34 Gemas,0.327
2019-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,0.338
2022-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,0.344
2024-01-01,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,0.421
2019-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,0.401
2022-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,0.357
2024-01-01,Negeri Sembilan,P.133 Tampin,N.36 Repah,0.272
2019-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,0.301
2022-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,0.313
2024-01-01,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,0.265
2019-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,0.341
2022-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,0.369
2024-01-01,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,0.275
2019-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,0.393
2022-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,0.356
2024-01-01,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,0.316
2019-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,0.409
2022-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,0.328
2024-01-01,Melaka,P.134 Masjid Tanah,N.04 Lendu,0.274
2019-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,0.257
2022-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,0.311
2024-01-01,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,0.254
2019-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,0.338
2022-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,0.332
2024-01-01,Melaka,P.135 Alor Gajah,N.06 Rembia,0.312
2019-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,0.378
2022-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,0.272
2024-01-01,Melaka,P.135 Alor Gajah,N.07 Gadek,0.229
2019-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,0.266
2022-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,0.238
2024-01-01,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,0.279
2019-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,0.3
2022-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,0.314
2024-01-01,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,0.39
2019-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,0.361
2022-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,0.304
2024-01-01,Melaka,P.135 Alor Gajah,N.10 Asahan,0.334
2019-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,0.327
2022-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,0.304
2024-01-01,Melaka,P.136 Tangga Batu,N.11 Sungai Udang,0.275
2019-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,0.422
2022-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,0.34
2024-01-01,Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,0.298
2019-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,0.374
2022-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,0.341
2024-01-01,Melaka,P.136 Tangga Batu,N.13 Paya Rumput,0.301
2019-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,0.332
2022-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,0.275
2024-01-01,Melaka,P.136 Tangga Batu,N.14 Kelebang,0.369
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,0.352
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,0.42
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,0.326
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,0.385
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,0.324
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,0.366
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,0.451
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,0.319
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,0.291
2019-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,0.395
2022-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,0.365
2024-01-01,Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,0.346
2019-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,0.352
2022-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,0.407
2024-01-01,Melaka,P.138 Kota Melaka,N.19 Kesidang,0.377
2019-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,0.409
2022-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,0.351
2024-01-01,Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,0.316
2019-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,0.368
2022-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,0.424
2024-01-01,Melaka,P.138 Kota Melaka,N.21 Duyong,0.319
2019-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,0.296
2022-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,0.303
2024-01-01,Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,0.336
2019-01-01,Melaka,P.138 Kota Melaka,N.23 Telok Mas,0.46
