date,state,parlimen,dun,gini
2019-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,0.4
2022-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,0.42
2024-01-01,Sabah,P.190 Tawau,N.69 Sri Tanjong,0.442
2019-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,0.397
2022-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,0.447
2024-01-01,Sabah,P.191 Kalabakan,N.70 Kukusan,0.377
2019-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,0.346
2022-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,0.33
2024-01-01,Sabah,P.191 Kalabakan,N.71 Tanjung Batu,0.31
2019-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,0.359
2022-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,0.347
2024-01-01,Sabah,P.191 Kalabakan,N.72 Merotai,0.412
2019-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,0.294
2022-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,0.349
2024-01-01,Sabah,P.191 Kalabakan,N.73 Sebatik,0.374
2019-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,0.307
2022-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,0.352
2024-01-01,Sarawak,P.192 Mas Gading,N.01 Opar,0.325
2019-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,0.351
2022-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,0.319
2024-01-01,Sarawak,P.192 Mas Gading,N.02 Tasik Biru,0.322
2019-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,0.374
2022-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,0.335
2024-01-01,Sarawak,P.193 Santubong,N.03 Tanjong Datu,0.345
2019-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,0.34
2022-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,0.289
2024-01-01,Sarawak,P.193 Santubong,N.04 Pantai Damai,0.301
2019-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,0.317
2022-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,0.331
2024-01-01,Sarawak,P.193 Santubong,N.05 Demak Laut,0.351
2019-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,0.357
2022-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,0.367
2024-01-01,Sarawak,P.194 Petra Jaya,N.06 Tupong,0.345
2019-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,0.363
2022-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,0.402
2024-01-01,Sarawak,P.194 Petra Jaya,N.07 Samariang,0.368
2019-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,0.348
2022-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,0.286
2024-01-01,Sarawak,P.194 Petra Jaya,N.08 Satok,0.27
2019-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,0.371
2022-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,0.41
2024-01-01,Sarawak,P.195 Bandar Kuching,N.09 Padungan,0.413
2019-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,0.401
2022-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,0.437
2024-01-01,Sarawak,P.195 Bandar Kuching,N.10 Pending,0.39
2019-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,0.418
2022-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,0.415
2024-01-01,Sarawak,P.195 Bandar Kuching,N.11 Batu Lintang,0.358
2019-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,0.354
2022-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,0.373
2024-01-01,Sarawak,P.196 Stampin,N.12 Kota Sentosa,0.356
2019-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,0.365
2022-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,0.347
2024-01-01,Sarawak,P.196 Stampin,N.13 Batu Kitang,0.3
2019-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,0.361
2022-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,0.346
2024-01-01,Sarawak,P.196 Stampin,N.14 Batu Kawah,0.319
2019-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,0.367
2022-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,0.298
2024-01-01,Sarawak,P.197 Kota Samarahan,N.15 Asajaya,0.319
2019-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,0.354
2022-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,0.358
2024-01-01,Sarawak,P.197 Kota Samarahan,N.16 Muara Tuang,0.332
2019-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,0.321
2022-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,0.31
2024-01-01,Sarawak,P.197 Kota Samarahan,N.17 Stakan,0.311
2019-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,0.363
2022-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,0.411
2024-01-01,Sarawak,P.198 Puncak Borneo,N.18 Serembu,0.337
2019-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,0.319
2022-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,0.344
2024-01-01,Sarawak,P.198 Puncak Borneo,N.19 Mambong,0.338
2019-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,0.364
2022-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,0.341
2024-01-01,Sarawak,P.198 Puncak Borneo,N.20 Tarat,0.35
2019-01-01,Sarawak,P.199 Serian,N.21 Tebedu,0.414
2022-01-01,Sarawak,P.199 Serian,N.21 Tebedu,0.397
2024-01-01,Sarawak,P.199 Serian,N.21 Tebedu,0.328
2019-01-01,Sarawak,P.199 Serian,N.22 Kedup,0.274
2022-01-01,Sarawak,P.199 Serian,N.22 Kedup,0.272
2024-01-01,Sarawak,P.199 Serian,N.22 Kedup,0.223
2019-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,0.355
2022-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,0.36
2024-01-01,Sarawak,P.199 Serian,N.23 Bukit Semuja,0.323
2019-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,0.4
2022-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,0.299
2024-01-01,Sarawak,P.200 Batang Sadong,N.24 Sadong Jaya,0.33
2019-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,0.366
2022-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,0.273
2024-01-01,Sarawak,P.200 Batang Sadong,N.25 Simunjan,0.322
2019-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,0.351
2022-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,0.34
2024-01-01,Sarawak,P.200 Batang Sadong,N.26 Gedong,0.382
2019-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,0.39
2022-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,0.302
2024-01-01,Sarawak,P.201 Batang Lupar,N.27 Sebuyau,0.281
2019-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,0.28
2022-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,0.326
2024-01-01,Sarawak,P.201 Batang Lupar,N.28 Lingga,0.24
2019-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,0.264
2022-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,0.217
2024-01-01,Sarawak,P.201 Batang Lupar,N.29 Beting Maro,0.311
2019-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,0.355
2022-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,0.309
2024-01-01,Sarawak,P.202 Sri Aman,N.30 Balai Ringin,0.279
2019-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,0.313
2022-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,0.298
2024-01-01,Sarawak,P.202 Sri Aman,N.31 Bukit Begunan,0.272
2019-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,0.343
2022-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,0.404
2024-01-01,Sarawak,P.202 Sri Aman,N.32 Simanggang,0.395
2019-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,0.274
2022-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,0.299
2024-01-01,Sarawak,P.203 Lubok Antu,N.33 Engkilili,0.255
2019-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,0.396
2022-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,0.36
2024-01-01,Sarawak,P.203 Lubok Antu,N.34 Batang Ai,0.318
2019-01-01,Sarawak,P.204 Betong,N.35 Saribas,0.307
2022-01-01,Sarawak,P.204 Betong,N.35 Saribas,0.262
2024-01-01,Sarawak,P.204 Betong,N.35 Saribas,0.247
2019-01-01,Sarawak,P.204 Betong,N.36 Layar,0.353
2022-01-01,Sarawak,P.204 Betong,N.36 Layar,0.31
2024-01-01,Sarawak,P.204 Betong,N.36 Layar,0.288
2019-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,0.408
2022-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,0.302
2024-01-01,Sarawak,P.204 Betong,N.37 Bukit Saban,0.237
2019-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,0.345
2022-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,0.325
2024-01-01,Sarawak,P.205 Saratok,N.38 Kalaka,0.302
2019-01-01,Sarawak,P.205 Saratok,N.39 Krian,0.352
2022-01-01,Sarawak,P.205 Saratok,N.39 Krian,0.224
2024-01-01,Sarawak,P.205 Saratok,N.39 Krian,0.373
2019-01-01,Sarawak,P.205 Saratok,N.40 Kabong,0.297
2022-01-01,Sarawak,P.205 Saratok,N.40 Kabong,0.352
2024-01-01,Sarawak,P.205 Saratok,N.40 Kabong,0.282
2019-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,0.352
2022-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,0.388
2024-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,0.319
2019-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,0.32
2022-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,0.345
2024-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,0.304
2019-01-01,Sarawak,P.207 Igan,N.43 Daro,0.344
2022-01-01,Sarawak,P.207 Igan,N.43 Daro,0.383
2024-01-01,Sarawak,P.207 Igan,N.43 Daro,0.353
2019-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,0.391
2022-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,0.383
2024-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,0.303
2019-01-01,Sarawak,P.208 Sarikei,N.45 Repok,0.372
2022-01-01,Sarawak,P.208 Sarikei,N.45 Repok,0.449
2024-01-01,Sarawak,P.208 Sarikei,N.45 Repok,0.364
2019-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,0.382
2022-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,0.374
2024-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,0.301
2019-01-01,Sarawak,P.209 Julau,N.47 Pakan,0.301
2022-01-01,Sarawak,P.209 Julau,N.47 Pakan,0.316
2024-01-01,Sarawak,P.209 Julau,N.47 Pakan,0.302
2019-01-01,Sarawak,P.209 Julau,N.48 Meluan,0.412
2022-01-01,Sarawak,P.209 Julau,N.48 Meluan,0.376
2024-01-01,Sarawak,P.209 Julau,N.48 Meluan,0.36
2019-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,0.31
2022-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,0.378
2024-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,0.157
2019-01-01,Sarawak,P.210 Kanowit,N.50 Machan,0.38
2022-01-01,Sarawak,P.210 Kanowit,N.50 Machan,0.39
2024-01-01,Sarawak,P.210 Kanowit,N.50 Machan,0.345
2019-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,0.382
2022-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,0.386
2024-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,0.286
2019-01-01,Sarawak,P.211 Lanang,N.52 Dudong,0.33
2022-01-01,Sarawak,P.211 Lanang,N.52 Dudong,0.367
2024-01-01,Sarawak,P.211 Lanang,N.52 Dudong,0.344
2019-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,0.298
2022-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,0.341
2024-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,0.294
2019-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,0.371
2022-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,0.358
2024-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,0.297
2019-01-01,Sarawak,P.212 Sibu,N.55 Nangka,0.336
2022-01-01,Sarawak,P.212 Sibu,N.55 Nangka,0.348
2024-01-01,Sarawak,P.212 Sibu,N.55 Nangka,0.285
2019-01-01,Sarawak,P.213 Mukah,N.56 Dalat,0.359
2022-01-01,Sarawak,P.213 Mukah,N.56 Dalat,0.333
2024-01-01,Sarawak,P.213 Mukah,N.56 Dalat,0.361
2019-01-01,Sarawak,P.213 Mukah,N.57 Tellian,0.388
2022-01-01,Sarawak,P.213 Mukah,N.57 Tellian,0.378
2024-01-01,Sarawak,P.213 Mukah,N.57 Tellian,0.313
2019-01-01,Sarawak,P.213 Mukah,N.58 Balingian,0.331
2022-01-01,Sarawak,P.213 Mukah,N.58 Balingian,0.374
2024-01-01,Sarawak,P.213 Mukah,N.58 Balingian,0.349
2019-01-01,Sarawak,P.214 Selangau,N.59 Tamin,0.357
2022-01-01,Sarawak,P.214 Selangau,N.59 Tamin,0.381
2024-01-01,Sarawak,P.214 Selangau,N.59 Tamin,0.288
2019-01-01,Sarawak,P.214 Selangau,N.60 Kakus,0.322
2022-01-01,Sarawak,P.214 Selangau,N.60 Kakus,0.341
2024-01-01,Sarawak,P.214 Selangau,N.60 Kakus,0.302
2019-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,0.32
2022-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,0.35
2024-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,0.295
2019-01-01,Sarawak,P.215 Kapit,N.62 Katibas,0.353
2022-01-01,Sarawak,P.215 Kapit,N.62 Katibas,0.322
2024-01-01,Sarawak,P.215 Kapit,N.62 Katibas,0.332
2019-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,0.362
2022-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,0.363
2024-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,0.37
2019-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,0.34
2022-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,0.29
2024-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,0.345
2019-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,0.326
2022-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,0.369
2024-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,0.337
2019-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,0.288
2022-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,0.281
2024-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,0.263
2019-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,0.293
2022-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,0.289
2024-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,0.382
2019-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,0.278
2022-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,0.283
2024-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,0.303
2019-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,0.326
2022-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,0.336
2024-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,0.309
2019-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,0.332
2022-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,0.314
2024-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,0.401
2019-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,0.3
2022-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,0.353
2024-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,0.272
2019-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,0.344
2022-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,0.338
2024-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,0.289
2019-01-01,Sarawak,P.219 Miri,N.73 Piasau,0.365
2022-01-01,Sarawak,P.219 Miri,N.73 Piasau,0.33
2024-01-01,Sarawak,P.219 Miri,N.73 Piasau,0.307
2019-01-01,Sarawak,P.219 Miri,N.74 Pujut,0.366
2022-01-01,Sarawak,P.219 Miri,N.74 Pujut,0.365
2024-01-01,Sarawak,P.219 Miri,N.74 Pujut,0.348
2019-01-01,Sarawak,P.219 Miri,N.75 Senadin,0.345
2022-01-01,Sarawak,P.219 Miri,N.75 Senadin,0.336
2024-01-01,Sarawak,P.219 Miri,N.75 Senadin,0.282
2019-01-01,Sarawak,P.220 Baram,N.76 Marudi,0.361
2022-01-01,Sarawak,P.220 Baram,N.76 Marudi,0.329
2024-01-01,Sarawak,P.220 Baram,N.76 Marudi,0.252
2019-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,0.369
2022-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,0.312
2024-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,0.229
2019-01-01,Sarawak,P.220 Baram,N.78 Mulu,0.374
2022-01-01,Sarawak,P.220 Baram,N.78 Mulu,0.346
2024-01-01,Sarawak,P.220 Baram,N.78 Mulu,0.323
2019-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,0.374
2022-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,0.343
2024-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,0.389
2019-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,0.41
2022-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,0.28
2024-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,0.356
2019-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,0.343
2022-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,0.284
2024-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,0.317
2019-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,0.372
2022-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,0.416
2024-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,0.341
